Gas,NFR/CRT Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Nitrous Oxide,3D1bi,Agricultural Horses - Direct,Spreading,kilotonne,0.012362474,0.012815593,0.013202982,0.015239957,0.015906089,0.016709666,0.017455036,0.017189476,0.017069908,0.015560337,0.017539228,0.017649281,0.018783323,0.018358576,0.020181619,0.021138968,0.02371478,0.023462758,0.022635945,0.02303685,0.019053692,0.019152251,0.019277039,0.017951441,0.018548728,0.017283026,0.016390014,0.015802449,0.015285262,0.015368842,0.014447997,0.014153542,0.013439292,0.013085469
Nitrous Oxide,3D1bi,Deer - Direct,Spreading,kilotonne,0.001412581,0.001412581,0.001569981,0.001569981,0.001101646,0.001101646,0.001026054,0.001084092,0.000912305,0.001074777,0.001074777,0.00098969,0.001093436,0.000938877,0.000965508,0.000991183,0.001066774,0.00092592,0.000937013,0.000999184,0.000924189,0.000973807,0.00093004,0.000949476,0.000954163,0.000916158,0.000924935,0.000930578,0.001007573,0.001123769,0.001135532,0.001384492,0.001305167,0.001197451
Nitrous Oxide,3D1bi,Domestic Horses - Direct,Spreading,kilotonne,0.018676592,0.019617067,0.020623268,0.019979884,0.020707342,0.021297357,0.02688649,0.033486554,0.039940625,0.041558789,0.039688489,0.039687026,0.038661574,0.039194912,0.037480461,0.036631706,0.033903866,0.034003862,0.034678644,0.034125714,0.037956842,0.037350497,0.036717922,0.037535735,0.036430662,0.037188578,0.037188578,0.037188578,0.037188578,0.037188578,0.037188578,0.037188578,0.037188578,0.037188578
Nitrous Oxide,3D1bi,Goats - Direct,Spreading,kilotonne,0.000303324,0.000346485,0.000341287,0.000318669,0.000295033,0.00023399,0.000263094,0.000256995,0.00025408,0.000248102,0.000231002,0.000232654,0.000290507,0.000275179,0.00028481,0.000294119,0.000304473,0.000297034,0.000299143,0.000311292,0.000289141,0.000293198,0.000304264,0.000303769,0.000311354,0.000313279,0.000322354,0.000326747,0.000337237,0.000346679,0.000349607,0.000344897,0.000344218,0.000345152
Nitrous Oxide,3D1bi,Professional Horses - Direct,Spreading,kilotonne,0.017122258,0.017122258,0.017122258,0.017122258,0.017122258,0.017122258,0.017122258,0.017122258,0.017122258,0.018263742,0.019405226,0.020546709,0.021688194,0.022829677,0.023971161,0.025112645,0.025112645,0.025112645,0.025112645,0.025112645,0.025112645,0.024888969,0.024665294,0.024441619,0.024217943,0.023994268,0.023994268,0.023994268,0.023994268,0.023994268,0.023994268,0.023994268,0.023994268,0.023994268
Nitrous Oxide,3D1bii,Sewage Sludge Cake - Direct,Spreading,kilotonne,0.329094386,0.331966643,0.299929929,0.307110571,0.3209195,0.370310919,0.347564018,0.332612112,0.354949171,0.389716255,0.424560963,0.633270669,0.660324393,0.707107181,0.769217063,0.764984965,0.796551146,0.804404082,0.823096621,0.784686338,0.758047124,0.734468649,0.713853613,0.737458862,0.749627747,0.803645791,0.796505293,0.830247468,0.858256896,0.867134335,0.872921316,0.892615915,0.874846105,0.874846105
Nitrous Oxide,3D1bii,Sewage Sludge Liquid - Direct,Spreading,kilotonne,0.017320757,0.017471929,0.015785786,0.016163714,0.0168905,0.019490048,0.018292843,0.017505901,0.018681535,0.020511382,0.022345314,0.033330035,0.034753915,0.037216167,0.040485109,0.040262367,0.041923745,0.042337057,0.043320875,0.041299281,0.039897217,0.038656245,0.037571243,0.038813624,0.039454092,0.042297147,0.041921331,0.043697235,0.045171416,0.045638649,0.045943227,0.046979785,0.046044532,0.046044532
Nitrous Oxide,3D1biii,Beef females for slaughter - Digestate Direct,Spreading,kilotonne,-,7.90894794328572e-06,7.98357813785713e-06,7.66086582799997e-06,4.30886775157142e-05,4.35021689551428e-05,4.29673832437143e-05,4.95708328609998e-05,4.90702745091427e-05,4.83237249235715e-05,4.9029631093143e-05,4.5893469372143e-05,4.30422863184285e-05,4.48454291151428e-05,4.62008802451428e-05,4.8858675609857e-05,0.000113257,0.000113383,0.000231392,0.000222016,0.0003423,0.00044378,0.001036111,0.001488299,0.003229951,0.004643795,0.007168184,0.008500936,0.009001844,0.009208006,0.009273835,0.009423421,0.009493486,0.009581099
Nitrous Oxide,3D1biii,Broilers - Digestate Direct,Spreading,kilotonne,-,0.000271603,0.000230062,0.000235819,0.000255628,0.0002487,0.000253371,0.000258544,0.000249626,0.000262359,0.000266848,0.00022824,0.000221953,0.000223062,0.000214739,0.000207712,0.000209252,0.000140553,0.000758416,0.000700993,0.001786164,0.002373511,0.00420114,0.006297989,0.018862435,0.029013865,0.057712194,0.061373659,0.066754248,0.063391754,0.064324618,0.067251201,0.068223608,0.068638019
Nitrous Oxide,3D1biii,Bulls for breeding - Digestate Direct,Spreading,kilotonne,-,7.16560881142857e-07,7.09434578285715e-07,7.28942614714288e-07,4.14093515157141e-06,4.31205133857143e-06,4.38365796942858e-06,4.69827696171429e-06,4.43617792671427e-06,4.52233253057142e-06,4.51094267799998e-06,4.98496360057142e-06,4.69915298442856e-06,4.71015900142856e-06,4.8621605387143e-06,5.78126750771429e-06,1.28038815755715e-05,1.30940042797142e-05,2.83404846481429e-05,2.83308090025715e-05,4.77714468927141e-05,6.58229291138571e-05,0.00014428,0.000202533,0.000427699,0.000605567,0.000907701,0.001119808,0.001156372,0.001106662,0.001126872,0.001106064,0.001109664,0.001116589
Nitrous Oxide,3D1biii,Cereal fed bull - Digestate Direct,Spreading,kilotonne,-,3.356787313e-06,3.30037786885713e-06,3.35056450457144e-06,1.98504418357142e-05,2.26125650425715e-05,2.76759262544286e-05,2.31140845964286e-05,2.10254759502856e-05,2.1265003664143e-05,2.5095103781e-05,3.24313647617142e-05,2.94896899848573e-05,3.24999567734286e-05,3.44190620447143e-05,4.03957694925714e-05,6.86022256762857e-05,6.65107924249998e-05,0.00012693,0.000133731,0.000253988,0.000320503,0.000706332,0.001070573,0.001861842,0.002326925,0.003744686,0.003928061,0.004013538,0.003847102,0.003807096,0.003624548,0.003744397,0.003561698
Nitrous Oxide,3D1biii,Cows - Digestate Direct,Spreading,kilotonne,-,8.76718742742857e-06,8.83959478285716e-06,8.97644284899999e-06,4.0462047662143e-05,4.19892978387142e-05,4.18222748334285e-05,4.87555627177144e-05,5.11247749304284e-05,5.04747405988574e-05,4.9229892569e-05,4.57403418009999e-05,4.46622038075715e-05,4.60296898002856e-05,4.76179381008574e-05,5.9648842062857e-05,0.000152645,0.000151489,0.0002828,0.000278753,0.000457715,0.000631289,0.001379833,0.001862801,0.004114166,0.005995654,0.009202361,0.011290015,0.011750355,0.011141416,0.011162373,0.011064916,0.010863934,0.010563095
Nitrous Oxide,3D1biii,Dairy Calves Female - Digestate Direct,Spreading,kilotonne,-,1.27869131342856e-06,1.25746137628571e-06,1.23138735657143e-06,8.75284528014284e-06,8.4487861307143e-06,8.27030501785717e-06,8.8879009324286e-06,8.8089073364286e-06,8.76093675128574e-06,8.59848827514282e-06,8.42718536628572e-06,8.66417674728572e-06,8.31354993385717e-06,8.02188288942859e-06,9.44670760785715e-06,1.65277139405714e-05,1.69221160632858e-05,3.98378901470001e-05,4.28839339468571e-05,7.64890497375711e-05,0.000113723,0.000253243,0.00036136,0.000757868,0.001133407,0.0016993,0.001818216,0.001889605,0.001949913,0.002029651,0.002127953,0.002174797,0.002144041
Nitrous Oxide,3D1biii,Dairy Replacements Female - Digestate Direct,Spreading,kilotonne,-,1.44386575300001e-06,1.50030311985714e-06,1.46132086257143e-06,8.96258136871431e-06,1.00462659518572e-05,1.01961310942857e-05,1.17381427554286e-05,1.13323833228571e-05,1.13755365805715e-05,1.07473840021429e-05,1.01998042614285e-05,8.90703570899997e-06,8.68795068428568e-06,9.21308597314286e-06,7.04711592042856e-06,1.1854945729e-05,1.15883698778571e-05,2.97549749325714e-05,3.00567876337143e-05,5.31993556788572e-05,7.63887419145715e-05,0.000181948,0.000266215,0.00054548,0.000763514,0.00120293,0.001426045,0.001429253,0.001479035,0.001491197,0.001542932,0.001599343,0.001610952
Nitrous Oxide,3D1biii,Dairy In Calf Heifers - Digestate Direct,Spreading,kilotonne,-,1.44376215185715e-06,1.53662145685714e-06,1.606744425e-06,1.13990631354286e-05,1.16741232755715e-05,1.2295645769e-05,1.35625822404286e-05,1.2844155874e-05,1.24453431394285e-05,1.24002047305715e-05,1.20251288488571e-05,1.14626136365714e-05,1.03718288331429e-05,1.06775645067143e-05,1.82309943734286e-05,3.29880392977145e-05,3.11213618964287e-05,6.60755826264284e-05,6.64530675034285e-05,0.000121962,0.000181097,0.000372416,0.000508774,0.001066514,0.00151003,0.002210877,0.002574507,0.002570353,0.002506116,0.002416898,0.002283212,0.002223847,0.002271521
Nitrous Oxide,3D1biii,Dairy Cows - Digestate Direct,Spreading,kilotonne,-,2.37349080257142e-05,2.348482774e-05,2.29545380899999e-05,0.000157671,0.000154631,0.000153353,0.000170571,0.000168829,0.000170611,0.000168538,0.000174129,0.000179686,0.000175919,0.000174539,0.000196013,0.000357685,0.000359317,0.000819675,0.000821209,0.001490397,0.002204493,0.00487587,0.007019274,0.014949754,0.022499396,0.033439725,0.040348387,0.04306981,0.044205298,0.045130802,0.045381829,0.044924256,0.04525648
Nitrous Oxide,3D1biii,Crop Digestates - Direct,Spreading,kilotonne,-,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,1.74679999999999e-05,2.68258571428571e-05,2.68258571428571e-05,2.68258571428571e-05,0.00083784,0.001461697,0.014990039,0.03207312,0.058754242,0.089777971,0.157112183,0.236252516,0.302856878,0.33338096,0.337330599,0.339220434,0.349726641,0.354723113,0.356114314,0.356114314
Nitrous Oxide,3D1biii,Heifers for breeding - Digestate Direct,Spreading,kilotonne,-,2.17056245214286e-06,2.32385372685715e-06,2.37385809885715e-06,1.1059535861e-05,1.0279877443e-05,1.06555778748571e-05,1.32869904844286e-05,1.24918834841428e-05,1.2344344727e-05,1.16293259547142e-05,1.27771449802857e-05,1.49953472444286e-05,1.43592211887143e-05,1.38789466781429e-05,2.11084737694286e-05,4.83760614118571e-05,4.85032835414287e-05,8.91445200705714e-05,9.23626276712853e-05,0.000163013,0.000230452,0.00045649,0.000594415,0.001325956,0.001989606,0.00302912,0.003282985,0.003494272,0.003815732,0.003846607,0.003836553,0.003865599,0.003924665
Nitrous Oxide,3D1biii,Laying Hens - Digestate Direct,Spreading,kilotonne,-,6.38263692000002e-05,6.406648259e-05,6.40185903971429e-05,4.59480975171428e-05,5.87987435514289e-05,2.03001252928571e-05,4.73991685671429e-05,4.12816272628571e-05,3.95995852685713e-05,3.75806492757141e-05,3.37042512242857e-05,5.61858187157142e-05,5.16623164357145e-05,5.23242999871427e-05,6.63099446538571e-05,8.11404857528572e-05,5.72016153940002e-05,0.000251065,0.000267882,0.000686157,0.00111026,0.002073762,0.003119775,0.009704343,0.015763155,0.03189419,0.032992157,0.035484288,0.037587925,0.037810458,0.036190344,0.043595266,0.042501305
Nitrous Oxide,3D1biii,Poultry - Other - Digestate Direct,Spreading,kilotonne,-,5.56739585600001e-06,6.41585021942857e-06,6.67783650285712e-06,7.28592217885712e-06,6.88259949928572e-06,7.19680206928573e-06,3.73844705142856e-07,9.91127970328574e-06,8.84268406528573e-06,6.39229979142855e-06,7.11997475357146e-06,4.64539949185715e-06,3.5279739172857e-06,2.09109921585715e-06,4.60584632514285e-06,6.49147452014287e-06,5.09664538742856e-06,9.16475822287145e-05,9.76774140115716e-05,0.000198268,0.000387648,0.000737052,0.001141559,0.003635869,0.005283998,0.008580982,0.008224902,0.008360883,0.008775719,0.007820691,0.008538897,0.006371272,0.008060524
Nitrous Oxide,3D1biii,Steers - Digestate Direct,Spreading,kilotonne,-,7.66257534428573e-06,7.53301420300001e-06,7.68847259714285e-06,4.44777674031427e-05,4.29446642224287e-05,3.98250188458572e-05,4.70813547741427e-05,4.82107472864287e-05,4.62747494644286e-05,4.80403803125715e-05,4.44936900162859e-05,4.55086269895714e-05,4.62107866974285e-05,4.6596812845e-05,5.82638409948573e-05,0.000133146,0.000132745,0.000274972,0.000281582,0.00045585,0.000632089,0.001406077,0.001922932,0.004339417,0.006593065,0.009929012,0.01168502,0.012039205,0.012067722,0.01189746,0.01206896,0.012097372,0.012199017
Nitrous Oxide,3D1biii,Turkeys - Digestate Direct,Spreading,kilotonne,-,4.7098056232857e-05,5.4067541832857e-05,5.60649311985713e-05,6.094711799e-05,5.73684120585714e-05,5.97790153714285e-05,6.04616295485715e-05,5.38862475485713e-05,4.79208974357144e-05,3.45320846671429e-05,3.8344452802857e-05,2.58955923442857e-05,2.89744787357142e-05,2.84305233928571e-05,4.57196373322857e-05,3.5754721057e-05,2.49480830358572e-05,0.000114826,0.000102603,0.000149165,0.000286567,0.000682186,0.00119837,0.003122178,0.006442777,0.010016311,0.009076791,0.009490489,0.008914769,0.008743836,0.008585913,0.009293719,0.006604408
Nitrous Oxide,3D1biii,Poultry - Breeding Flock - Digestate Direct,Spreading,kilotonne,-,5.70615472899999e-05,3.68769695642858e-05,2.88597208114286e-05,3.03849634785713e-05,1.94502373685713e-05,8.26803099571429e-05,2.09388101528571e-05,2.22080824428572e-05,2.26382215085715e-05,1.846079994e-05,7.368776206e-05,3.61923367928572e-05,3.19881416014286e-05,2.14633605999999e-05,2.42872921971427e-05,3.53052106769999e-05,0.000217709,0.000142045,0.000139345,0.000277376,0.00054387,0.001120287,0.001873459,0.006188361,0.011018679,0.027643791,0.028855428,0.0298443,0.029352936,0.028382827,0.027276835,0.029061975,0.029771754
Nitrous Oxide,3D1biii,Poultry - Growing Pullets - Digestate Direct,Spreading,kilotonne,-,1.90204893528571e-05,1.828002066e-05,1.82831516214286e-05,1.30320215614286e-05,1.07199839402857e-05,4.3762163107143e-06,7.42486567585711e-06,7.51647018728572e-06,7.08811207342856e-06,7.41577144314289e-06,8.01650540585716e-06,6.77928732642854e-06,6.69640701557141e-06,5.81222880385715e-06,8.32245519128571e-06,1.43565331627143e-05,1.01018865671428e-05,4.15752388998573e-05,3.95796813814287e-05,5.75590415211427e-05,0.0001387,0.000315955,0.000467006,0.001767768,0.002726192,0.005293783,0.00567036,0.005515328,0.006290338,0.00618549,0.006829243,0.006948483,0.006927452
Nitrous Oxide,3D1biii,Food Digestates - Direct,Spreading,kilotonne,-,-,-,-,-,-,-,1.57142857142858e-05,1.57142857142858e-05,1.57142857142858e-05,1.57142857142858e-05,1.57142857142858e-05,0.006301429,0.006301429,0.01023,0.017444821,0.017837679,0.020351964,0.020658393,0.031422679,0.065699464,0.124743536,0.148159236,0.230356736,0.30736145,0.369953414,0.477679754,0.525077968,0.548119039,0.581456074,0.602636296,0.611750582,0.601190582,0.601190582
Nitrous Oxide,3D1biii,Poultry - Ducks - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,1.22566352228571e-06,1.32885578099999e-06,1.18500574185714e-06,8.56223800142858e-07,9.53279727714288e-07,2.51703058357142e-06,2.53494077728571e-06,1.76876163671428e-06,3.38584449342857e-06,4.07717405857143e-06,3.32887648657144e-06,4.82237162895715e-05,6.08198279652857e-05,0.000101847,0.000187204,0.000362675,0.000635813,0.001458526,0.002783075,0.00421132,0.004956835,0.00452697,0.004250858,0.004594814,0.004685686,0.004711365,0.004149525
Nitrous Oxide,3D1biii,Poultry - Geese - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,8.61752697142857e-08,8.38846762285715e-07,7.48040737714284e-07,5.40495413857145e-07,6.01762563285713e-07,1.73250558328572e-06,1.61824978857142e-07,9.89486378571425e-08,2.04321780142857e-07,2.45829299571429e-07,1.84485549285714e-07,2.49427285014285e-06,3.05708454542856e-06,5.32751158814287e-06,8.84824958442853e-06,1.47054988582857e-05,2.32284375667142e-05,8.16790532564288e-05,0.000184016,0.000286568,0.000292202,0.000297866,0.000273379,0.00026584,0.000228967,0.000275681,0.000282311
Nitrous Oxide,3D1biii,Boar - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.32182889441428e-05,1.49890969202857e-05,1.41948514054286e-05,1.31509862722857e-05,1.42620642795714e-05,1.44543972822858e-05,1.71001510522858e-05,2.33621235398571e-05,4.04601891492856e-05,7.79825497235714e-05,0.000118388,0.000138016,0.000117726,0.000118296,0.000114303,0.000106761,0.000110129,9.52640035945714e-05,9.95036980237141e-05
Nitrous Oxide,3D1biii,Other organic residue Digestates - Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.005001071,0.005159,0.005159,0.005237964,0.005237964,0.011555107,0.012555321,0.017609036,0.02607585,0.028276321,0.034414478,0.041537188,0.043800831,0.043800831,0.049065053,0.050389085,0.050389085,0.055661267,0.055661267
Nitrous Oxide,3D1biii,Fattening Pig 20 to 80 kg - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00102718,0.001258078,0.001267192,0.001231369,0.001219643,0.001265508,0.001558051,0.002194627,0.00432844,0.008771985,0.012187982,0.014325651,0.014135685,0.014539551,0.01519995,0.014868046,0.015455116,0.015250061,0.014752887
Nitrous Oxide,3D1biii,Fattening Pig < 20 kg - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000183916,0.000220532,0.000215572,0.00020725,0.00021449,0.000222826,0.000313719,0.000431437,0.000909475,0.001721223,0.002441331,0.00310708,0.003229794,0.003613541,0.003555528,0.003759522,0.003777128,0.003717688,0.003610921
Nitrous Oxide,3D1biii,Fattening Pig > 80 kg - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000451749,0.000547624,0.000564382,0.000533509,0.000527216,0.000556764,0.000713979,0.000988818,0.001907154,0.003862675,0.005323711,0.006256342,0.006207842,0.006384188,0.00670738,0.006629425,0.006898005,0.006789063,0.00658718
Nitrous Oxide,3D1biii,Gilt - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.61036539328571e-05,6.53031732445713e-05,5.5868685678143e-05,4.56142809115715e-05,4.67225521447145e-05,6.24217378242855e-05,8.40010646592855e-05,0.000120479,0.000219945,0.000397339,0.000572514,0.000650426,0.000648228,0.000680078,0.000698313,0.000728848,0.00071234,0.000558964,0.000659325
Nitrous Oxide,3D1biii,Sow - Digestate Direct,Spreading,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00021493,0.000267332,0.000255966,0.000216896,0.000217581,0.000226175,0.000324151,0.00044108,0.000793354,0.001566413,0.002303858,0.002823826,0.002806982,0.002846857,0.002910801,0.002872621,0.002781703,0.002393304,0.002536205
Nitrous Oxide,3D1c,Pig - Boar - Direct,Grazing,kilotonne,0.001459557,0.001571606,0.001651678,0.001781066,0.001795469,0.001745443,0.001783949,0.001871088,0.001821397,0.001590421,0.001297831,0.001227412,0.001058,0.000888761,0.000884576,0.000808613,0.00079947,0.000723195,0.000669054,0.000704812,0.000618923,0.000595797,0.000567672,0.000514164,0.000469259,0.000480681,0.000465895,0.000419292,0.000393546,0.000376948,0.000355943,0.000373987,0.000323625,0.00031002
Nitrous Oxide,3D1c,Poultry - Breeding Flock - Direct,Grazing,kilotonne,0.00054919,0.000531048,0.000499497,0.000535896,0.0005652,0.000556833,0.00065245,0.000645978,0.000702909,0.000655983,0.000740272,0.000750563,0.00062091,0.000515839,0.000412415,0.000291969,0.000254167,0.000236716,0.000125438,6.67651322061426e-05,6.7058930458143e-05,7.18924391601429e-05,7.03517079697146e-05,7.93450523800002e-05,8.00226646340003e-05,8.93274704347144e-05,9.13716129558573e-05,9.63081075031432e-05,9.87657872315715e-05,9.46443116237145e-05,9.20295093064285e-05,8.80053932717142e-05,8.60197756628574e-05,9.12237362017146e-05
Nitrous Oxide,3D1c,Dairy - Dairy Cows - Direct,Grazing,kilotonne,0.675430615,0.649955963,0.63634801,0.626648886,0.629430171,0.603096782,0.607456509,0.587414473,0.569974522,0.570972646,0.539739204,0.522046512,0.50661846,0.48738169,0.466839281,0.435887111,0.41006021,0.379167192,0.343835503,0.316370374,0.304314262,0.287957654,0.27025619,0.266487267,0.285415959,0.287386006,0.278893517,0.284486346,0.282342643,0.287454769,0.288545394,0.293064243,0.290557998,0.285555352
Nitrous Oxide,3D1c,Poultry - Ducks - Direct,Grazing,kilotonne,0.000163005,0.000164731,0.000182204,0.00020127,0.000202001,0.000218704,0.000265493,0.000357628,0.000255605,0.000258786,0.000245512,0.000271613,0.000348736,0.000302997,0.000399185,0.000375989,0.000485932,0.000370894,0.000353941,0.000440956,0.000401581,0.000377809,0.00035081,0.000357755,0.000292443,0.000315443,0.000276605,0.000321346,0.000290727,0.000269711,0.000283443,0.000291141,0.000306721,0.00023052
Nitrous Oxide,3D1c,Sheep - Ewe - Direct,Grazing,kilotonne,0.597280628,0.600526686,0.62016267,0.63277224,0.615537134,0.611057409,0.600203969,0.615549336,0.633742168,0.632696968,0.605138296,0.535247422,0.52854957,0.51948897,0.51930725,0.499546845,0.474605542,0.474323719,0.442514848,0.428362317,0.423805297,0.440269513,0.452514375,0.450243479,0.477803159,0.472694774,0.469437104,0.486258365,0.468246697,0.483424652,0.464844666,0.471794461,0.472512252,0.452653532
Nitrous Oxide,3D1c,Poultry - Geese - Direct,Grazing,kilotonne,1.2724011839e-05,1.08943663808571e-05,1.0488026824e-05,1.17558022607143e-05,1.02353735817143e-05,1.05699097962856e-05,1.28315522185715e-05,1.30429678295715e-05,1.29584643791429e-05,1.30660451522857e-05,1.3919563053e-05,1.31384548224286e-05,2.69064410308571e-05,1.99681466552857e-05,2.29854911251428e-05,2.34089784217143e-05,2.66791604561429e-05,1.75797764465715e-05,1.77951792621429e-05,2.19876559037143e-05,2.10909550232857e-05,1.86243491751429e-05,1.50160656768571e-05,1.39490530708571e-05,1.58703923588571e-05,2.01272165411429e-05,2.16579933805715e-05,2.29347534082857e-05,2.26341933635714e-05,2.08817924118571e-05,1.95331735358571e-05,1.70861853344286e-05,1.87321229778571e-05,1.81390054984286e-05
Nitrous Oxide,3D1c,Pig - Gilt - Direct,Grazing,kilotonne,0.003554389,0.003779698,0.004028981,0.004641555,0.004428479,0.00440667,0.004988594,0.005675852,0.005231404,0.004617004,0.003876461,0.003315202,0.003670224,0.003448896,0.003395089,0.003404436,0.003455372,0.003405162,0.003377306,0.003900565,0.004567538,0.004617197,0.004683577,0.004556917,0.003994421,0.003951974,0.003698031,0.003728945,0.003782977,0.003826142,0.003896052,0.003937847,0.002982801,0.003282337
Nitrous Oxide,3D1c,Poultry - Growing Pullets - Direct,Grazing,kilotonne,0.000275672,0.000286849,0.000276584,0.000270357,0.000257686,0.000249755,0.000240119,0.000274674,0.000231123,0.000221254,0.000215196,0.000201235,0.000196498,0.000156335,0.000143072,0.000182807,0.000151695,0.000133632,0.000129494,0.000109613,0.000114955,0.000122362,0.000120878,0.000113166,0.00012116,0.000117036,0.000120068,0.000126074,0.000118439,0.000131448,0.000120567,0.000131574,0.000124394,0.000120812
Nitrous Oxide,3D1c,Sheep - Lamb - Direct,Grazing,kilotonne,0.333730857,0.332973712,0.345097923,0.336232426,0.320278681,0.316296534,0.307044157,0.321600396,0.334717571,0.331757438,0.319755414,0.284362281,0.275153082,0.277675663,0.28191489,0.284157653,0.26799829,0.277760796,0.257671241,0.255866968,0.245502757,0.258080232,0.26031797,0.25762397,0.275836398,0.272180547,0.267556182,0.280672503,0.26722753,0.281677832,0.278095572,0.28148768,0.280161582,0.260183471
Nitrous Oxide,3D1c,Poultry - Laying Hens - Direct,Grazing,kilotonne,0.002945727,0.003143142,0.003344009,0.003517659,0.003679596,0.003778064,0.003782214,0.00454532,0.004018835,0.0041813,0.004235837,0.004549966,0.004531457,0.004724784,0.004929429,0.005118945,0.005139265,0.004993917,0.004857861,0.005194518,0.005760733,0.005854201,0.005655358,0.005663395,0.005807273,0.005859827,0.006123801,0.006444602,0.006755644,0.006982859,0.006889035,0.006784512,0.007062263,0.007221723
Nitrous Oxide,3D1c,Poultry - Other - Direct,Grazing,kilotonne,9.4136460007857e-05,9.81987983318573e-05,8.7062838958857e-05,9.02581138234289e-05,9.63793863057146e-05,0.000110539,0.000134002,0.000248645,0.000208306,0.000205648,0.000311455,0.000389341,0.000328809,0.00042484,0.000477503,0.000517228,0.000778284,0.000575962,0.000651513,0.000711212,0.000772797,0.000769338,0.000706733,0.000640503,0.000712248,0.000592847,0.000642692,0.000619223,0.000600704,0.000631419,0.000554144,0.000604014,0.000427425,0.000484022
Nitrous Oxide,3D1c,Sheep - Ram - Direct,Grazing,kilotonne,0.020993638,0.021114641,0.021260639,0.021364427,0.021051541,0.021038338,0.020558614,0.021039058,0.022441103,0.024266128,0.020227802,0.018186017,0.01738246,0.017209413,0.017265693,0.017352516,0.017356994,0.016500381,0.015712616,0.015159304,0.014582435,0.015414222,0.015977459,0.017247198,0.016977652,0.016605513,0.016522844,0.016905869,0.016515612,0.01703917,0.016309272,0.016504044,0.016033354,0.015823645
Nitrous Oxide,3D1c,Pig - Sow - Direct,Grazing,kilotonne,0.018056103,0.019557324,0.02030769,0.021703365,0.022445639,0.022061207,0.022716149,0.024710003,0.025340743,0.02363413,0.021507873,0.021560841,0.020092278,0.016994634,0.016342163,0.013756728,0.012877937,0.01534492,0.016493092,0.020253533,0.018448743,0.018564097,0.018319332,0.01809804,0.01774766,0.017835034,0.01822933,0.01827638,0.017716857,0.018049401,0.017642933,0.017231815,0.014747917,0.014440696
Nitrous Oxide,3D1c,Poultry - Turkeys - Direct,Grazing,kilotonne,0.000893977,0.000928567,0.000913337,0.000932204,0.001008177,0.001138222,0.001378332,0.001086107,0.001272811,0.001074835,0.000978583,0.001113966,0.001000328,0.001014765,0.001093803,0.001106902,0.001039336,0.000689848,0.001047643,0.00091093,0.000779734,0.000788521,0.000753434,0.000827948,0.000760634,0.000877639,0.00085441,0.000839118,0.000834335,0.0007979,0.000748118,0.000759386,0.000755641,0.000506267
Nitrous Oxide,3D1c,Other cattle - Beef females for slaughter - Direct,Grazing,kilotonne,0.256222385,0.257916757,0.261177481,0.242772637,0.250905471,0.249117667,0.258248993,0.249308742,0.248062819,0.24960356,0.248183183,0.229910386,0.221175136,0.232646967,0.238167571,0.239536164,0.237195526,0.241211718,0.231583522,0.222613827,0.217857132,0.202866679,0.203000155,0.202758584,0.206696902,0.208825686,0.2115748,0.210466147,0.204223216,0.208863077,0.206400057,0.209605387,0.210687214,0.20950299
Nitrous Oxide,3D1c,Other cattle - Bulls for breeding - Direct,Grazing,kilotonne,0.024555681,0.024762337,0.024908154,0.025240516,0.02551605,0.026398056,0.027895315,0.026821089,0.025986663,0.026275266,0.025455174,0.026455259,0.025156273,0.025495561,0.026182718,0.028916196,0.028532344,0.028639109,0.02902953,0.028953811,0.029584008,0.028694155,0.027966312,0.027931849,0.027763423,0.027083102,0.026923566,0.028069217,0.027494431,0.026275824,0.02643921,0.0258472,0.025988611,0.02588543
Nitrous Oxide,3D1c,Other cattle - Cows - Direct,Grazing,kilotonne,0.269334271,0.279220896,0.286927283,0.297430844,0.304387519,0.311139237,0.321056228,0.321624247,0.336498801,0.331786143,0.319843135,0.300045978,0.291661982,0.300919577,0.308319115,0.319400593,0.311435108,0.311371139,0.302612502,0.296890441,0.306061582,0.306306045,0.30320672,0.289815102,0.286514489,0.289967711,0.291264926,0.2912455,0.290902998,0.274801396,0.272128955,0.268883215,0.263767772,0.252029155
