Gas,NFR/CRT Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Methane,1A2d,"Pulp, Paper and Print (combustion)",Gas oil,kilotonne,0.004225442,0.004389842,0.004397086,0.00434263,0.004175503,0.003902762,0.004290797,0.004211886,0.00449085,0.003086208,0.002682429,0.00472447,0.00397988,0.002682429,0.00133015,0.006935813,0.001756089,0.001873971,0.00036243,0.00072124,6.21718309144395e-05,-,0.000827605,-,-,-,-,-,-,-,-,-,-,-
Methane,1A2d,"Pulp, Paper and Print (combustion)",Natural gas,kilotonne,0.038032406,0.038178647,0.037193957,0.033674424,0.042208398,0.047872799,0.051577571,0.04493823,0.046280397,0.052101931,0.064323873,0.059820506,0.056962548,0.057065154,0.050993963,0.063853504,0.059349376,0.055306554,0.051064604,0.042791052,0.040788038,0.039067417,0.037945125,0.040824284,0.038573714,0.020374379,0.019574971,0.019921847,0.020741165,0.019881994,0.01739069,0.017014844,0.014865721,0.01465572
Methane,1A2d,"Pulp, Paper and Print (combustion)",Biogas,kilotonne,7.52761265454545e-07,7.52761265454545e-07,9.31990138181818e-07,9.67835912727273e-07,1.00368168727273e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,1.03952746181818e-06,7.09746336e-06,7.16915490909091e-06,7.16915490909091e-06,7.16915490909091e-06,7.16915490909091e-06,7.16915490909091e-06,1.69908971345455e-05,3.48420928581818e-05,5.21197561890909e-05,6.63863744581818e-05,0.000111982,0.000124206,0.000112014,0.00010668,0.000113538,0.000494536,0.000481201,0.000520444,0.000461771,0.000533017
Methane,1A2d,"Pulp, Paper and Print (combustion)",Plant Biomass,kilotonne,-,-,-,-,-,-,-,-,3.47523923426946e-05,0.000108601,0.001063339,0.005116105,0.057483272,0.111280977,0.160172629,0.206155527,0.242818451,0.071226792,0.06030323,0.049379668,0.109807994,0.145465059,0.121546534,0.170431739,0.312433242,0.458339829,0.531331407,0.47710487,0.533672775,0.445217002,0.457529884,0.328300011,0.450779174,0.445163824
Methane,1A2d,"Pulp, Paper and Print (combustion)",Wood,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.035219486,0.023209492,0.032720128,0.03279003,0.030733357
Methane,1A2d,"Pulp, Paper and Print (combustion)",Non-municipal solid waste: biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.016573953,0.01680134,0.013208632,0.023001413,0.024466793
Methane,1A2d,"Pulp, Paper and Print (combustion)",Non-municipal solid waste: non-biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.018807834,0.025946783,0.021617541,0.031308162,0.034519256
Methane,1A2e,"Food & drink, tobacco (combustion)",Coal,kilotonne,0.137121111,0.167323959,0.173843075,0.17352259,0.15511332,0.125312209,0.070752942,0.075320509,0.039290815,0.0365593,0.029101588,0.027845309,0.021081575,0.020817018,0.018066415,0.0141848,0.013427192,0.016573199,0.01807695,0.019618703,0.018273734,0.019380728,0.019035363,0.02215455,0.02407613,0.02172833,0.01901718,0.02152248,0.023474765,0.01918865,0.018740265,0.01664316,0.01525066,0.014741005
Methane,1A2e,"Food & drink, tobacco (combustion)",Fuel oil,kilotonne,0.096362784,0.097337376,0.097215552,0.090393408,0.07857648,0.06030288,0.053846208,0.03907392,0.029968704,0.029271005,0.018776727,0.023027731,0.011811039,0.009155781,0.008110408,0.006377315,0.006070203,0.007692353,0.009281567,0.003220507,0.007986978,0.009958154,0.010799401,0.011334516,0.011152763,0.008673551,0.000645989,0.000582336,0.000149012,0.005917157,0.005540768,0.002025089,0.000146429,0.000146899
Methane,1A2e,"Food & drink, tobacco (combustion)",Gas oil,kilotonne,0.018229765,0.018939032,0.018970286,0.018735348,0.018014315,0.01683763,0.018511725,0.018171279,0.01937481,0.016707898,0.018001837,0.025789381,0.020374618,0.019843048,0.012861399,0.03315454,0.017114853,0.013061924,0.001723702,0.002543804,0.000118189,-,0.003553299,-,-,-,-,-,-,-,-,-,-,-
Methane,1A2e,"Food & drink, tobacco (combustion)",Natural gas,kilotonne,0.064599518,0.061528457,0.064794506,0.058580889,0.066767135,0.079233366,0.088336055,0.086737154,0.088618787,0.093922383,0.100087149,0.099508526,0.097230329,0.095978521,0.096018925,0.085254915,0.081330039,0.078979317,0.076070943,0.066664181,0.071993615,0.072245092,0.072124509,0.07278887,0.070511261,0.064031321,0.064217111,0.065903199,0.068674708,0.067311825,0.065279088,0.065941709,0.062117287,0.06289406
Methane,1A2e,"Food & drink, tobacco (combustion)",Biogas,kilotonne,1.26537783272727e-06,1.26537783272727e-06,1.56665826909091e-06,1.62691435636364e-06,1.68717044363636e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.74742653090909e-06,1.193070528e-05,1.20512174545455e-05,1.20512174545455e-05,1.20512174545455e-05,1.20512174545455e-05,1.20512174545455e-05,2.85613853672727e-05,5.85689168290909e-05,8.76123508945455e-05,0.000111594,0.00018824,0.000208787,0.000325754,0.000344423,0.000331469,0.0005113,0.000493393,0.000451484,0.000639697,0.000915159
Methane,1A2e,"Food & drink, tobacco (combustion)",Plant Biomass,kilotonne,-,-,-,-,-,-,-,-,8.36794449356658e-07,2.61498265423961e-06,2.56038837017194e-05,0.000123189,0.001384126,0.002679508,0.003856758,0.004963969,0.005846767,0.001715053,0.001452027,0.001189001,0.00264404,0.003502618,0.00292669,0.004103785,0.007523004,0.011036254,0.011468157,0.062205373,0.094018426,0.103920886,0.0989598,0.080561013,0.066993879,0.076519931
Methane,1A2e,"Food & drink, tobacco (combustion)",Wood,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.011915158,0.022304079,0.027180201,0.026694369,0.028056562
Methane,1A2e,"Food & drink, tobacco (combustion)",Animal Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000534196,0.002239075,0.003432491,0.002023124,0.001773075
Methane,1A2e,"Food & drink, tobacco (combustion)",Non-municipal solid waste: biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.05303448275863e-05,3.03182068965516e-05,4.04242758620691e-05,-,1.01060689655172e-05
Methane,1A2e,"Food & drink, tobacco (combustion)",Non-municipal solid waste: non-biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.7340956521739e-05,3.44045739130434e-05,4.58727652173912e-05,-,1.14681913043478e-05
Methane,1A2f,Lime production - non decarbonising,Coal,kilotonne,0.032489423,0.028875,0.004933324,0.004971361,0.00514168,0.005736475,0.006247905,0.006436611,0.006562299,0.006433459,0.006477813,0.00951603,0.010040145,0.011015673,0.011871189,0.011991878,0.013416757,0.018278613,0.0189735,0.014673839,0.023015083,0.019288877,0.010099367,0.012246255,0.016771373,0.015467001,0.008597199,0.013304536,0.01189154,0.014466693,0.012429015,0.014907351,0.016517988,0.014148833
Methane,1A2f,Lime production - non decarbonising,Coke,kilotonne,0.004491739,0.00441573,0.00534231,0.005197532,0.004567747,0.00441573,0.005345929,0.005762166,0.00520839,0.00560291,0.004795773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Methane,1A2f,Lime production - non decarbonising,Natural gas,kilotonne,0.005088192,0.004522134,0.004495781,0.004620562,0.004778863,0.005172776,0.005856332,0.005916358,0.006232212,0.004755142,0.005028846,0.005252411,0.005193641,0.005744517,0.005953551,0.00613724,0.005855024,0.006246012,0.005590575,0.003832864,0.004216692,0.004445291,0.004479345,0.004763466,0.004904757,0.004735426,0.004463547,0.004472698,0.004502022,0.004472736,0.004203402,0.004594046,0.004401741,0.004181121
Methane,1A2f,Cement production - combustion,Coal,kilotonne,0.575988803,0.457618396,0.401151715,0.388049192,0.424343634,0.390419639,0.383825726,0.388159344,0.381717762,0.348164374,0.318708664,0.33155982,0.317423548,0.308170716,0.289665052,0.246600829,0.224959482,0.295640839,0.247813978,0.146945123,0.152148116,0.153994386,0.128101623,0.130059466,0.138852328,0.14854976,0.162541809,0.154131994,0.155834129,0.155047417,0.132934319,0.145413333,0.12801161,0.104288986
Methane,1A2f,Cement production - combustion,Fuel oil,kilotonne,0.000121824,0.000121824,0.000121824,0.000121824,0.000121824,0.000121824,0.000121824,0.000122106,0.000121824,0.000121824,0.000121542,0.00012267,-,-,0.000122712,-,-,-,-,-,-,-,-,5.604376687164e-05,-,-,1.43838850258084e-05,-,1.538977714092e-05,-,-,-,4.51490320182e-06,0.000102454
Methane,1A2f,Cement production - combustion,Gas oil,kilotonne,0.001281448,0.001080071,0.00100877,0.001047364,0.00123703,0.001250413,0.001306691,0.001398058,0.001459952,0.001428184,0.001414512,0.001671696,0.001800288,0.001157328,0.001157448,0.001359409,0.001133601,0.00052065,0.001268125,0.000910109,0.000860293,0.000679114,0.000712144,0.001116623,0.00079692,0.001313334,0.001045663,0.001007453,0.000878336,0.000658299,0.000556702,0.000662703,0.000742422,0.000555515
Methane,1A2f,Cement production - combustion,Natural gas,kilotonne,0.000355602,0.000281498,0.000246517,0.000239765,0.000264994,0.000250342,0.000244145,0.000243373,0.000235815,0.000213577,0.000195784,0.000120627,0.000143412,0.000159154,0.000275137,5.7143e-05,0.000191489,0.000231526,0.00020453,0.000208438,0.000254143,0.000367281,0.000223837,0.000190927,0.000213956,0.000251046,0.000266669,0.000268054,0.000250577,0.000280723,0.000341824,0.000281689,0.000294336,0.000241574
Methane,1A2f,Cement production - combustion,Petroleum coke,kilotonne,0.002878143,0.004757246,0.006466594,0.008586312,0.012067258,0.013694174,0.016146476,0.019191196,0.021846022,0.022794703,0.023675048,0.019682785,0.026738878,0.024603481,0.029709864,0.032680851,0.040721083,0.021162708,0.006901044,0.004163483,0.00271642,0.002485091,0.004246539,0.00447052,0.003043385,0.004545003,0.003764687,0.002065672,0.001562371,0.001313764,0.000996382,0.001405678,0.000788091,0.000928449
Methane,1A2f,Cement production - combustion,Scrap tyres,kilotonne,0.0005472,0.0038304,0.0071136,0.0103968,0.01368,0.027816,0.027816,0.0228,0.0166896,0.01824,0.0293664,0.0333792,0.0416784,0.06156,0.0598272,0.073872,0.06998688,0.10066656,0.1218432,0.102571308,0.095926258,0.106165774,0.095826831,0.105269087,0.114842487,0.089906045,0.101154635,0.099978912,0.101915211,0.096870867,0.086735682,0.082834826,0.06766926,0.050995343
Methane,1A2f,Cement production - combustion,Waste oils,kilotonne,-,-,-,0.00011157,0.000355268,0.000631587,0.000635945,0.000640303,0.000644661,0.000649019,0.000653376,0.00057487,0.000319091,9.11688108912e-05,7.5974009076e-05,5.723375350392e-05,5.394154644396e-05,0.000486234,7.21753086222e-05,5.50811565801e-05,4.267206843102e-05,3.54545375688e-05,4.04611480254852e-05,-,5.2700637629052e-05,6.3450959913306e-05,3.19266566002194e-05,1.01298678768e-05,4.596427549098e-05,3.42742666919115e-05,-,6.052596056388e-05,6.369154427538e-05,-
Methane,1A2f,Cement production - combustion,Waste solvent,kilotonne,-,-,-,0.000801625,0.002552588,0.004537934,0.004569246,0.004600558,0.00463187,0.004663181,0.004694493,0.005390198,0.007174831,0.005607983,0.006932847,0.007062732,0.006670294,0.006998183,0.006249846,0.004097735,0.004961591,0.005478887,0.004701026,0.005147816,0.00410206,0.005266098,0.00615209,0.007042053,0.006808875,0.007482543,0.006380108,0.005667456,0.005064375,0.003944826
Methane,1A2f,Cement production - combustion,Waste,kilotonne,-,-,-,-,0.0011655,0.0050505,0.00408702,0.00312354,0.00216006,0.00119658,0.0002331,-,0.0031857,0.0094794,0.0121212,0.01332827,0.01299144,0.020252505,0.045489465,0.057178713,0.072169253,0.086163507,0.0852294,0.115705836,0.117642874,0.132622563,0.123495804,0.124147999,0.131678627,0.148444469,0.145348886,0.149048344,0.178760269,0.189849678
Methane,1A2f,Mineral products (other): combustion,Plant Biomass,kilotonne,-,-,-,-,-,-,-,-,4.77879560676051e-07,1.4933736271127e-06,1.46219572851915e-05,7.03514762123466e-05,0.000790452,0.001530223,0.002202531,0.002834841,0.003338992,0.000979438,0.000829229,0.000679019,0.001509968,0.002000288,0.001671384,0.002343604,0.004296264,0.006302623,0.013694553,0.016654727,0.015248515,0.105616475,0.087603191,0.099301446,0.090464239,0.087954775
Methane,1A2f,Other industrial combustion,Scrap tyres,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000703152,0.00898776,0.020389584,0.022707888,0.013833818,0.007230409,0.004589275,0.004541505,0.005227128,0.003315859,0.00361556,0.004141784,0.003468336,0.00519519
Methane,1A2f,Mineral products (other): combustion,Wood,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.014624513,0.015094755,0.017340158,0.012543694,-,-,-,0.000705362,0.000705362
Methane,1A2f,Mineral products (other): combustion,Animal Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.018787773,0.012468353,0.012627475,0.005148736,-,-,-,-,-
Methane,1A2f,Mineral products (other): combustion,Non-municipal solid waste: biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000125046,3.07535779309992e-06,-,-,0.000125531,1.24416540320341e-08,-,8.73144275862057e-05,-
Methane,1A2f,Mineral products (other): combustion,Non-municipal solid waste: non-biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000366965,4.27831137390432e-06,-,-,0.00036996,6.96707447131455e-07,2.88662274782764e-06,0.000259558,-
Methane,1A2giii,NRMM: Mining and Quarrying,Gas oil,kilotonne,0.014884886,0.013016668,0.012618814,0.01202297,0.01188435,0.010777911,0.010000403,0.009781607,0.009209141,0.008091321,0.007205205,0.0067641,0.006268161,0.005629384,0.005515492,0.004571259,0.004683267,0.004548712,0.003999156,0.003327996,0.003925167,0.004007926,0.003406502,0.003049568,0.001869462,0.002561195,0.002545804,0.002069012,0.001509446,0.001510595,0.001460686,0.001781561,0.001574238,0.001549194
Methane,1A2giii,NRMM: Mining and Quarrying,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000116701,0.000133563
Methane,1A2gv,NRMM: Construction,Gas oil,kilotonne,0.103630139,0.092912957,0.090601181,0.087702341,0.087662635,0.083577017,0.079266509,0.077358101,0.076136208,0.07092917,0.066478121,0.06184745,0.056616962,0.050381201,0.048670171,0.042148985,0.041530167,0.041196023,0.036934862,0.029730214,0.035595568,0.027494684,0.028034832,0.024567013,0.018303767,0.021878699,0.022089706,0.020221316,0.017602112,0.017410774,0.014696783,0.0156507,0.012507486,0.012684937
Methane,1A2gv,NRMM: Construction,Petrol,kilotonne,0.02533829,0.020656277,0.020902479,0.020331091,0.025249869,0.026165146,0.024567498,0.021747731,0.02034484,0.020164129,0.02188548,0.024485805,0.024249612,0.022392575,0.029350185,0.019846379,0.025507926,0.029876974,0.022588817,0.0123549,0.036614735,0.025099481,0.013559674,0.025043077,0.032364491,0.024047332,0.034968928,0.044771626,0.024380708,0.028501273,0.015610218,0.030030081,0.025548702,0.021979453
Methane,1A2gv,NRMM: Construction,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000927198,0.001093622
Methane,1A2gvii,NRMM: Generators,Gas oil,kilotonne,0.014856566,0.014227057,0.013597548,0.012968038,0.012338529,0.011709019,0.01107951,0.021990216,0.02420705,0.016973547,0.0227192,0.018980399,0.015891608,0.015907077,0.017037639,0.02098911,0.021112008,0.025248513,0.009321985,0.007629298,0.007600057,0.005816161,0.007038212,0.004470741,0.00193743,0.00221196,0.002040908,0.002186805,0.001733524,0.001565324,0.001760935,0.001532608,0.00104948,0.001371753
Methane,1A2gvii,NRMM: Generators,Petrol,kilotonne,0.182531124,0.17672834,0.170925556,0.168024164,0.165122772,0.16222138,0.159319988,0.318325916,0.351513187,0.239842063,0.309938762,0.252612266,0.207581429,0.207244687,0.221128701,0.2901461,0.312799946,0.422654649,0.178983746,0.156976995,0.163964165,0.176939324,0.186099218,0.158854375,0.166847125,0.16311386,0.14885461,0.182975083,0.192117306,0.160621042,0.156333457,0.152904175,0.148176382,0.142208785
Methane,1A2gvii,NRMM: Other Industry,Gas oil,kilotonne,0.014560852,0.013347873,0.017786689,0.019179711,0.02168086,0.018975044,0.018290863,0.018987456,0.014403868,0.010967423,0.009886209,0.012577335,0.014080903,0.014403285,0.01346959,0.010111786,0.010074356,0.007536345,0.004625566,0.004511586,0.004634223,0.004851158,0.005466398,0.005754459,0.003709364,0.004838508,0.004460913,0.002896682,0.002073224,0.001958303,0.001489538,0.003796086,0.002507212,0.002968386
Methane,1A2gvii,NRMM: Other Industry,Petrol,kilotonne,0.015176003,0.014065285,0.013697909,0.013552396,0.013881253,0.013808926,0.013521052,0.013233178,0.012945304,0.01265743,0.012369556,0.012459789,0.01255131,0.012626074,0.014034991,0.013764847,0.014273701,0.014979077,0.014235851,0.01194129,0.013901458,0.014123609,0.012564061,0.012690233,0.014126667,0.015139977,0.016161205,0.017582252,0.017841131,0.017919251,0.014278408,0.014986914,0.015294334,0.01447825
Methane,1A2gvii,NRMM: Waste,Gas oil,kilotonne,0.02003493,0.019089387,0.018363901,0.017697601,0.017148117,0.016489575,0.01583676,0.015368352,0.015017134,0.013633764,0.012480535,0.011328118,0.010172861,0.00891113,0.007779455,0.006745918,0.005920514,0.005109116,0.004781487,0.004427067,0.004458112,0.004286424,0.003856155,0.003592482,0.003407469,0.003183954,0.002973513,0.002806712,0.002636959,0.002526951,0.002214019,0.002206558,0.002000628,0.00189366
Methane,1A2gvii,NRMM: Generators,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.77994440550208e-05,0.000118265
Methane,1A2gvii,NRMM: Other Industry,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000185863,0.000255917
Methane,1A2gvii,NRMM: Waste,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000148309,0.00016326
Methane,1A2gviii,Other industrial combustion,Burning oil,kilotonne,0.012920966,0.014724905,0.014671165,0.015450403,0.015719105,0.017761245,0.020690104,0.021645831,0.023177436,0.033146305,0.035866113,0.042535585,0.035214989,0.035125705,0.039986695,0.038872818,0.039901527,0.038208829,0.038175794,0.03080767,0.02832986,0.025560564,0.024113032,0.034009609,0.044381779,0.028975771,0.047586964,0.024030206,0.032435512,0.035824587,0.027971729,0.018575349,0.040912749,0.033564599
Methane,1A2gviii,Other industrial combustion,Coal,kilotonne,0.395927547,0.403217596,0.512571611,0.230455495,0.164975509,0.247022105,0.076420523,0.104105342,0.075327966,0.120418145,0.134468959,0.093551938,0.096566023,0.107310412,0.093328827,0.119922285,0.125118431,0.07974513,0.14510028,0.182992048,0.257839863,0.227396539,0.282323198,0.415678708,0.385278486,0.289265495,0.262868224,0.214169827,0.208283814,0.165700653,0.130806034,0.106560403,0.087193339,0.106332735
Methane,1A2gviii,Other industrial combustion,Coke,kilotonne,0.012667906,0.008503274,0.022438598,0.030735925,0.008503274,-,-,0.006201114,0.016439897,0.015171741,0.005441162,0.005441162,0.00819416,0.005002358,0.005435082,-,0.004020346,-,0.003600311,-,-,-,-,0.002759182,0.002968843,-,-,-,-,-,-,-,-,-
Methane,1A2gviii,Other industrial combustion,Coke oven gas,kilotonne,0.00168156,0.0013608,0.001296,0.00086184,0.0008424,0.00051192,0.00067392,0.0007128,0.00037584,0.000404606,0.001104166,0.002345985,0.001047198,0.00082291,0.001057901,0.000962969,0.00082893,0.000916021,0.000869584,0.000943132,0.000840812,0.000846418,0.000839873,0.000762145,0.000732402,4.5036e-06,4.5036e-06,4.5036e-06,4.5036e-06,4.5036e-06,4.5036e-06,4.536e-06,4.536e-06,4.536e-06
Methane,1A2gviii,Other industrial combustion,Colliery methane,kilotonne,0.00151956,0.00123444,0.00120852,0.00073224,0.00010044,0.00065772,0.000648,0.000648,0.0005832,0.000486,0.0003888,0.0003402,0.0002916,0.000243,0.0002106,0.0001782,0.00015228,0.0001296,0.00011016,9.396e-05,8.1e-05,6.804e-05,5.832e-05,4.86e-05,4.131e-05,3.51216e-05,2.98404e-05,2.53692e-05,2.15784e-05,1.83384e-05,1.55844e-05,1.32516e-05,1.12428e-05,9.558e-06
Methane,1A2gviii,Other industrial combustion,Fuel oil,kilotonne,0.156551085,0.264868541,0.253237708,0.189177953,0.138418651,0.099128986,0.07630968,0.019824818,0.067563974,0.049584068,0.036247299,0.066960628,0.030149514,0.026171841,0.049777106,0.061382953,0.049493072,0.053192871,0.040197234,0.037504528,0.040029293,0.040419252,0.017926606,0.020561187,0.038029243,0.030236433,0.020986136,0.046559912,0.034412056,0.002558583,0.022412833,0.029072781,0.020570618,0.013730842
Methane,1A2gviii,Other industrial combustion,Gas oil,kilotonne,0.136367996,0.152161641,0.138482613,0.141303989,0.130863449,0.122504132,0.13016858,0.106590837,0.142194382,0.131335661,0.152898111,0.110533632,0.035032173,0.043424935,0.025935612,0.032646145,0.023734802,0.016726941,0.009535235,0.00816848,0.009526264,0.007322691,0.007724969,0.008905221,0.009326098,0.010365747,0.009591568,0.009755098,0.011190751,0.009293374,0.007988976,0.009938207,0.013450857,0.00965838
Methane,1A2gviii,Other industrial combustion,LPG,kilotonne,0.025060181,0.02926965,0.024688471,0.026623108,0.0297641,0.031579634,0.036250866,0.032842043,0.030986483,0.031210695,0.029430454,0.029674723,0.025820886,0.038379604,0.034973711,0.036132703,0.038438722,0.03855629,0.029515885,0.027652563,0.038610654,0.042232632,0.022525232,0.023811761,0.027137304,0.031475579,0.023719381,0.029834744,0.026072157,0.035113965,0.032455039,0.032987815,0.032486447,0.032406716
Methane,1A2gviii,Other industrial combustion,Natural gas,kilotonne,0.221246371,0.236115085,0.181944496,0.148256075,0.144236687,0.122967186,0.146447522,0.171606449,0.189364409,0.195395143,0.226275225,0.21668467,0.195698372,0.191679196,0.181683666,0.188861232,0.187397355,0.172658038,0.166594466,0.138830752,0.144859095,0.142054343,0.129666435,0.132676836,0.128765891,0.146395762,0.14566195,0.143476393,0.159053604,0.148609422,0.13811251,0.145217659,0.137785036,0.146974204
Methane,1A2gviii,Other industrial combustion,Landfill gas,kilotonne,0.00650746,0.006917033,0.005998826,0.002865111,0.003604249,0.002872731,0.003164195,0.002943216,0.002590792,0.002590792,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982,0.002586982
Methane,1A2gviii,Other industrial combustion,Sewage gas,kilotonne,0.006591279,0.008282914,0.008282914,0.006471265,0.009917399,0.011151835,0.011151835,0.011083255,0.010306018,0.010325067,0.009197311,0.00940305,0.010178383,0.010006933,0.010006933,0.010079323,0.008408644,0.00942591,0.009473535,0.009705944,0.01100134,0.012252921,0.012140527,0.013013014,0.012906334,0.013834066,0.014302695,0.015304722,0.015588566,0.017116371,0.017013501,0.017718349,0.01746308,0.016081959
Methane,1A2gviii,Other industrial combustion,OPG,kilotonne,0.002331648,0.003017232,0.002775456,0.002331648,0.003981024,0.004431456,0.004706707,0.003401877,0.003218436,0.003451656,0.003747379,0.003802419,0.003355103,0.003507629,0.003530091,0.003315257,0.003081781,0.002279763,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Methane,1A2gviii,Other industrial combustion,SSF,kilotonne,0.018359168,0.006024102,0.006024102,0.009466446,0.019793478,0.018072306,0.015203686,0.01936424,0.013416774,0.00910329,0.010543189,0.014247176,0.009367538,0.006209004,0.00482634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Methane,1A2gviii,Other industrial combustion,Lubricants,kilotonne,0.026281342,0.024778205,0.026199394,0.027309213,0.027243465,0.031061667,0.030553956,0.031510566,0.028883021,0.027672687,0.027174249,0.02815866,0.026771673,0.027368468,0.027826019,0.022816639,0.018269808,0.019273642,0.016374379,0.017961442,0.020351552,0.017232628,0.014480343,0.015709751,0.015444065,0.014335092,0.014344636,0.014557546,0.013002579,0.012633968,0.010330795,0.010400544,0.009790844,0.011523301
Methane,1A2gviii,Other industrial combustion,Waste solvent,kilotonne,0.005386296,0.004787075,0.004759177,0.00489127,0.005058845,0.005758605,0.00619944,0.006475513,0.006704413,0.006657574,0.006635434,0.005900296,0.004901711,0.004950445,0.005314415,0.005115966,0.005257945,0.005916509,0.00564825,0.00477761,0.005918445,0.005624615,0.005252538,0.005346488,0.005093862,0.004653831,0.0025263,0.003012376,0.003904185,0.003997299,0.003778326,0.004179133,0.004142208,0.003768606
Methane,1A2gviii,Other industrial combustion,Biogas,kilotonne,5.21391085090909e-06,5.21391085090909e-06,6.45531819636364e-06,6.70359966545455e-06,6.95188113454546e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,7.20016260363636e-06,4.915973088e-05,4.96562938181818e-05,4.96562938181818e-05,4.96562938181818e-05,4.96562938181818e-05,4.96562938181818e-05,0.000117685,0.00024133,0.000361001,0.000459817,0.000775631,0.000860295,0.001363976,0.001626484,0.001704589,0.001292729,0.001293491,0.001492372,0.001426079,0.001630294
Methane,1A2gviii,Other industrial combustion,Non-municipal solid waste: non-biomass fraction,kilotonne,0.007102024,0.005904236,0.002748758,-,-,-,-,-,-,-,0.002315793,0.002541774,0.002547287,0.00254512,0.002547624,0.00254725,0.002542602,0.002541131,-,-,-,-,-,0.000704346,-,0.027374573,3.44045739130434e-05,-,0.000137618,-,-,-,-,-
Methane,1A2gviii,Autogenerators,Coal,kilotonne,0.025404772,0.027141655,0.025724728,0.031656813,0.027295235,0.028735769,0.03757878,0.036174975,0.03777216,0.030387749,0.026431589,0.0283317,0.029604433,0.025034912,0.025395236,0.027007823,0.026205554,0.022991304,0.022239883,0.01815781,0.017419345,0.017413738,0.014053075,0.000492656,0.000273861,0.000261258,0.0002129,0.000197996,0.000218291,0.000173775,1.64194662746199e-05,1.35221613421486e-05,1.54239481600553e-05,1.06954905608688e-05
Methane,1A2gviii,Autogenerators,Fuel oil,kilotonne,0.043114691,0.043351728,0.042902946,0.042509402,0.05076904,0.039046744,0.03809869,0.034100204,0.001733962,-,-,-,-,-,-,0.02227846,-,-,-,-,0.000137839,-,-,-,-,-,-,-,-,-,-,0.000689136,0.001730786,0.001724703
