PCON25CD,year,households_per_pc
E14001063,2022,46170
E14001063,2023,46862
E14001063,2024,47499
E14001063,2025,47934
E14001063,2026,48320
E14001063,2027,48732
E14001063,2028,49154
E14001063,2029,49600
E14001063,2030,50042
E14001063,2031,50472
E14001063,2032,50912
E14001063,2033,51349
E14001063,2034,51782
E14001063,2035,52208
E14001063,2036,52623
E14001063,2037,53041
E14001063,2038,53451
E14001063,2039,53847
E14001063,2040,54228
E14001063,2041,54610
E14001063,2042,54977
E14001063,2043,55335
E14001063,2044,55684
E14001063,2045,56022
E14001063,2046,56354
E14001063,2047,56679
E14001063,2048,57063
E14001063,2049,57450
E14001063,2050,57839
E14001064,2022,39204
E14001064,2023,39791
E14001064,2024,40332
E14001064,2025,40702
E14001064,2026,41029
E14001064,2027,41379
E14001064,2028,41738
E14001064,2029,42116
E14001064,2030,42492
E14001064,2031,42857
E14001064,2032,43230
E14001064,2033,43602
E14001064,2034,43969
E14001064,2035,44331
E14001064,2036,44684
E14001064,2037,45038
E14001064,2038,45387
E14001064,2039,45722
E14001064,2040,46046
E14001064,2041,46371
E14001064,2042,46682
E14001064,2043,46986
E14001064,2044,47282
E14001064,2045,47569
E14001064,2046,47852
E14001064,2047,48128
E14001064,2048,48454
E14001064,2049,48782
E14001064,2050,49112
E14001065,2022,40766
E14001065,2023,41377
E14001065,2024,41939
E14001065,2025,42324
E14001065,2026,42664
E14001065,2027,43028
E14001065,2028,43401
E14001065,2029,43794
E14001065,2030,44185
E14001065,2031,44565
E14001065,2032,44953
E14001065,2033,45339
E14001065,2034,45721
E14001065,2035,46097
E14001065,2036,46464
E14001065,2037,46833
E14001065,2038,47195
E14001065,2039,47544
E14001065,2040,47880
E14001065,2041,48218
E14001065,2042,48542
E14001065,2043,48858
E14001065,2044,49166
E14001065,2045,49465
E14001065,2046,49758
E14001065,2047,50045
E14001065,2048,50384
E14001065,2049,50726
E14001065,2050,51069
E14001066,2022,40414
E14001066,2023,41020
E14001066,2024,41577
E14001066,2025,41958
E14001066,2026,42296
E14001066,2027,42656
E14001066,2028,43026
E14001066,2029,43416
E14001066,2030,43803
E14001066,2031,44180
E14001066,2032,44564
E14001066,2033,44947
E14001066,2034,45326
E14001066,2035,45699
E14001066,2036,46063
E14001066,2037,46428
E14001066,2038,46787
E14001066,2039,47134
E14001066,2040,47467
E14001066,2041,47802
E14001066,2042,48123
E14001066,2043,48436
E14001066,2044,48741
E14001066,2045,49037
E14001066,2046,49329
E14001066,2047,49613
E14001066,2048,49949
E14001066,2049,50288
E14001066,2050,50628
E14001067,2022,42253
E14001067,2023,42886
E14001067,2024,43469
E14001067,2025,43867
E14001067,2026,44220
E14001067,2027,44597
E14001067,2028,44984
E14001067,2029,45392
E14001067,2030,45796
E14001067,2031,46190
E14001067,2032,46592
E14001067,2033,46993
E14001067,2034,47389
E14001067,2035,47779
E14001067,2036,48159
E14001067,2037,48541
E14001067,2038,48916
E14001067,2039,49278
E14001067,2040,49627
E14001067,2041,49977
E14001067,2042,50313
E14001067,2043,50640
E14001067,2044,50959
E14001067,2045,51269
E14001067,2046,51573
E14001067,2047,51871
E14001067,2048,52222
E14001067,2049,52576
E14001067,2050,52932
E14001068,2022,40935
E14001068,2023,41548
E14001068,2024,42113
E14001068,2025,42499
E14001068,2026,42841
E14001068,2027,43206
E14001068,2028,43581
E14001068,2029,43976
E14001068,2030,44368
E14001068,2031,44750
E14001068,2032,45139
E14001068,2033,45527
E14001068,2034,45911
E14001068,2035,46289
E14001068,2036,46657
E14001068,2037,47027
E14001068,2038,47391
E14001068,2039,47741
E14001068,2040,48079
E14001068,2041,48418
E14001068,2042,48743
E14001068,2043,49060
E14001068,2044,49370
E14001068,2045,49670
E14001068,2046,49965
E14001068,2047,50253
E14001068,2048,50593
E14001068,2049,50936
E14001068,2050,51281
E14001069,2022,42352
E14001069,2023,42987
E14001069,2024,43571
E14001069,2025,43970
E14001069,2026,44324
E14001069,2027,44702
E14001069,2028,45090
E14001069,2029,45498
E14001069,2030,45904
E14001069,2031,46299
E14001069,2032,46701
E14001069,2033,47103
E14001069,2034,47500
E14001069,2035,47891
E14001069,2036,48272
E14001069,2037,48655
E14001069,2038,49031
E14001069,2039,49394
E14001069,2040,49743
E14001069,2041,50094
E14001069,2042,50431
E14001069,2043,50759
E14001069,2044,51079
E14001069,2045,51389
E14001069,2046,51694
E14001069,2047,51992
E14001069,2048,52345
E14001069,2049,52699
E14001069,2050,53056
E14001070,2022,42224
E14001070,2023,42857
E14001070,2024,43439
E14001070,2025,43837
E14001070,2026,44190
E14001070,2027,44567
E14001070,2028,44953
E14001070,2029,45361
E14001070,2030,45765
E14001070,2031,46159
E14001070,2032,46560
E14001070,2033,46960
E14001070,2034,47357
E14001070,2035,47746
E14001070,2036,48126
E14001070,2037,48508
E14001070,2038,48883
E14001070,2039,49244
E14001070,2040,49593
E14001070,2041,49943
E14001070,2042,50278
E14001070,2043,50605
E14001070,2044,50924
E14001070,2045,51234
E14001070,2046,51538
E14001070,2047,51835
E14001070,2048,52186
E14001070,2049,52540
E14001070,2050,52896
E14001071,2022,44191
E14001071,2023,44853
E14001071,2024,45463
E14001071,2025,45879
E14001071,2026,46249
E14001071,2027,46643
E14001071,2028,47048
E14001071,2029,47474
E14001071,2030,47897
E14001071,2031,48309
E14001071,2032,48729
E14001071,2033,49148
E14001071,2034,49563
E14001071,2035,49970
E14001071,2036,50368
E14001071,2037,50767
E14001071,2038,51160
E14001071,2039,51539
E14001071,2040,51903
E14001071,2041,52269
E14001071,2042,52620
E14001071,2043,52963
E14001071,2044,53297
E14001071,2045,53620
E14001071,2046,53939
E14001071,2047,54250
E14001071,2048,54617
E14001071,2049,54987
E14001071,2050,55360
E14001072,2022,42521
E14001072,2023,43158
E14001072,2024,43745
E14001072,2025,44146
E14001072,2026,44501
E14001072,2027,44880
E14001072,2028,45270
E14001072,2029,45680
E14001072,2030,46087
E14001072,2031,46483
E14001072,2032,46888
E14001072,2033,47291
E14001072,2034,47690
E14001072,2035,48082
E14001072,2036,48464
E14001072,2037,48849
E14001072,2038,49227
E14001072,2039,49591
E14001072,2040,49942
E14001072,2041,50294
E14001072,2042,50632
E14001072,2043,50961
E14001072,2044,51283
E14001072,2045,51594
E14001072,2046,51900
E14001072,2047,52200
E14001072,2048,52553
E14001072,2049,52909
E14001072,2050,53268
E14001073,2022,44607
E14001073,2023,45275
E14001073,2024,45891
E14001073,2025,46311
E14001073,2026,46684
E14001073,2027,47082
E14001073,2028,47490
E14001073,2029,47921
E14001073,2030,48348
E14001073,2031,48764
E14001073,2032,49188
E14001073,2033,49611
E14001073,2034,50029
E14001073,2035,50441
E14001073,2036,50842
E14001073,2037,51245
E14001073,2038,51642
E14001073,2039,52024
E14001073,2040,52392
E14001073,2041,52761
E14001073,2042,53116
E14001073,2043,53461
E14001073,2044,53798
E14001073,2045,54125
E14001073,2046,54447
E14001073,2047,54761
E14001073,2048,55132
E14001073,2049,55505
E14001073,2050,55881
E14001074,2022,45994
E14001074,2023,46683
E14001074,2024,47318
E14001074,2025,47751
E14001074,2026,48136
E14001074,2027,48546
E14001074,2028,48967
E14001074,2029,49411
E14001074,2030,49851
E14001074,2031,50280
E14001074,2032,50717
E14001074,2033,51153
E14001074,2034,51585
E14001074,2035,52009
E14001074,2036,52423
E14001074,2037,52839
E14001074,2038,53247
E14001074,2039,53641
E14001074,2040,54021
E14001074,2041,54402
E14001074,2042,54767
E14001074,2043,55124
E14001074,2044,55471
E14001074,2045,55808
E14001074,2046,56140
E14001074,2047,56463
E14001074,2048,56846
E14001074,2049,57231
E14001074,2050,57619
E14001075,2022,46649
E14001075,2023,47348
E14001075,2024,47991
E14001075,2025,48431
E14001075,2026,48821
E14001075,2027,49237
E14001075,2028,49664
E14001075,2029,50114
E14001075,2030,50561
E14001075,2031,50996
E14001075,2032,51440
E14001075,2033,51882
E14001075,2034,52319
E14001075,2035,52750
E14001075,2036,53169
E14001075,2037,53591
E14001075,2038,54006
E14001075,2039,54405
E14001075,2040,54790
E14001075,2041,55177
E14001075,2042,55547
E14001075,2043,55909
E14001075,2044,56261
E14001075,2045,56603
E14001075,2046,56939
E14001075,2047,57268
E14001075,2048,57655
E14001075,2049,58046
E14001075,2050,58439
E14001076,2022,44944
E14001076,2023,45617
E14001076,2024,46237
E14001076,2025,46661
E14001076,2026,47037
E14001076,2027,47438
E14001076,2028,47849
E14001076,2029,48283
E14001076,2030,48713
E14001076,2031,49132
E14001076,2032,49560
E14001076,2033,49985
E14001076,2034,50407
E14001076,2035,50822
E14001076,2036,51226
E14001076,2037,51632
E14001076,2038,52032
E14001076,2039,52417
E14001076,2040,52788
E14001076,2041,53160
E14001076,2042,53517
E14001076,2043,53865
E14001076,2044,54205
E14001076,2045,54534
E14001076,2046,54858
E14001076,2047,55174
E14001076,2048,55548
E14001076,2049,55924
E14001076,2050,56303
E14001077,2022,43535
E14001077,2023,44187
E14001077,2024,44788
E14001077,2025,45198
E14001077,2026,45562
E14001077,2027,45951
E14001077,2028,46349
E14001077,2029,46769
E14001077,2030,47186
E14001077,2031,47592
E14001077,2032,48006
E14001077,2033,48418
E14001077,2034,48827
E14001077,2035,49229
E14001077,2036,49620
E14001077,2037,50014
E14001077,2038,50401
E14001077,2039,50773
E14001077,2040,51133
E14001077,2041,51493
E14001077,2042,51839
E14001077,2043,52176
E14001077,2044,52506
E14001077,2045,52824
E14001077,2046,53138
E14001077,2047,53445
E14001077,2048,53807
E14001077,2049,54171
E14001077,2050,54538
E14001078,2022,45584
E14001078,2023,46267
E14001078,2024,46896
E14001078,2025,47326
E14001078,2026,47707
E14001078,2027,48113
E14001078,2028,48531
E14001078,2029,48970
E14001078,2030,49407
E14001078,2031,49832
E14001078,2032,50265
E14001078,2033,50697
E14001078,2034,51125
E14001078,2035,51546
E14001078,2036,51955
E14001078,2037,52368
E14001078,2038,52773
E14001078,2039,53163
E14001078,2040,53539
E14001078,2041,53917
E14001078,2042,54279
E14001078,2043,54632
E14001078,2044,54977
E14001078,2045,55311
E14001078,2046,55639
E14001078,2047,55960
E14001078,2048,56339
E14001078,2049,56721
E14001078,2050,57105
E14001079,2022,45676
E14001079,2023,46360
E14001079,2024,46990
E14001079,2025,47421
E14001079,2026,47803
E14001079,2027,48210
E14001079,2028,48629
E14001079,2029,49069
E14001079,2030,49507
E14001079,2031,49932
E14001079,2032,50367
E14001079,2033,50800
E14001079,2034,51228
E14001079,2035,51650
E14001079,2036,52060
E14001079,2037,52473
E14001079,2038,52879
E14001079,2039,53270
E14001079,2040,53647
E14001079,2041,54026
E14001079,2042,54389
E14001079,2043,54742
E14001079,2044,55088
E14001079,2045,55422
E14001079,2046,55751
E14001079,2047,56073
E14001079,2048,56453
E14001079,2049,56835
E14001079,2050,57220
E14001080,2022,42099
E14001080,2023,42730
E14001080,2024,43310
E14001080,2025,43708
E14001080,2026,44059
E14001080,2027,44435
E14001080,2028,44820
E14001080,2029,45226
E14001080,2030,45630
E14001080,2031,46022
E14001080,2032,46422
E14001080,2033,46821
E14001080,2034,47216
E14001080,2035,47605
E14001080,2036,47983
E14001080,2037,48364
E14001080,2038,48738
E14001080,2039,49099
E14001080,2040,49446
E14001080,2041,49795
E14001080,2042,50129
E14001080,2043,50455
E14001080,2044,50774
E14001080,2045,51082
E14001080,2046,51385
E14001080,2047,51682
E14001080,2048,52032
E14001080,2049,52384
E14001080,2050,52739
E14001081,2022,47736
E14001081,2023,48451
E14001081,2024,49110
E14001081,2025,49560
E14001081,2026,49959
E14001081,2027,50385
E14001081,2028,50822
E14001081,2029,51282
E14001081,2030,51739
E14001081,2031,52184
E14001081,2032,52638
E14001081,2033,53091
E14001081,2034,53539
E14001081,2035,53979
E14001081,2036,54408
E14001081,2037,54840
E14001081,2038,55264
E14001081,2039,55673
E14001081,2040,56067
E14001081,2041,56462
E14001081,2042,56842
E14001081,2043,57211
E14001081,2044,57572
E14001081,2045,57922
E14001081,2046,58266
E14001081,2047,58602
E14001081,2048,58999
E14001081,2049,59398
E14001081,2050,59801
E14001082,2022,39299
E14001082,2023,39888
E14001082,2024,40430
E14001082,2025,40801
E14001082,2026,41129
E14001082,2027,41480
E14001082,2028,41839
E14001082,2029,42218
E14001082,2030,42595
E14001082,2031,42961
E14001082,2032,43335
E14001082,2033,43707
E14001082,2034,44076
E14001082,2035,44439
E14001082,2036,44792
E14001082,2037,45147
E14001082,2038,45497
E14001082,2039,45833
E14001082,2040,46157
E14001082,2041,46483
E14001082,2042,46795
E14001082,2043,47100
E14001082,2044,47397
E14001082,2045,47685
E14001082,2046,47968
E14001082,2047,48244
E14001082,2048,48571
E14001082,2049,48900
E14001082,2050,49231
E14001083,2022,46400
E14001083,2023,47095
E14001083,2024,47735
E14001083,2025,48173
E14001083,2026,48561
E14001083,2027,48975
E14001083,2028,49399
E14001083,2029,49847
E14001083,2030,50291
E14001083,2031,50724
E14001083,2032,51165
E14001083,2033,51605
E14001083,2034,52040
E14001083,2035,52468
E14001083,2036,52885
E14001083,2037,53305
E14001083,2038,53717
E14001083,2039,54115
E14001083,2040,54498
E14001083,2041,54882
E14001083,2042,55251
E14001083,2043,55610
E14001083,2044,55961
E14001083,2045,56301
E14001083,2046,56635
E14001083,2047,56962
E14001083,2048,57348
E14001083,2049,57736
E14001083,2050,58127
E14001084,2022,44848
E14001084,2023,45520
E14001084,2024,46139
E14001084,2025,46562
E14001084,2026,46936
E14001084,2027,47336
E14001084,2028,47747
E14001084,2029,48180
E14001084,2030,48609
E14001084,2031,49027
E14001084,2032,49454
E14001084,2033,49879
E14001084,2034,50299
E14001084,2035,50713
E14001084,2036,51117
E14001084,2037,51522
E14001084,2038,51921
E14001084,2039,52305
E14001084,2040,52675
E14001084,2041,53046
E14001084,2042,53403
E14001084,2043,53750
E14001084,2044,54089
E14001084,2045,54418
E14001084,2046,54741
E14001084,2047,55057
E14001084,2048,55429
E14001084,2049,55805
E14001084,2050,56183
E14001085,2022,47953
E14001085,2023,48672
E14001085,2024,49333
E14001085,2025,49785
E14001085,2026,50186
E14001085,2027,50614
E14001085,2028,51053
E14001085,2029,51515
E14001085,2030,51975
E14001085,2031,52422
E14001085,2032,52878
E14001085,2033,53332
E14001085,2034,53782
E14001085,2035,54224
E14001085,2036,54656
E14001085,2037,55089
E14001085,2038,55515
E14001085,2039,55926
E14001085,2040,56322
E14001085,2041,56719
E14001085,2042,57100
E14001085,2043,57471
E14001085,2044,57834
E14001085,2045,58185
E14001085,2046,58531
E14001085,2047,58868
E14001085,2048,59267
E14001085,2049,59669
E14001085,2050,60073
E14001086,2022,46152
E14001086,2023,46844
E14001086,2024,47480
E14001086,2025,47915
E14001086,2026,48301
E14001086,2027,48713
E14001086,2028,49135
E14001086,2029,49580
E14001086,2030,50022
E14001086,2031,50453
E14001086,2032,50892
E14001086,2033,51329
E14001086,2034,51762
E14001086,2035,52188
E14001086,2036,52603
E14001086,2037,53020
E14001086,2038,53430
E14001086,2039,53826
E14001086,2040,54206
E14001086,2041,54589
E14001086,2042,54955
E14001086,2043,55313
E14001086,2044,55662
E14001086,2045,56000
E14001086,2046,56332
E14001086,2047,56657
E14001086,2048,57041
E14001086,2049,57428
E14001086,2050,57816
E14001087,2022,40012
E14001087,2023,40612
E14001087,2024,41163
E14001087,2025,41541
E14001087,2026,41875
E14001087,2027,42232
E14001087,2028,42598
E14001087,2029,42984
E14001087,2030,43368
E14001087,2031,43741
E14001087,2032,44121
E14001087,2033,44500
E14001087,2034,44876
E14001087,2035,45245
E14001087,2036,45605
E14001087,2037,45966
E14001087,2038,46322
E14001087,2039,46665
E14001087,2040,46995
E14001087,2041,47326
E14001087,2042,47644
E14001087,2043,47954
E14001087,2044,48257
E14001087,2045,48550
E14001087,2046,48838
E14001087,2047,49120
E14001087,2048,49452
E14001087,2049,49787
E14001087,2050,50125
E14001088,2022,40143
E14001088,2023,40745
E14001088,2024,41298
E14001088,2025,41677
E14001088,2026,42012
E14001088,2027,42370
E14001088,2028,42738
E14001088,2029,43125
E14001088,2030,43510
E14001088,2031,43884
E14001088,2032,44266
E14001088,2033,44646
E14001088,2034,45023
E14001088,2035,45393
E14001088,2036,45754
E14001088,2037,46117
E14001088,2038,46474
E14001088,2039,46817
E14001088,2040,47149
E14001088,2041,47481
E14001088,2042,47800
E14001088,2043,48111
E14001088,2044,48415
E14001088,2045,48709
E14001088,2046,48998
E14001088,2047,49281
E14001088,2048,49614
E14001088,2049,49950
E14001088,2050,50289
E14001089,2022,37939
E14001089,2023,38507
E14001089,2024,39031
E14001089,2025,39389
E14001089,2026,39706
E14001089,2027,40044
E14001089,2028,40391
E14001089,2029,40757
E14001089,2030,41121
E14001089,2031,41474
E14001089,2032,41835
E14001089,2033,42195
E14001089,2034,42551
E14001089,2035,42901
E14001089,2036,43242
E14001089,2037,43585
E14001089,2038,43922
E14001089,2039,44247
E14001089,2040,44560
E14001089,2041,44874
E14001089,2042,45176
E14001089,2043,45470
E14001089,2044,45756
E14001089,2045,46034
E14001089,2046,46308
E14001089,2047,46575
E14001089,2048,46890
E14001089,2049,47208
E14001089,2050,47528
E14001090,2022,41359
E14001090,2023,41979
E14001090,2024,42549
E14001090,2025,42939
E14001090,2026,43285
E14001090,2027,43654
E14001090,2028,44032
E14001090,2029,44431
E14001090,2030,44828
E14001090,2031,45213
E14001090,2032,45606
E14001090,2033,45998
E14001090,2034,46386
E14001090,2035,46768
E14001090,2036,47140
E14001090,2037,47514
E14001090,2038,47881
E14001090,2039,48236
E14001090,2040,48577
E14001090,2041,48920
E14001090,2042,49248
E14001090,2043,49569
E14001090,2044,49881
E14001090,2045,50184
E14001090,2046,50482
E14001090,2047,50773
E14001090,2048,51117
E14001090,2049,51464
E14001090,2050,51812
E14001091,2022,47941
E14001091,2023,48659
E14001091,2024,49321
E14001091,2025,49773
E14001091,2026,50173
E14001091,2027,50601
E14001091,2028,51040
E14001091,2029,51502
E14001091,2030,51961
E14001091,2031,52408
E14001091,2032,52864
E14001091,2033,53319
E14001091,2034,53768
E14001091,2035,54211
E14001091,2036,54642
E14001091,2037,55075
E14001091,2038,55501
E14001091,2039,55912
E14001091,2040,56308
E14001091,2041,56705
E14001091,2042,57086
E14001091,2043,57457
E14001091,2044,57819
E14001091,2045,58171
E14001091,2046,58516
E14001091,2047,58854
E14001091,2048,59252
E14001091,2049,59654
E14001091,2050,60058
E14001092,2022,43081
E14001092,2023,43727
E14001092,2024,44321
E14001092,2025,44727
E14001092,2026,45087
E14001092,2027,45471
E14001092,2028,45866
E14001092,2029,46281
E14001092,2030,46694
E14001092,2031,47096
E14001092,2032,47505
E14001092,2033,47913
E14001092,2034,48318
E14001092,2035,48715
E14001092,2036,49103
E14001092,2037,49492
E14001092,2038,49875
E14001092,2039,50244
E14001092,2040,50599
E14001092,2041,50956
E14001092,2042,51299
E14001092,2043,51632
E14001092,2044,51958
E14001092,2045,52273
E14001092,2046,52584
E14001092,2047,52887
E14001092,2048,53246
E14001092,2049,53606
E14001092,2050,53969
E14001093,2022,49395
E14001093,2023,50135
E14001093,2024,50816
E14001093,2025,51282
E14001093,2026,51695
E14001093,2027,52136
E14001093,2028,52588
E14001093,2029,53064
E14001093,2030,53537
E14001093,2031,53998
E14001093,2032,54468
E14001093,2033,54936
E14001093,2034,55399
E14001093,2035,55855
E14001093,2036,56299
E14001093,2037,56746
E14001093,2038,57185
E14001093,2039,57608
E14001093,2040,58015
E14001093,2041,58425
E14001093,2042,58817
E14001093,2043,59200
E14001093,2044,59573
E14001093,2045,59935
E14001093,2046,60291
E14001093,2047,60639
E14001093,2048,61049
E14001093,2049,61463
E14001093,2050,61879
E14001094,2022,38874
E14001094,2023,39456
E14001094,2024,39993
E14001094,2025,40359
E14001094,2026,40684
E14001094,2027,41031
E14001094,2028,41387
E14001094,2029,41762
E14001094,2030,42134
E14001094,2031,42496
E14001094,2032,42866
E14001094,2033,43235
E14001094,2034,43599
E14001094,2035,43958
E14001094,2036,44308
E14001094,2037,44659
E14001094,2038,45005
E14001094,2039,45337
E14001094,2040,45658
E14001094,2041,45980
E14001094,2042,46289
E14001094,2043,46590
E14001094,2044,46884
E14001094,2045,47169
E14001094,2046,47449
E14001094,2047,47723
E14001094,2048,48046
E14001094,2049,48371
E14001094,2050,48699
E14001095,2022,42741
E14001095,2023,43381
E14001095,2024,43971
E14001095,2025,44374
E14001095,2026,44731
E14001095,2027,45112
E14001095,2028,45504
E14001095,2029,45916
E14001095,2030,46325
E14001095,2031,46724
E14001095,2032,47130
E14001095,2033,47535
E14001095,2034,47936
E14001095,2035,48331
E14001095,2036,48715
E14001095,2037,49101
E14001095,2038,49481
E14001095,2039,49847
E14001095,2040,50200
E14001095,2041,50554
E14001095,2042,50894
E14001095,2043,51225
E14001095,2044,51548
E14001095,2045,51861
E14001095,2046,52169
E14001095,2047,52470
E14001095,2048,52825
E14001095,2049,53183
E14001095,2050,53543
E14001096,2022,53327
E14001096,2023,54126
E14001096,2024,54862
E14001096,2025,55365
E14001096,2026,55810
E14001096,2027,56286
E14001096,2028,56774
E14001096,2029,57288
E14001096,2030,57799
E14001096,2031,58296
E14001096,2032,58804
E14001096,2033,59309
E14001096,2034,59809
E14001096,2035,60301
E14001096,2036,60781
E14001096,2037,61263
E14001096,2038,61737
E14001096,2039,62194
E14001096,2040,62634
E14001096,2041,63076
E14001096,2042,63499
E14001096,2043,63912
E14001096,2044,64315
E14001096,2045,64706
E14001096,2046,65090
E14001096,2047,65466
E14001096,2048,65909
E14001096,2049,66355
E14001096,2050,66805
E14001097,2022,45485
E14001097,2023,46167
E14001097,2024,46794
E14001097,2025,47223
E14001097,2026,47603
E14001097,2027,48009
E14001097,2028,48425
E14001097,2029,48864
E14001097,2030,49300
E14001097,2031,49724
E14001097,2032,50156
E14001097,2033,50587
E14001097,2034,51014
E14001097,2035,51434
E14001097,2036,51843
E14001097,2037,52254
E14001097,2038,52658
E14001097,2039,53048
E14001097,2040,53423
E14001097,2041,53800
E14001097,2042,54161
E14001097,2043,54514
E14001097,2044,54857
E14001097,2045,55190
E14001097,2046,55518
E14001097,2047,55839
E14001097,2048,56217
E14001097,2049,56598
E14001097,2050,56981
E14001098,2022,39446
E14001098,2023,40037
E14001098,2024,40581
E14001098,2025,40953
E14001098,2026,41283
E14001098,2027,41635
E14001098,2028,41996
E14001098,2029,42376
E14001098,2030,42754
E14001098,2031,43122
E14001098,2032,43497
E14001098,2033,43871
E14001098,2034,44241
E14001098,2035,44605
E14001098,2036,44959
E14001098,2037,45316
E14001098,2038,45667
E14001098,2039,46005
E14001098,2040,46330
E14001098,2041,46657
E14001098,2042,46970
E14001098,2043,47276
E14001098,2044,47574
E14001098,2045,47863
E14001098,2046,48147
E14001098,2047,48425
E14001098,2048,48753
E14001098,2049,49083
E14001098,2050,49416
E14001099,2022,41371
E14001099,2023,41991
E14001099,2024,42562
E14001099,2025,42952
E14001099,2026,43297
E14001099,2027,43666
E14001099,2028,44045
E14001099,2029,44444
E14001099,2030,44841
E14001099,2031,45226
E14001099,2032,45620
E14001099,2033,46012
E14001099,2034,46400
E14001099,2035,46782
E14001099,2036,47154
E14001099,2037,47528
E14001099,2038,47895
E14001099,2039,48250
E14001099,2040,48591
E14001099,2041,48934
E14001099,2042,49262
E14001099,2043,49583
E14001099,2044,49896
E14001099,2045,50199
E14001099,2046,50497
E14001099,2047,50788
E14001099,2048,51132
E14001099,2049,51478
E14001099,2050,51827
E14001100,2022,39372
E14001100,2023,39962
E14001100,2024,40505
E14001100,2025,40876
E14001100,2026,41205
E14001100,2027,41557
E14001100,2028,41917
E14001100,2029,42297
E14001100,2030,42674
E14001100,2031,43041
E14001100,2032,43415
E14001100,2033,43788
E14001100,2034,44158
E14001100,2035,44521
E14001100,2036,44875
E14001100,2037,45231
E14001100,2038,45581
E14001100,2039,45918
E14001100,2040,46243
E14001100,2041,46569
E14001100,2042,46882
E14001100,2043,47187
E14001100,2044,47485
E14001100,2045,47773
E14001100,2046,48057
E14001100,2047,48334
E14001100,2048,48661
E14001100,2049,48991
E14001100,2050,49323
E14001101,2022,42732
E14001101,2023,43372
E14001101,2024,43962
E14001101,2025,44365
E14001101,2026,44722
E14001101,2027,45103
E14001101,2028,45494
E14001101,2029,45906
E14001101,2030,46316
E14001101,2031,46714
E14001101,2032,47120
E14001101,2033,47525
E14001101,2034,47926
E14001101,2035,48321
E14001101,2036,48705
E14001101,2037,49091
E14001101,2038,49471
E14001101,2039,49837
E14001101,2040,50190
E14001101,2041,50544
E14001101,2042,50883
E14001101,2043,51214
E14001101,2044,51537
E14001101,2045,51850
E14001101,2046,52158
E14001101,2047,52459
E14001101,2048,52814
E14001101,2049,53172
E14001101,2050,53532
E14001102,2022,40302
E14001102,2023,40906
E14001102,2024,41462
E14001102,2025,41842
E14001102,2026,42179
E14001102,2027,42538
E14001102,2028,42907
E14001102,2029,43296
E14001102,2030,43682
E14001102,2031,44058
E14001102,2032,44441
E14001102,2033,44823
E14001102,2034,45201
E14001102,2035,45573
E14001102,2036,45935
E14001102,2037,46299
E14001102,2038,46658
E14001102,2039,47003
E14001102,2040,47335
E14001102,2041,47669
E14001102,2042,47990
E14001102,2043,48302
E14001102,2044,48606
E14001102,2045,48902
E14001102,2046,49192
E14001102,2047,49476
E14001102,2048,49811
E14001102,2049,50148
E14001102,2050,50488
E14001103,2022,43756
E14001103,2023,44412
E14001103,2024,45015
E14001103,2025,45428
E14001103,2026,45793
E14001103,2027,46184
E14001103,2028,46584
E14001103,2029,47006
E14001103,2030,47426
E14001103,2031,47833
E14001103,2032,48250
E14001103,2033,48664
E14001103,2034,49075
E14001103,2035,49478
E14001103,2036,49872
E14001103,2037,50267
E14001103,2038,50656
E14001103,2039,51031
E14001103,2040,51392
E14001103,2041,51755
E14001103,2042,52102
E14001103,2043,52441
E14001103,2044,52772
E14001103,2045,53093
E14001103,2046,53408
E14001103,2047,53716
E14001103,2048,54080
E14001103,2049,54446
E14001103,2050,54815
E14001104,2022,43947
E14001104,2023,44606
E14001104,2024,45212
E14001104,2025,45626
E14001104,2026,45993
E14001104,2027,46385
E14001104,2028,46788
E14001104,2029,47212
E14001104,2030,47633
E14001104,2031,48042
E14001104,2032,48460
E14001104,2033,48877
E14001104,2034,49289
E14001104,2035,49694
E14001104,2036,50090
E14001104,2037,50487
E14001104,2038,50878
E14001104,2039,51254
E14001104,2040,51617
E14001104,2041,51981
E14001104,2042,52330
E14001104,2043,52670
E14001104,2044,53002
E14001104,2045,53324
E14001104,2046,53641
E14001104,2047,53950
E14001104,2048,54316
E14001104,2049,54684
E14001104,2050,55054
E14001105,2022,49725
E14001105,2023,50470
E14001105,2024,51156
E14001105,2025,51625
E14001105,2026,52040
E14001105,2027,52484
E14001105,2028,52939
E14001105,2029,53419
E14001105,2030,53895
E14001105,2031,54359
E14001105,2032,54832
E14001105,2033,55303
E14001105,2034,55769
E14001105,2035,56228
E14001105,2036,56675
E14001105,2037,57125
E14001105,2038,57567
E14001105,2039,57993
E14001105,2040,58403
E14001105,2041,58815
E14001105,2042,59210
E14001105,2043,59595
E14001105,2044,59971
E14001105,2045,60335
E14001105,2046,60694
E14001105,2047,61044
E14001105,2048,61457
E14001105,2049,61873
E14001105,2050,62293
E14001106,2022,41737
E14001106,2023,42362
E14001106,2024,42938
E14001106,2025,43332
E14001106,2026,43680
E14001106,2027,44053
E14001106,2028,44435
E14001106,2029,44837
E14001106,2030,45237
E14001106,2031,45626
E14001106,2032,46023
E14001106,2033,46419
E14001106,2034,46810
E14001106,2035,47195
E14001106,2036,47571
E14001106,2037,47948
E14001106,2038,48319
E14001106,2039,48677
E14001106,2040,49021
E14001106,2041,49367
E14001106,2042,49698
E14001106,2043,50022
E14001106,2044,50337
E14001106,2045,50643
