PCON25CD,year,households_per_pc
E14001144,2025,44899
E14001144,2026,45261
E14001144,2027,45647
E14001144,2028,46043
E14001144,2029,46460
E14001144,2030,46874
E14001144,2031,47277
E14001144,2032,47688
E14001144,2033,48098
E14001144,2034,48504
E14001144,2035,48903
E14001144,2036,49292
E14001144,2037,49683
E14001144,2038,50067
E14001144,2039,50438
E14001144,2040,50794
E14001144,2041,51153
E14001144,2042,51496
E14001144,2043,51831
E14001144,2044,52158
E14001144,2045,52475
E14001144,2046,52787
E14001144,2047,53091
E14001144,2048,53451
E14001144,2049,53813
E14001144,2050,54177
E14001145,2022,42759
E14001145,2023,43400
E14001145,2024,43989
E14001145,2025,44393
E14001145,2026,44750
E14001145,2027,45131
E14001145,2028,45523
E14001145,2029,45935
E14001145,2030,46345
E14001145,2031,46743
E14001145,2032,47150
E14001145,2033,47555
E14001145,2034,47957
E14001145,2035,48351
E14001145,2036,48736
E14001145,2037,49122
E14001145,2038,49502
E14001145,2039,49868
E14001145,2040,50221
E14001145,2041,50576
E14001145,2042,50915
E14001145,2043,51246
E14001145,2044,51570
E14001145,2045,51883
E14001145,2046,52191
E14001145,2047,52492
E14001145,2048,52848
E14001145,2049,53206
E14001145,2050,53566
E14001146,2022,45175
E14001146,2023,45852
E14001146,2024,46475
E14001146,2025,46901
E14001146,2026,47279
E14001146,2027,47682
E14001146,2028,48095
E14001146,2029,48531
E14001146,2030,48964
E14001146,2031,49385
E14001146,2032,49814
E14001146,2033,50242
E14001146,2034,50666
E14001146,2035,51083
E14001146,2036,51489
E14001146,2037,51898
E14001146,2038,52299
E14001146,2039,52686
E14001146,2040,53059
E14001146,2041,53433
E14001146,2042,53792
E14001146,2043,54142
E14001146,2044,54483
E14001146,2045,54814
E14001146,2046,55140
E14001146,2047,55458
E14001146,2048,55834
E14001146,2049,56212
E14001146,2050,56593
E14001147,2022,44849
E14001147,2023,45521
E14001147,2024,46140
E14001147,2025,46563
E14001147,2026,46937
E14001147,2027,47337
E14001147,2028,47748
E14001147,2029,48181
E14001147,2030,48610
E14001147,2031,49028
E14001147,2032,49455
E14001147,2033,49880
E14001147,2034,50301
E14001147,2035,50714
E14001147,2036,51118
E14001147,2037,51523
E14001147,2038,51922
E14001147,2039,52306
E14001147,2040,52676
E14001147,2041,53048
E14001147,2042,53404
E14001147,2043,53751
E14001147,2044,54090
E14001147,2045,54419
E14001147,2046,54742
E14001147,2047,55058
E14001147,2048,55431
E14001147,2049,55806
E14001147,2050,56184
E14001148,2022,42699
E14001148,2023,43339
E14001148,2024,43928
E14001148,2025,44330
E14001148,2026,44687
E14001148,2027,45068
E14001148,2028,45459
E14001148,2029,45871
E14001148,2030,46280
E14001148,2031,46678
E14001148,2032,47084
E14001148,2033,47489
E14001148,2034,47889
E14001148,2035,48283
E14001148,2036,48667
E14001148,2037,49053
E14001148,2038,49433
E14001148,2039,49798
E14001148,2040,50151
E14001148,2041,50505
E14001148,2042,50844
E14001148,2043,51175
E14001148,2044,51497
E14001148,2045,51810
E14001148,2046,52118
E14001148,2047,52418
E14001148,2048,52773
E14001148,2049,53131
E14001148,2050,53491
E14001149,2022,44570
E14001149,2023,45238
E14001149,2024,45853
E14001149,2025,46273
E14001149,2026,46645
E14001149,2027,47043
E14001149,2028,47451
E14001149,2029,47881
E14001149,2030,48308
E14001149,2031,48723
E14001149,2032,49147
E14001149,2033,49569
E14001149,2034,49988
E14001149,2035,50399
E14001149,2036,50800
E14001149,2037,51203
E14001149,2038,51599
E14001149,2039,51981
E14001149,2040,52348
E14001149,2041,52718
E14001149,2042,53072
E14001149,2043,53417
E14001149,2044,53754
E14001149,2045,54080
E14001149,2046,54401
E14001149,2047,54715
E14001149,2048,55086
E14001149,2049,55459
E14001149,2050,55835
E14001150,2022,43458
E14001150,2023,44109
E14001150,2024,44709
E14001150,2025,45118
E14001150,2026,45482
E14001150,2027,45869
E14001150,2028,46267
E14001150,2029,46686
E14001150,2030,47103
E14001150,2031,47508
E14001150,2032,47921
E14001150,2033,48333
E14001150,2034,48741
E14001150,2035,49142
E14001150,2036,49532
E14001150,2037,49925
E14001150,2038,50311
E14001150,2039,50684
E14001150,2040,51042
E14001150,2041,51402
E14001150,2042,51748
E14001150,2043,52084
E14001150,2044,52413
E14001150,2045,52731
E14001150,2046,53044
E14001150,2047,53350
E14001150,2048,53712
E14001150,2049,54075
E14001150,2050,54442
E14001151,2022,42278
E14001151,2023,42912
E14001151,2024,43495
E14001151,2025,43893
E14001151,2026,44247
E14001151,2027,44624
E14001151,2028,45011
E14001151,2029,45419
E14001151,2030,45824
E14001151,2031,46218
E14001151,2032,46620
E14001151,2033,47020
E14001151,2034,47417
E14001151,2035,47807
E14001151,2036,48187
E14001151,2037,48570
E14001151,2038,48945
E14001151,2039,49307
E14001151,2040,49656
E14001151,2041,50007
E14001151,2042,50342
E14001151,2043,50670
E14001151,2044,50990
E14001151,2045,51299
E14001151,2046,51604
E14001151,2047,51902
E14001151,2048,52253
E14001151,2049,52607
E14001151,2050,52963
E14001152,2022,47451
E14001152,2023,48162
E14001152,2024,48816
E14001152,2025,49264
E14001152,2026,49660
E14001152,2027,50084
E14001152,2028,50518
E14001152,2029,50976
E14001152,2030,51430
E14001152,2031,51873
E14001152,2032,52324
E14001152,2033,52774
E14001152,2034,53219
E14001152,2035,53657
E14001152,2036,54083
E14001152,2037,54512
E14001152,2038,54934
E14001152,2039,55341
E14001152,2040,55732
E14001152,2041,56125
E14001152,2042,56502
E14001152,2043,56870
E14001152,2044,57228
E14001152,2045,57576
E14001152,2046,57918
E14001152,2047,58252
E14001152,2048,58647
E14001152,2049,59044
E14001152,2050,59444
E14001153,2022,40638
E14001153,2023,41247
E14001153,2024,41807
E14001153,2025,42191
E14001153,2026,42530
E14001153,2027,42893
E14001153,2028,43265
E14001153,2029,43657
E14001153,2030,44046
E14001153,2031,44425
E14001153,2032,44811
E14001153,2033,45196
E14001153,2034,45578
E14001153,2035,45953
E14001153,2036,46318
E14001153,2037,46685
E14001153,2038,47047
E14001153,2039,47395
E14001153,2040,47730
E14001153,2041,48067
E14001153,2042,48390
E14001153,2043,48704
E14001153,2044,49012
E14001153,2045,49309
E14001153,2046,49602
E14001153,2047,49888
E14001153,2048,50226
E14001153,2049,50566
E14001153,2050,50909
E14001154,2022,38122
E14001154,2023,38693
E14001154,2024,39219
E14001154,2025,39579
E14001154,2026,39897
E14001154,2027,40237
E14001154,2028,40586
E14001154,2029,40954
E14001154,2030,41319
E14001154,2031,41674
E14001154,2032,42037
E14001154,2033,42398
E14001154,2034,42756
E14001154,2035,43108
E14001154,2036,43450
E14001154,2037,43795
E14001154,2038,44134
E14001154,2039,44460
E14001154,2040,44775
E14001154,2041,45091
E14001154,2042,45394
E14001154,2043,45689
E14001154,2044,45977
E14001154,2045,46256
E14001154,2046,46531
E14001154,2047,46800
E14001154,2048,47117
E14001154,2049,47436
E14001154,2050,47757
E14001155,2022,40744
E14001155,2023,41355
E14001155,2024,41916
E14001155,2025,42301
E14001155,2026,42641
E14001155,2027,43005
E14001155,2028,43378
E14001155,2029,43771
E14001155,2030,44161
E14001155,2031,44541
E14001155,2032,44928
E14001155,2033,45314
E14001155,2034,45697
E14001155,2035,46073
E14001155,2036,46439
E14001155,2037,46807
E14001155,2038,47169
E14001155,2039,47518
E14001155,2040,47855
E14001155,2041,48192
E14001155,2042,48516
E14001155,2043,48831
E14001155,2044,49139
E14001155,2045,49438
E14001155,2046,49731
E14001155,2047,50018
E14001155,2048,50357
E14001155,2049,50698
E14001155,2050,51042
E14001156,2022,39506
E14001156,2023,40098
E14001156,2024,40643
E14001156,2025,41015
E14001156,2026,41346
E14001156,2027,41698
E14001156,2028,42060
E14001156,2029,42441
E14001156,2030,42819
E14001156,2031,43187
E14001156,2032,43563
E14001156,2033,43937
E14001156,2034,44308
E14001156,2035,44673
E14001156,2036,45028
E14001156,2037,45385
E14001156,2038,45736
E14001156,2039,46075
E14001156,2040,46401
E14001156,2041,46728
E14001156,2042,47042
E14001156,2043,47348
E14001156,2044,47646
E14001156,2045,47936
E14001156,2046,48220
E14001156,2047,48499
E14001156,2048,48827
E14001156,2049,49158
E14001156,2050,49491
E14001157,2022,42266
E14001157,2023,42899
E14001157,2024,43482
E14001157,2025,43881
E14001157,2026,44234
E14001157,2027,44611
E14001157,2028,44998
E14001157,2029,45406
E14001157,2030,45811
E14001157,2031,46205
E14001157,2032,46607
E14001157,2033,47007
E14001157,2034,47404
E14001157,2035,47794
E14001157,2036,48174
E14001157,2037,48556
E14001157,2038,48931
E14001157,2039,49293
E14001157,2040,49642
E14001157,2041,49992
E14001157,2042,50328
E14001157,2043,50656
E14001157,2044,50975
E14001157,2045,51285
E14001157,2046,51589
E14001157,2047,51887
E14001157,2048,52238
E14001157,2049,52592
E14001157,2050,52948
E14001158,2022,39133
E14001158,2023,39719
E14001158,2024,40259
E14001158,2025,40628
E14001158,2026,40955
E14001158,2027,41304
E14001158,2028,41663
E14001158,2029,42040
E14001158,2030,42415
E14001158,2031,42780
E14001158,2032,43152
E14001158,2033,43523
E14001158,2034,43890
E14001158,2035,44251
E14001158,2036,44603
E14001158,2037,44957
E14001158,2038,45304
E14001158,2039,45640
E14001158,2040,45962
E14001158,2041,46287
E14001158,2042,46598
E14001158,2043,46901
E14001158,2044,47197
E14001158,2045,47483
E14001158,2046,47765
E14001158,2047,48041
E14001158,2048,48366
E14001158,2049,48694
E14001158,2050,49023
E14001159,2022,45058
E14001159,2023,45733
E14001159,2024,46355
E14001159,2025,46780
E14001159,2026,47156
E14001159,2027,47558
E14001159,2028,47971
E14001159,2029,48405
E14001159,2030,48837
E14001159,2031,49257
E14001159,2032,49685
E14001159,2033,50112
E14001159,2034,50535
E14001159,2035,50951
E14001159,2036,51356
E14001159,2037,51763
E14001159,2038,52164
E14001159,2039,52550
E14001159,2040,52921
E14001159,2041,53295
E14001159,2042,53653
E14001159,2043,54002
E14001159,2044,54342
E14001159,2045,54672
E14001159,2046,54997
E14001159,2047,55314
E14001159,2048,55689
E14001159,2049,56066
E14001159,2050,56446
E14001160,2022,54395
E14001160,2023,55210
E14001160,2024,55960
E14001160,2025,56473
E14001160,2026,56928
E14001160,2027,57413
E14001160,2028,57911
E14001160,2029,58436
E14001160,2030,58957
E14001160,2031,59464
E14001160,2032,59981
E14001160,2033,60497
E14001160,2034,61007
E14001160,2035,61509
E14001160,2036,61998
E14001160,2037,62490
E14001160,2038,62973
E14001160,2039,63439
E14001160,2040,63888
E14001160,2041,64339
E14001160,2042,64771
E14001160,2043,65192
E14001160,2044,65603
E14001160,2045,66002
E14001160,2046,66394
E14001160,2047,66777
E14001160,2048,67229
E14001160,2049,67684
E14001160,2050,68143
E14001161,2022,44872
E14001161,2023,45544
E14001161,2024,46163
E14001161,2025,46586
E14001161,2026,46961
E14001161,2027,47362
E14001161,2028,47773
E14001161,2029,48205
E14001161,2030,48635
E14001161,2031,49053
E14001161,2032,49480
E14001161,2033,49905
E14001161,2034,50326
E14001161,2035,50740
E14001161,2036,51144
E14001161,2037,51550
E14001161,2038,51948
E14001161,2039,52333
E14001161,2040,52703
E14001161,2041,53075
E14001161,2042,53431
E14001161,2043,53779
E14001161,2044,54118
E14001161,2045,54447
E14001161,2046,54770
E14001161,2047,55086
E14001161,2048,55459
E14001161,2049,55835
E14001161,2050,56213
E14001162,2022,39260
E14001162,2023,39848
E14001162,2024,40390
E14001162,2025,40760
E14001162,2026,41088
E14001162,2027,41438
E14001162,2028,41798
E14001162,2029,42176
E14001162,2030,42552
E14001162,2031,42918
E14001162,2032,43292
E14001162,2033,43664
E14001162,2034,44032
E14001162,2035,44394
E14001162,2036,44747
E14001162,2037,45102
E14001162,2038,45451
E14001162,2039,45788
E14001162,2040,46112
E14001162,2041,46437
E14001162,2042,46749
E14001162,2043,47053
E14001162,2044,47350
E14001162,2045,47637
E14001162,2046,47920
E14001162,2047,48197
E14001162,2048,48523
E14001162,2049,48852
E14001162,2050,49183
E14001163,2022,41599
E14001163,2023,42222
E14001163,2024,42796
E14001163,2025,43188
E14001163,2026,43536
E14001163,2027,43907
E14001163,2028,44288
E14001163,2029,44689
E14001163,2030,45088
E14001163,2031,45475
E14001163,2032,45871
E14001163,2033,46265
E14001163,2034,46656
E14001163,2035,47039
E14001163,2036,47413
E14001163,2037,47789
E14001163,2038,48159
E14001163,2039,48516
E14001163,2040,48859
E14001163,2041,49204
E14001163,2042,49534
E14001163,2043,49856
E14001163,2044,50171
E14001163,2045,50475
E14001163,2046,50775
E14001163,2047,51068
E14001163,2048,51414
E14001163,2049,51762
E14001163,2050,52113
E14001164,2022,39825
E14001164,2023,40422
E14001164,2024,40971
E14001164,2025,41347
E14001164,2026,41679
E14001164,2027,42035
E14001164,2028,42399
E14001164,2029,42783
E14001164,2030,43165
E14001164,2031,43536
E14001164,2032,43915
E14001164,2033,44292
E14001164,2034,44666
E14001164,2035,45033
E14001164,2036,45391
E14001164,2037,45752
E14001164,2038,46106
E14001164,2039,46447
E14001164,2040,46775
E14001164,2041,47105
E14001164,2042,47422
E14001164,2043,47730
E14001164,2044,48031
E14001164,2045,48323
E14001164,2046,48610
E14001164,2047,48890
E14001164,2048,49221
E14001164,2049,49555
E14001164,2050,49890
E14001165,2022,43405
E14001165,2023,44055
E14001165,2024,44654
E14001165,2025,45063
E14001165,2026,45426
E14001165,2027,45813
E14001165,2028,46211
E14001165,2029,46629
E14001165,2030,47045
E14001165,2031,47450
E14001165,2032,47863
E14001165,2033,48274
E14001165,2034,48681
E14001165,2035,49082
E14001165,2036,49472
E14001165,2037,49864
E14001165,2038,50250
E14001165,2039,50622
E14001165,2040,50980
E14001165,2041,51340
E14001165,2042,51684
E14001165,2043,52021
E14001165,2044,52349
E14001165,2045,52667
E14001165,2046,52979
E14001165,2047,53285
E14001165,2048,53646
E14001165,2049,54009
E14001165,2050,54375
E14001166,2022,45525
E14001166,2023,46207
E14001166,2024,46835
E14001166,2025,47264
E14001166,2026,47645
E14001166,2027,48051
E14001166,2028,48468
E14001166,2029,48907
E14001166,2030,49343
E14001166,2031,49767
E14001166,2032,50200
E14001166,2033,50632
E14001166,2034,51059
E14001166,2035,51479
E14001166,2036,51888
E14001166,2037,52300
E14001166,2038,52704
E14001166,2039,53094
E14001166,2040,53470
E14001166,2041,53847
E14001166,2042,54209
E14001166,2043,54561
E14001166,2044,54906
E14001166,2045,55239
E14001166,2046,55567
E14001166,2047,55888
E14001166,2048,56266
E14001166,2049,56647
E14001166,2050,57031
E14001167,2022,42519
E14001167,2023,43156
E14001167,2024,43743
E14001167,2025,44144
E14001167,2026,44499
E14001167,2027,44878
E14001167,2028,45267
E14001167,2029,45678
E14001167,2030,46085
E14001167,2031,46481
E14001167,2032,46886
E14001167,2033,47288
E14001167,2034,47687
E14001167,2035,48080
E14001167,2036,48462
E14001167,2037,48846
E14001167,2038,49224
E14001167,2039,49589
E14001167,2040,49939
E14001167,2041,50292
E14001167,2042,50629
E14001167,2043,50959
E14001167,2044,51280
E14001167,2045,51592
E14001167,2046,51898
E14001167,2047,52197
E14001167,2048,52551
E14001167,2049,52907
E14001167,2050,53265
E14001168,2022,40997
E14001168,2023,41611
E14001168,2024,42177
E14001168,2025,42563
E14001168,2026,42906
E14001168,2027,43272
E14001168,2028,43647
E14001168,2029,44043
E14001168,2030,44435
E14001168,2031,44817
E14001168,2032,45207
E14001168,2033,45596
E14001168,2034,45980
E14001168,2035,46359
E14001168,2036,46727
E14001168,2037,47098
E14001168,2038,47462
E14001168,2039,47813
E14001168,2040,48152
E14001168,2041,48492
E14001168,2042,48817
E14001168,2043,49135
E14001168,2044,49445
E14001168,2045,49745
E14001168,2046,50040
E14001168,2047,50329
E14001168,2048,50670
E14001168,2049,51013
E14001168,2050,51359
E14001169,2022,43473
E14001169,2023,44124
E14001169,2024,44724
E14001169,2025,45134
E14001169,2026,45497
E14001169,2027,45885
E14001169,2028,46283
E14001169,2029,46702
E14001169,2030,47119
E14001169,2031,47524
E14001169,2032,47938
E14001169,2033,48349
E14001169,2034,48757
E14001169,2035,49158
E14001169,2036,49549
E14001169,2037,49942
E14001169,2038,50329
E14001169,2039,50701
E14001169,2040,51060
E14001169,2041,51420
E14001169,2042,51765
E14001169,2043,52102
E14001169,2044,52431
E14001169,2045,52749
E14001169,2046,53062
E14001169,2047,53369
E14001169,2048,53730
E14001169,2049,54094
E14001169,2050,54460
E14001170,2022,43774
E14001170,2023,44430
E14001170,2024,45034
E14001170,2025,45447
E14001170,2026,45812
E14001170,2027,46203
E14001170,2028,46604
E14001170,2029,47026
E14001170,2030,47445
E14001170,2031,47853
E14001170,2032,48269
E14001170,2033,48684
E14001170,2034,49095
E14001170,2035,49499
E14001170,2036,49892
E14001170,2037,50288
E14001170,2038,50677
E14001170,2039,51052
E14001170,2040,51413
E14001170,2041,51776
E14001170,2042,52124
E14001170,2043,52463
E14001170,2044,52794
E14001170,2045,53114
E14001170,2046,53430
E14001170,2047,53738
E14001170,2048,54102
E14001170,2049,54469
E14001170,2050,54837
E14001171,2022,39977
E14001171,2023,40576
E14001171,2024,41127
E14001171,2025,41504
E14001171,2026,41838
E14001171,2027,42195
E14001171,2028,42561
E14001171,2029,42947
E14001171,2030,43330
E14001171,2031,43702
E14001171,2032,44083
E14001171,2033,44461
E14001171,2034,44836
E14001171,2035,45205
E14001171,2036,45565
E14001171,2037,45926
E14001171,2038,46281
E14001171,2039,46624
E14001171,2040,46954
E14001171,2041,47285
E14001171,2042,47603
E14001171,2043,47912
E14001171,2044,48214
E14001171,2045,48507
E14001171,2046,48795
E14001171,2047,49077
E14001171,2048,49409
E14001171,2049,49744
E14001171,2050,50081
E14001172,2022,59204
E14001172,2023,60091
E14001172,2024,60908
E14001172,2025,61466
E14001172,2026,61961
E14001172,2027,62489
E14001172,2028,63031
E14001172,2029,63602
E14001172,2030,64169
E14001172,2031,64721
E14001172,2032,65284
E14001172,2033,65845
E14001172,2034,66401
E14001172,2035,66947
E14001172,2036,67479
E14001172,2037,68014
E14001172,2038,68541
E14001172,2039,69048
E14001172,2040,69536
E14001172,2041,70027
E14001172,2042,70497
E14001172,2043,70956
E14001172,2044,71403
E14001172,2045,71837
E14001172,2046,72263
E14001172,2047,72680
E14001172,2048,73173
E14001172,2049,73668
E14001172,2050,74167
E14001173,2022,41093
E14001173,2023,41709
E14001173,2024,42276
E14001173,2025,42663
E14001173,2026,43006
E14001173,2027,43373
E14001173,2028,43749
E14001173,2029,44146
E14001173,2030,44539
E14001173,2031,44922
E14001173,2032,45313
E14001173,2033,45702
E14001173,2034,46088
E14001173,2035,46467
E14001173,2036,46837
E14001173,2037,47208
E14001173,2038,47573
E14001173,2039,47925
E14001173,2040,48265
E14001173,2041,48605
E14001173,2042,48931
E14001173,2043,49250
E14001173,2044,49560
E14001173,2045,49861
E14001173,2046,50157
E14001173,2047,50447
E14001173,2048,50789
E14001173,2049,51133
E14001173,2050,51479
E14001174,2022,45395
E14001174,2023,46075
E14001174,2024,46701
E14001174,2025,47129
E14001174,2026,47509
E14001174,2027,47914
E14001174,2028,48329
E14001174,2029,48767
E14001174,2030,49202
E14001174,2031,49625
E14001174,2032,50057
E14001174,2033,50487
E14001174,2034,50913
E14001174,2035,51332
E14001174,2036,51740
E14001174,2037,52150
E14001174,2038,52554
E14001174,2039,52943
E14001174,2040,53317
E14001174,2041,53693
E14001174,2042,54054
E14001174,2043,54406
E14001174,2044,54749
E14001174,2045,55081
E14001174,2046,55408
E14001174,2047,55728
E14001174,2048,56106
E14001174,2049,56486
E14001174,2050,56868
E14001175,2022,44712
E14001175,2023,45382
E14001175,2024,45999
E14001175,2025,46420
E14001175,2026,46794
E14001175,2027,47193
E14001175,2028,47602
E14001175,2029,48033
E14001175,2030,48462
E14001175,2031,48878
E14001175,2032,49304
E14001175,2033,49727
E14001175,2034,50147
E14001175,2035,50560
E14001175,2036,50962
E14001175,2037,51366
E14001175,2038,51763
E14001175,2039,52146
E14001175,2040,52515
E14001175,2041,52886
E14001175,2042,53241
E14001175,2043,53587
E14001175,2044,53925
E14001175,2045,54253
E14001175,2046,54575
E14001175,2047,54890
E14001175,2048,55261
E14001175,2049,55636
E14001175,2050,56013
E14001176,2022,47253
E14001176,2023,47961
E14001176,2024,48613
E14001176,2025,49058
E14001176,2026,49453
E14001176,2027,49875
E14001176,2028,50307
E14001176,2029,50763
E14001176,2030,51216
E14001176,2031,51656
E14001176,2032,52106
E14001176,2033,52553
E14001176,2034,52997
E14001176,2035,53433
E14001176,2036,53858
E14001176,2037,54285
E14001176,2038,54705
E14001176,2039,55110
E14001176,2040,55500
E14001176,2041,55891
E14001176,2042,56266
E14001176,2043,56632
E14001176,2044,56990
E14001176,2045,57336
E14001176,2046,57676
E14001176,2047,58009
E14001176,2048,58402
E14001176,2049,58797
E14001176,2050,59196
E14001177,2022,40853
E14001177,2023,41465
E14001177,2024,42029
E14001177,2025,42414
E14001177,2026,42755
E14001177,2027,43120
E14001177,2028,43494
E14001177,2029,43888
E14001177,2030,44279
E14001177,2031,44660
E14001177,2032,45049
E14001177,2033,45436
E14001177,2034,45819
E14001177,2035,46196
E14001177,2036,46563
E14001177,2037,46932
E14001177,2038,47296
E14001177,2039,47646
E14001177,2040,47983
E14001177,2041,48321
E14001177,2042,48646
E14001177,2043,48962
E14001177,2044,49271
E14001177,2045,49570
E14001177,2046,49865
E14001177,2047,50152
E14001177,2048,50492
E14001177,2049,50834
E14001177,2050,51178
E14001178,2022,39840
E14001178,2023,40437
E14001178,2024,40986
E14001178,2025,41362
E14001178,2026,41695
E14001178,2027,42051
E14001178,2028,42415
E14001178,2029,42800
E14001178,2030,43181
E14001178,2031,43552
E14001178,2032,43931
E14001178,2033,44309
E14001178,2034,44683
E14001178,2035,45050
E14001178,2036,45409
E14001178,2037,45769
E14001178,2038,46123
E14001178,2039,46464
E14001178,2040,46793
E14001178,2041,47123
E14001178,2042,47439
E14001178,2043,47748
E14001178,2044,48049
E14001178,2045,48341
E14001178,2046,48628
E14001178,2047,48909
E14001178,2048,49240
E14001178,2049,49573
E14001178,2050,49909
E14001179,2022,47040
E14001179,2023,47745
E14001179,2024,48394
E14001179,2025,48837
E14001179,2026,49230
E14001179,2027,49650
E14001179,2028,50081
E14001179,2029,50534
E14001179,2030,50985
E14001179,2031,51423
E14001179,2032,51871
E14001179,2033,52317
E14001179,2034,52758
E14001179,2035,53192
E14001179,2036,53615
E14001179,2037,54040
E14001179,2038,54458
E14001179,2039,54861
E14001179,2040,55249
E14001179,2041,55639
E14001179,2042,56013
E14001179,2043,56377
E14001179,2044,56733
E14001179,2045,57077
E14001179,2046,57416
E14001179,2047,57748
E14001179,2048,58139
E14001179,2049,58532
E14001179,2050,58929
E14001180,2022,46379
E14001180,2023,47074
E14001180,2024,47714
E14001180,2025,48151
E14001180,2026,48539
E14001180,2027,48952
E14001180,2028,49377
E14001180,2029,49824
E14001180,2030,50269
E14001180,2031,50701
E14001180,2032,51142
E14001180,2033,51581
E14001180,2034,52017
E14001180,2035,52445
E14001180,2036,52862
E14001180,2037,53281
E14001180,2038,53693
E14001180,2039,54090
E14001180,2040,54473
E14001180,2041,54857
E14001180,2042,55226
E14001180,2043,55585
E14001180,2044,55936
E14001180,2045,56275
E14001180,2046,56609
E14001180,2047,56936
E14001180,2048,57322
E14001180,2049,57710
E14001180,2050,58101
E14001181,2022,44303
E14001181,2023,44967
E14001181,2024,45578
E14001181,2025,45996
E14001181,2026,46366
E14001181,2027,46761
E14001181,2028,47167
E14001181,2029,47594
E14001181,2030,48018
E14001181,2031,48431
E14001181,2032,48853
E14001181,2033,49273
E14001181,2034,49688
E14001181,2035,50097
E14001181,2036,50495
E14001181,2037,50896
E14001181,2038,51290
E14001181,2039,51669
E14001181,2040,52035
E14001181,2041,52402
E14001181,2042,52754
E14001181,2043,53097
E14001181,2044,53432
E14001181,2045,53756
E14001181,2046,54076
E14001181,2047,54388
E14001181,2048,54756
E14001181,2049,55127
E14001181,2050,55500
E14001182,2022,43464
E14001182,2023,44115
E14001182,2024,44715
E14001182,2025,45125
E14001182,2026,45488
E14001182,2027,45876
E14001182,2028,46274
E14001182,2029,46693
E14001182,2030,47109
E14001182,2031,47514
E14001182,2032,47928
E14001182,2033,48339
E14001182,2034,48747
E14001182,2035,49148
E14001182,2036,49539
E14001182,2037,49932
E14001182,2038,50318
E14001182,2039,50691
E14001182,2040,51049
E14001182,2041,51409
E14001182,2042,51755
E14001182,2043,52091
E14001182,2044,52420
E14001182,2045,52738
E14001182,2046,53051
E14001182,2047,53358
E14001182,2048,53719
E14001182,2049,54083
E14001182,2050,54449
E14001183,2022,44054
E14001183,2023,44714
E14001183,2024,45322
E14001183,2025,45737
E14001183,2026,46105
E14001183,2027,46498
E14001183,2028,46902
E14001183,2029,47327
E14001183,2030,47749
E14001183,2031,48159
E14001183,2032,48578
E14001183,2033,48996
E14001183,2034,49409
E14001183,2035,49815
E14001183,2036,50212
E14001183,2037,50610
E14001183,2038,51001
E14001183,2039,51379
E14001183,2040,51742
E14001183,2041,52107
E14001183,2042,52457
E14001183,2043,52799
E14001183,2044,53131
E14001183,2045,53454
E14001183,2046,53772
E14001183,2047,54082
E14001183,2048,54448
E14001183,2049,54817
E14001183,2050,55188
E14001184,2022,45504
E14001184,2023,46186
E14001184,2024,46813
E14001184,2025,47243
E14001184,2026,47623
E14001184,2027,48029
E14001184,2028,48445
E14001184,2029,48884
E14001184,2030,49320
E14001184,2031,49744
E14001184,2032,50177
E14001184,2033,50608
E14001184,2034,51035
E14001184,2035,51455
E14001184,2036,51864
E14001184,2037,52276
E14001184,2038,52680
E14001184,2039,53070
E14001184,2040,53445
E14001184,2041,53822
E14001184,2042,54184
E14001184,2043,54536
E14001184,2044,54880
E14001184,2045,55214
E14001184,2046,55541
E14001184,2047,55862
E14001184,2048,56240
E14001184,2049,56621
E14001184,2050,57005
E14001185,2022,47585
E14001185,2023,48298
E14001185,2024,48954
E14001185,2025,49403
E14001185,2026,49801
E14001185,2027,50225
E14001185,2028,50661
E14001185,2029,51120
E14001185,2030,51576
E14001185,2031,52019
E14001185,2032,52472
E14001185,2033,52923
E14001185,2034,53369
E14001185,2035,53808
E14001185,2036,54236
E14001185,2037,54666
E14001185,2038,55089
E14001185,2039,55497
E14001185,2040,55889
E14001185,2041,56284
E14001185,2042,56662
E14001185,2043,57030
E14001185,2044,57390
E14001185,2045,57739
E14001185,2046,58082
E14001185,2047,58417
E14001185,2048,58812
E14001185,2049,59211
E14001185,2050,59612
E14001186,2022,42667
E14001186,2023,43306
E14001186,2024,43895
E14001186,2025,44297
E14001186,2026,44654
E14001186,2027,45034
E14001186,2028,45425
E14001186,2029,45837
E14001186,2030,46245
E14001186,2031,46643
E14001186,2032,47049
E14001186,2033,47453
E14001186,2034,47853
E14001186,2035,48247
E14001186,2036,48631
E14001186,2037,49016
E14001186,2038,49396
E14001186,2039,49761
E14001186,2040,50113
E14001186,2041,50467
E14001186,2042,50806
E14001186,2043,51136
E14001186,2044,51459
E14001186,2045,51771
E14001186,2046,52079
E14001186,2047,52379
E14001186,2048,52734
E14001186,2049,53091
E14001186,2050,53451
E14001187,2022,39670
E14001187,2023,40264
E14001187,2024,40812
E14001187,2025,41186
E14001187,2026,41517
E14001187,2027,41871
E14001187,2028,42234
E14001187,2029,42617
E14001187,2030,42997
E14001187,2031,43367
E14001187,2032,43744
E14001187,2033,44120
E14001187,2034,44492
E14001187,2035,44858
E14001187,2036,45215
E14001187,2037,45573
E14001187,2038,45926
E14001187,2039,46266
E14001187,2040,46593
E14001187,2041,46922
E14001187,2042,47237
E14001187,2043,47544
E14001187,2044,47844
E14001187,2045,48135
E14001187,2046,48421
E14001187,2047,48700
E14001187,2048,49030
