PCON24CD,avg_exposure_pop_weighted,total_population,total_nox,n_cells
E14001498,1.7294138544837658,96238.50779819489,111.87741336187173,281
E14001499,3.5892235027684665,103747.60400390625,66.33970350027084,21
E14001500,4.307663324247576,115943.8286743164,80.08830997347832,24
E14001501,3.1954497693815616,98427.21181339025,65.64945098737371,88
E14001502,3.004372375693717,97958.586669921875,60.19909995794296,23
E14001503,4.447463475873744,114270.70455360413,71.14349475130439,25
E14001504,2.755832620306004,93899.75589060783,94.88345784578996,95
E14001505,2.444329605277306,97220.16046333313,78.15802368038567,48
E14001506,1.8621373092527964,99270.2572631836,71.2902676933445,57
E14001507,2.75219851740112,98170.59660768509,86.6351419321145,62
E14001508,1.4306413356964123,96421.16515153646,106.6100921909092,284
E14001509,1.7901449770667859,98425.1448726654,84.45506042882334,82
E14001510,2.727989126525066,101124.37809705734,80.35960609465837,53
E14001511,1.0682926371718506,85840.84382528067,92.3338381513604,547
E14001512,1.0828999329070954,102952.74133246392,66.17049651309208,269
E14001513,2.26249351940573,90450.63713398576,108.02140721566684,381
E14001514,1.3604319773944957,90594.24490064383,99.99468086536217,496
E14001515,2.223595781641074,98678.74157810211,64.91041559106088,56
E14001516,2.0469324807755673,96502.20692443848,73.46983795135748,65
E14001517,3.713914091952244,101077.50341796875,82.74031156301498,24
E14001518,2.8426202324193435,95294.37368035316,100.25461939096567,70
E14001519,1.5879915623844876,100735.14173460007,72.31231588852825,181
E14001520,3.173116757249075,111381.39306640625,114.7021684347419,37
E14001521,1.903362791269784,97920.08223342896,63.69767197407782,47
E14001522,1.7542412764804978,91318.0621907711,82.99762980628293,153
E14001523,1.2906808431902708,107812.44626826048,104.43522484178538,385
E14001524,2.396759354356961,80368.73992538452,58.777661370288115,26
E14001525,6.690828608403316,147133.0205078125,84.87127327919006,13
E14001526,1.438440608290462,97391.94876672328,123.40465612823027,571
E14001527,4.704602016996767,122451.96533203125,61.565107583999634,14
E14001528,3.8997305409120155,111712.13375377655,155.9831472292717,44
E14001529,1.7278166991477681,94120.96912544966,90.6179845839215,253
E14001530,1.0461662714827018,89109.28175906837,85.5743275795976,587
E14001531,3.2445582496395784,95446.73080444336,90.15863463282585,29
E14001532,1.7117115401017866,96257.31750917435,96.49306095959037,113
E14001533,1.0543256570142439,94397.80129885674,79.02941625757376,461
E14001534,4.379564559234446,120070.96008300781,79.83666408061981,20
E14001535,2.212897681538631,103875.69315338135,89.74319717264734,56
E14001536,2.0039273078033584,114000.28373146057,80.30108420367469,89
E14001537,3.9888516522274333,96556.60214447975,93.38076706446009,31
E14001538,1.6639309208653914,97810.81116843224,79.8071558016527,175
E14001539,1.5273041030915007,97042.33524587378,121.52303065081651,348
E14001540,1.91218968035556,107994.75838217139,95.68796006578486,283
E14001541,1.7321804135512981,99872.90264892578,80.34591175615788,52
E14001542,1.314405232351697,94173.86445761472,69.47533227317035,277
E14001543,1.4896194148874504,112572.05825644732,113.9375663924875,479
E14001544,1.0053961778518108,94368.693274647,132.24342805151537,1425
E14001545,1.0346298558017362,104140.09123033285,109.85586576903006,385
E14001546,4.042510337838937,116602.65964496136,156.32279889003257,62
E14001547,2.6172913793685675,112882.5859375,75.69594258069992,28
E14001548,1.1740537385998444,87267.46433285624,106.42024662105541,1050
E14001549,1.4462438716892705,97781.50563943386,82.33637045760406,290
E14001550,6.074286188674164,84223.20556640625,52.1347177028656,9
E14001551,3.132650591270286,97773.19343090057,83.83667247835547,39
E14001552,0.8241065653282276,94265.90507343411,97.18206840966013,1322
E14001553,6.025130902104757,133193.2275390625,68.91799020767212,12
E14001554,1.5872859294388786,92576.95703411102,90.05401762688416,419
E14001555,2.113974819920584,105936.8558087349,95.70314679047442,241
E14001556,4.080381619676623,118712.07266998291,98.79547046951484,30
E14001557,3.491174439143264,92043.11124420166,112.30639421287924,32
E14001558,3.4445153946993057,115363.38021278381,97.91275505395606,38
E14001559,13.10138212824296,87613.66015625,86.71220111846924,6
E14001560,2.7980076271478374,105606.36311721802,120.74598539443105,58
E14001561,2.523715418586185,87446.5425567627,47.4022380556562,26
E14001562,3.178713947005985,117603.10948181152,87.82022151350975,31
E14001563,5.236940138925538,119119.99096679688,63.97884386777878,15
E14001564,2.0869628692584077,91542.86773490906,81.63622749317437,85
E14001565,2.6150059454080714,106424.37302303314,154.24421008658828,76
E14001566,3.1451203836519044,103046.1506447792,102.81554485093693,85
E14001567,2.0146081594221186,97286.53463697433,96.63609212869778,69
E14001568,4.71107914498738,105183.62309622765,85.74710044590756,23
E14001569,0.5277970333625676,91099.62349176407,95.00597747282882,935
E14001570,0.7140059169685092,95272.82653354108,116.67130200186512,707
E14001571,2.366131079999412,111278.38696289063,102.23056246513443,86
E14001572,0.8591719830264425,89684.52113494277,91.70831640250981,569
E14001573,3.625236666044742,113257.94608938694,152.812331582958,105
E14001574,2.5838503178728573,122913.01899719238,89.54541251930641,37
E14001575,1.51755695283928,94269.69259025902,105.49054007173982,864
E14001576,5.097293762228589,138627.0823059082,74.91530776023865,18
E14001577,1.7490719168847146,107678.76671135426,112.514551291526,245
E14001578,1.3508766148775344,115922.64174465835,123.05095172945585,555
E14001579,0.9352770621115937,106040.85832116008,107.32538994147035,678
E14001580,1.3421748753365836,91049.02000299096,170.31391043818803,1397
E14001581,2.072017445006836,94933.72462582588,60.00631983630592,60
E14001582,0.9087048119261956,93033.28272950649,119.86807919864077,827
E14001583,1.5188467434625383,90465.75329065323,92.3232358706573,357
E14001584,2.058834729498031,98210.89592409134,85.84908399556298,61
E14001585,2.6607953803856965,98546.25639724731,83.61583704687655,60
E14001586,5.253482281304744,128873.50263977051,107.42277143895626,24
E14001587,2.228000738628063,105450.68004281819,114.52862018771702,481
E14001588,2.5236401240139954,97197.5802154541,116.92175709560979,104
E14001589,1.7227305997985634,85112.35871195793,76.21322547517047,83
E14001590,1.125983516384311,102295.3332234621,81.4864421950333,388
E14001591,1.2468318512971215,96025.092410326,90.39181371613086,457
E14001592,2.7082706278876096,103445.57091522217,82.64006942557171,61
E14001593,1.6882353446097107,105844.06965351105,95.28205443837214,145
E14001594,2.5832997886558613,101343.81590270996,63.91760355234146,26
E14001595,3.0125645420813663,115926.26770019531,99.96869307756424,31
E14001596,3.406481184850619,112416.58703613281,106.50790464878082,33
E14001597,2.425861364335337,103672.13955688477,79.07217025756836,36
E14001598,2.251944969996465,108422.82105338573,80.17424740735441,68
E14001599,2.2963591209240968,88207.39330816269,55.64613451354671,64
E14001600,2.6966624876560017,108216.50726485252,106.55013169895392,139
E14001601,1.8315745659627902,98958.65811228752,77.88363691567793,191
E14001602,2.6418170448683074,110989.31529045105,79.61133750062436,34
E14001603,1.879064780985327,105530.45079302788,91.03977440510062,324
E14001604,4.713719063034063,93508.58151245117,88.72593435645103,22
E14001605,1.3839907953382418,109655.02345097065,90.9370584616554,231
N05000001,4.223938660115003,94587.30968809128,133.33458526001777,51
N05000002,3.753817152205799,107590.50096046925,108.83221584244166,49
N05000003,4.9625798958135725,130365.59756183624,160.8228120941203,121
N05000004,2.688548217172157,91344.20070648193,58.70578758046031,33
N05000005,1.6284778907054633,96759.38740849495,106.85459212377464,642
N05000006,1.18163364258846,102000.42571160197,126.715771930154,993
N05000007,0.538726207842358,111304.37571115792,144.38730011618372,2165
N05000008,2.579164716806213,95921.69159579277,120.2792755025439,121
N05000009,1.814093132312179,113355.73573732376,142.36382635077462,483
N05000010,0.6729100308455336,105080.30201040208,121.21247744291531,1084
N05000011,1.1714854116068312,108634.63810828328,132.16931880789343,910
N05000012,1.3233751257687687,101336.8368159607,132.57709015572073,926
N05000013,2.398276085870014,91594.43600845337,92.88702351247775,118
N05000014,1.3028040030827057,107021.69648015127,123.02452842779894,644
N05000015,0.8444334934291968,105119.97339914739,126.78742074426555,972
N05000016,1.3213817861872736,98197.3839572072,105.51182405638974,674
N05000017,1.873707365615953,121501.23490685225,154.86419118994672,347
N05000018,0.7293279213752393,99142.85732572526,128.19931271951646,1719
S14000021,2.13147539398697,100992.94742757082,75.53294543933589,129
S14000027,0.4420486962324386,21440.23348684609,34.45632729801582,655
S14000045,1.7841570804341,97312.55611681193,88.50447356852237,246
S14000048,1.3727208269776545,87969.65410964936,70.9752742247365,351
S14000051,0.8635042785462347,39576.30839313567,58.31639892511885,1242
S14000060,3.04910281252252,106319.8872410953,121.21364049380645,94
S14000061,5.176031456368599,112269.90756940842,143.7443176759698,82
S14000062,1.5759796516175304,90699.9857172668,121.3971500916814,1175
S14000063,1.5118660928761825,91802.94946679473,81.11614952684613,182
S14000064,3.3146049536335753,89872.21553350985,166.65299601158767,113
S14000065,1.1268294783616506,96391.54060228541,139.9192076859763,1831
S14000066,1.545519078546055,94539.26987926662,81.18619530578144,372
S14000067,0.7883020924214402,73480.73940904438,89.45024602380727,1990
S14000068,1.5184824984606682,94453.8388890028,91.02539611990505,193
S14000069,0.8641784615258904,90368.4596767202,146.6967398051347,2180
S14000070,2.093104896572679,95552.97867786884,102.1389335913118,67
S14000071,1.8133211519671708,86848.3966858387,75.8354209709214,132
S14000072,1.8243922429442705,91015.13941451907,84.19439164482174,112
S14000073,1.3485342773320856,92942.93186023831,146.10553044622065,1976
S14000074,0.7323042946137789,87224.72464933991,113.91916119860252,1907
S14000075,4.32429201326104,102410.59670639038,117.13025523722172,39
S14000076,1.940128853218781,95472.76950126886,118.06373980481294,226
S14000077,2.013392108043645,97632.53414809704,93.31737723088008,210
S14000078,8.792096388941872,119173.62795639038,163.80934705026448,31
S14000079,8.04149476217431,97221.1459197998,103.09288817644119,16
S14000080,3.5958176108177566,77450.92322540283,69.4091144260019,29
S14000081,6.286131127038074,120934.5145778656,140.81362796324538,64
S14000082,3.1685117083678667,105336.59525537491,112.7596475314931,98
S14000083,1.5745018391561791,100050.57668292522,80.03485135943629,180
S14000084,3.765826207950405,101406.94618225098,87.48756824992597,31
S14000085,9.227784943017905,105360.89395618439,169.71386502066161,28
S14000086,4.6861051380178225,116117.69093322754,114.40784293413162,42
S14000087,3.513362790760364,86174.91394042969,57.473486334085464,27
S14000088,4.156106814027161,96848.2854309082,104.84318565577269,30
S14000089,4.576762722954338,91445.0517578125,69.23955368995667,18
S14000090,1.2472260854354744,87517.914953053,63.16626204334898,152
S14000091,0.8024878070725892,94401.39686545357,118.62360212701606,1765
S14000092,1.9794066818039056,99890.79100266099,90.40282434536493,220
S14000093,1.917068962940233,87163.83599993587,72.18583071455942,136
S14000094,1.585805604770588,96797.0974315349,124.34876642667223,1365
S14000095,1.980347151949406,101542.2939170599,118.19702163315378,168
S14000096,1.287583960689999,92564.2809882015,86.67635050707031,466
S14000097,1.8246255096464614,93928.25251734257,74.76337349932874,109
S14000098,1.394073979529592,96600.63472224772,155.68048194641597,1477
S14000099,1.8135012498901049,99417.06543973833,78.25212532136356,174
S14000100,1.5121661832782987,83528.14891594648,105.93962592232856,669
S14000101,2.3529558664236068,89147.12402831763,94.4148477196577,80
S14000102,2.414494528601289,99697.07741472125,85.17528574204334,115
S14000103,2.277425004864397,101371.78281285241,137.8403611491085,871
S14000104,2.2892979569120926,91894.19455909729,65.07246895879507,42
S14000105,1.8051105955457905,101666.90684613585,133.8779229420179,897
S14000106,2.123602170302373,89780.11734858155,80.18325396452565,99
S14000107,1.5678759587769155,86155.3988764286,104.34458633232862,720
S14000108,0.9990072178196298,94931.22151344456,119.44154617097229,1766
S14000109,1.5417795757158643,84264.3853752613,90.38085434617824,222
S14000110,1.4912887520407407,97454.35699120909,87.77907897045952,431
S14000111,0.9141998927236885,95242.20782487094,118.47683659972972,1467
W07000081,1.478438578733034,94119.11493587494,88.69365106342593,149
W07000082,1.3574268798898381,99985.8718599081,88.94631568036857,175
W07000083,1.3564980166193041,91073.88560970873,115.93865032226313,863
W07000084,1.1820788762652974,91456.99907904863,61.48241277797206,128
W07000085,0.717549722767406,90308.72946160287,117.48616805681377,1921
W07000086,1.9724873300138674,93235.8568751812,90.28534543034039,117
W07000087,0.7313524647971401,94049.07871480286,125.2220681575418,1744
W07000088,1.3740156058488198,104017.74400529265,77.56778702957672,125
W07000089,2.5567745238743957,101989.32396316528,57.00385220092721,29
W07000090,2.592758456474375,92404.31154632568,68.46662650012877,47
W07000091,6.841061578542693,118016.42867851257,219.2580369708594,53
W07000092,2.7416341612972737,96615.67757034302,62.774903689627536,59
W07000093,0.8103068414255534,89122.61195788905,129.9318058708741,1961
W07000094,0.9081232017865477,96361.78792171925,100.36246067077445,590
W07000095,1.6763382000404905,94321.82344222069,89.98378011171008,156
W07000096,0.7103361047466925,91619.68840844929,123.02138151513645,1486
W07000097,1.405505288825269,98658.90068596601,94.06651429983322,271
W07000098,1.4071570470579071,92807.68391442299,125.21666219318286,323
W07000099,1.5749600814150366,97276.04895418882,78.42959458578844,148
W07000100,1.1762127430258942,96573.70740236342,127.43893894314533,904
W07000101,1.034919364145523,92673.28687779978,100.38560369987681,813
W07000102,0.7595399721052629,97842.53261819482,139.39028221044282,1694
W07000103,1.4389300710015998,100596.88441503048,102.57050495373551,142
W07000104,2.537520183400041,110043.75989437103,89.78928558246116,113
W07000105,1.3167428655419535,99793.47083115578,66.06984062719857,132
W07000106,1.3930605509600855,100680.55126094818,93.46028712476254,124
W07000107,1.1555307212525092,100216.61131298542,66.46439208165975,132
W07000108,3.461103779364181,95315.19970703125,90.84920740127563,29
W07000109,1.4443092518414729,91866.10467779636,70.02624291411485,102
W07000110,1.4584446700751237,92084.60806465149,72.91138626629254,280
W07000111,1.7958879471822446,99202.02417504787,110.82794205477694,273
W07000112,0.7387996212366958,64846.40060518682,76.91575996515166,668
