PCON24CD,mean,min_nox_emission_per_km2,max_nox_emission,median_nox_emission_per_km2,stdev,mean_nox_emission_per_km2,sd_nox_emission_per_km2,sum,area_km2,total_nox_t_per_km2,total_nox
E14001125,0.28754547238349915,7.464391819667071e-5,7.190865993499756,0.04957594988984572,0.7150822877883911,1.5336366891860962,1.5297775268554688,87.33841705322266,314.86439506702516,0.27738422769151444,87.33841705322266
E14001126,0.38432905077934265,2.2266749874688685e-4,12.105669975280762,0.05515594771164638,1.1716324090957642,1.99135422706604,2.3433330059051514,97.71015167236328,300.864373136151,0.32476477907254986,97.71015167236328
E14001127,0.1285938322544098,3.669564102892764e-5,4.881601810455322,0.0177172753787458,0.41073504090309143,1.459916591644287,1.2997175455093384,88.33419036865234,946.8554834309082,0.09329215694941695,88.33419036865234
E14001128,0.22717325389385223,1.596629008417949e-4,9.824628829956055,0.026882906599542435,0.6594588756561279,1.106725811958313,0.8258070945739746,85.64421844482422,489.57003833785956,0.1749376222768761,85.64421844482422
E14001129,1.9248073101043701,0.01760243996977806,18.36697006225586,1.0039343860137129,3.0871212482452393,4.292295932769775,4.874788761138916,71.52269744873047,40.210646546415504,1.7787005082390603,71.52269744873047
E14001130,3.1956796646118164,3.046838100999594e-4,20.506879806518555,1.4335727524659445,4.617320537567139,7.048280239105225,6.169418811798096,78.89768981933594,28.844994844843058,2.7352298117481326,78.89768981933594
E14001131,10.342865943908691,0.7752553224563599,27.10186004638672,5.9221671844696004,8.435888290405273,10.786755561828613,8.426490783691406,101.67803192138672,9.830740461243003,10.342866066116295,101.67803192138672
E14001132,3.7118160724639893,0.02429906092584133,22.047630310058594,2.4799829884118236,4.169626235961914,4.701528549194336,4.776831150054932,77.72237396240234,20.93917636436048,3.7118161961083476,77.72237396240234
E14001133,2.4562273025512695,1.0490989685058594,6.201186180114746,2.4751048490676624,0.8501915335655212,2.6589925289154053,0.749219536781311,51.73830032348633,21.06413510688351,2.456227139683455,51.73830032348633
E14001134,2.3384552001953125,1.208139001391828e-4,11.284130096435547,1.5381381542588313,2.506049156188965,2.617222785949707,1.5632827281951904,99.31897735595703,43.77176389460945,2.2690193064892297,99.31897735595703
E14001135,3.168841600418091,0.0038631679490208626,25.849210739135742,2.1413756727895827,3.6426119804382324,3.5855133533477783,4.2423906326293945,74.17779541015625,23.676027411607944,3.133033854057297,74.17779541015625
E14001136,0.12143900990486145,1.2171999696874991e-4,2.882275104522705,0.029852859023296496,0.2667768895626068,0.6436180472373962,0.6122525930404663,76.16051483154297,719.4236899535338,0.10586322899161416,76.16051483154297
E14001137,1.597713828086853,2.0925450371578336e-4,10.382539749145508,1.0782131790273264,1.8998026847839355,3.0394763946533203,2.257509708404541,75.39542388916016,47.18956667985561,1.5977138421435246,75.39542388916016
E14001138,0.4341461956501007,5.360713112168014e-4,13.471599578857422,0.13692953521504753,0.6951429843902588,1.3998873233795166,1.0835343599319458,93.32075500488281,217.95237506994513,0.42817039720229877,93.32075500488281
E14001139,1.000771164894104,1.9946449901908636e-4,11.370610237121582,0.31237682878510126,1.643894076347351,2.309560775756836,1.755333662033081,85.60895538330078,86.59767304730815,0.9885826301190884,85.60895538330078
E14001140,1.3872617483139038,2.0925450371578336e-4,50.960140228271484,0.7549588431239842,3.2694883346557617,2.8245394229888916,5.980609893798828,82.52714538574219,59.48923692864777,1.387261791317418,82.52714538574219
E14001141,0.2388695627450943,8.546660683350638e-5,6.94580078125,0.031161793950994016,0.6584717035293579,1.549014925956726,1.3126920461654663,85.33113098144531,399.14496656306244,0.21378481035652375,85.33113098144531
E14001142,0.9964679479598999,3.0431660707108676e-4,10.1947603225708,0.11169587036164451,1.7469316720962524,2.9113564491271973,2.086103916168213,97.1692886352539,121.26028747373431,0.8013282061227287,97.1692886352539
E14001143,0.55442047119140625,2.7558079455047846e-4,24.093320846557617,0.03961879784427027,1.9377524852752686,2.5973427295684814,3.4153051376342773,129.78738403320313,244.2983282399594,0.5312659524453268,129.78738403320313
E14001144,1.3500003814697266,0.0027504239697009325,7.891073226928711,0.9815180221872716,1.43526291847229,2.2421016693115234,1.464573621749878,75.685089111328125,57.66377444185376,1.3125240212578602,75.685089111328125
E14001145,1.7491371631622314,3.423161106184125e-4,10.498880386352539,1.0646287770115657,1.6846812963485718,2.7545249462127686,1.6395268440246582,78.45299530029297,44.85239953827875,1.7491370831417432,78.45299530029297
E14001146,0.4541016221046448,1.288883067900315e-4,33.44099044799805,0.04302595938083234,2.158374071121216,2.0430963039398193,2.5963144302368164,157.105224609375,402.96974066852414,0.38986854037411955,157.105224609375
E14001147,0.41320401430130005,1.1290499969618395e-4,4.607654094696045,0.09873586036016335,0.741936445236206,1.4555178880691528,1.153002381324768,93.947784423828125,303.5819157770017,0.30946436378917297,93.947784423828125
E14001148,0.2869873642921448,4.140576929785311e-4,3.900080919265747,0.08283993904203858,0.5633603930473328,1.172605037689209,1.0169451236724854,75.87896728515625,270.6112950764335,0.28039837459010875,75.87896728515625
E14001149,4.933684825897217,2.2887359955348074e-4,21.050500869750977,2.4509456480505927,5.585641384124756,6.405269145965576,6.128246307373047,158.7475128173828,32.176256285405394,4.9336849945898775,158.7475128173828
E14001150,0.9913591742515564,1.5424020239152014e-4,7.255037784576416,0.4875509598961234,1.3522958755493164,1.953702449798584,1.3515167236328125,69.9896240234375,79.20000214025814,0.8837073501524704,69.9896240234375
E14001151,0.4890317916870117,1.2840759882237762e-4,8.312056541442871,0.05675279504077624,1.2107824087142944,2.5993196964263916,2.490978479385376,104.94120788574219,234.50742631372503,0.4474963097558855,104.94120788574219
E14001152,0.2127465158700943,1.1894360068254173e-4,13.69834041595459,0.023817607747138644,0.9645406603813171,2.9696543216705322,3.3009109497070313,132.13702392578125,899.563831736895,0.14689010302987454,132.13702392578125
E14001153,2.495490312576294,0.1725098043680191,7.3452677726745605,2.3653247311623966,1.4744839668273926,3.093801736831665,1.1998472213745117,64.27093505859375,25.75483252547681,2.495490312158567,64.27093505859375
E14001154,1.145595669746399,1.9136510672979057e-4,4.70324182510376,0.8513566335729001,1.0485517978668213,1.8882360458374023,0.9018097519874573,57.344852447509766,57.30893150436496,1.0006267948503291,57.344852447509766
E14001155,0.07291948795318604,2.0925450371578336e-4,2.157991886138916,0.023982997353141248,0.18229690194129944,0.5749530792236328,0.5960701107978821,91.29693603515625,1373.2493204414984,0.06648241850635278,91.29693603515625
E14001156,0.13629311323165894,2.0587569451890886e-4,12.749640464782715,0.030910555776284595,0.4350314140319824,1.113175392150879,1.062300443649292,71.91642761230469,546.3049408368034,0.1316415471222841,71.91642761230469
