LSOA21CD,number_of_households
E01010942,849
E01010943,588
E01010944,622
E01010945,676
E01010946,550
E01010947,648
E01010948,661
E01010949,776
E01010950,693
E01010951,677
E01010952,755
E01010953,622
E01010954,975
E01010955,575
E01010956,701
E01010957,655
E01010958,591
E01010959,700
E01010960,457
E01010961,521
E01010964,543
E01010965,489
E01010966,499
E01010967,824
E01010968,782
E01010969,767
E01010970,903
E01010971,828
E01010972,676
E01010973,799
E01010974,631
E01010975,726
E01010976,800
E01010977,822
E01010978,612
E01010979,774
E01010980,693
E01010981,744
E01010982,612
E01010983,771
E01010984,618
E01010985,641
E01010986,780
E01010987,791
E01010988,642
E01010989,730
E01010990,739
E01010991,666
E01010992,780
E01010993,736
E01010995,416
E01010996,441
E01010997,638
E01010998,713
E01010999,624
E01011000,621
E01011001,474
E01011002,631
E01011003,594
E01011004,656
E01011005,642
E01011006,638
E01011007,673
E01011008,667
E01011009,609
E01011010,648
E01011011,682
E01011012,669
E01011013,611
E01011014,623
E01011015,563
E01011016,518
E01011017,453
E01011018,417
E01011019,511
E01011020,441
E01011021,666
E01011022,579
E01011023,632
E01011024,682
E01011025,575
E01011026,555
E01011027,523
E01011028,648
E01011029,685
E01011030,598
E01011031,767
E01011032,926
E01011033,660
E01011034,456
E01011035,477
E01011036,580
E01011037,838
E01011038,703
E01011039,666
E01011040,656
E01011041,655
E01011042,635
E01011043,950
E01011044,547
E01011045,708
E01011046,526
E01011047,641
E01011048,867
E01011049,731
E01011050,617
E01011051,734
E01011052,708
E01011053,624
E01011054,592
E01011055,547
E01011056,709
E01011057,709
E01011058,502
E01011059,696
E01011060,770
E01011061,919
E01011062,820
E01011063,999
E01011064,718
E01011065,706
E01011066,661
E01011067,701
E01011068,714
E01011069,631
E01011070,696
E01011071,827
E01011072,689
E01011073,701
E01011074,841
E01011075,647
E01011076,626
E01011077,729
E01011078,865
E01011079,890
E01011080,763
E01011081,715
E01011082,470
E01011083,719
E01011084,660
E01011085,691
E01011086,698
E01011087,741
E01011088,593
E01011089,577
E01011090,671
E01011091,572
E01011092,574
E01011093,670
E01011094,659
E01011095,626
E01011096,623
E01011097,717
E01011098,712
E01011099,617
E01011100,685
E01011101,733
E01011102,509
E01011103,630
E01011104,754
E01011105,893
E01011106,709
E01011107,885
E01011108,637
E01011109,802
E01011110,620
E01011111,731
E01011112,679
E01011113,723
E01011114,740
E01011115,781
E01011116,698
E01011117,743
E01011118,625
E01011119,654
E01011120,572
E01011121,730
E01011122,494
E01011123,687
E01011124,864
E01011125,842
E01011126,876
E01011127,579
E01011128,761
E01011129,485
E01011130,971
E01011132,629
E01011133,468
E01011134,587
E01011136,641
E01011137,630
E01011138,637
E01011139,488
E01011140,493
E01011141,528
E01011142,678
E01011143,542
E01011144,521
E01011145,643
E01011146,684
E01011147,708
E01011148,763
E01011149,913
E01011150,740
E01011151,656
E01011152,812
E01011153,770
E01011154,658
E01011155,1012
E01011156,675
E01011157,596
E01011158,770
E01011159,717
E01011160,533
E01011161,539
E01011162,678
E01011163,623
E01011164,717
E01011165,574
E01011166,662
E01011167,718
E01011168,700
E01011169,613
E01011170,792
E01011173,519
E01011174,739
E01011175,703
E01011176,591
E01011177,852
E01011178,891
E01011179,752
E01011180,803
E01011181,837
E01011182,759
E01011183,919
E01011184,579
E01011185,722
E01011186,791
E01011187,689
E01011188,715
E01011189,768
E01011190,729
E01011191,665
E01011192,714
E01011193,932
E01011194,604
E01011195,495
E01011196,783
E01011197,666
E01011198,659
E01011199,614
E01011200,887
E01011201,896
E01011202,719
E01011203,788
E01011204,552
E01011205,694
E01011206,779
E01011207,624
E01011208,794
E01011210,882
E01011211,792
E01011212,763
E01011213,655
E01011214,669
E01011215,1163
E01011216,604
E01011217,719
E01011218,726
E01011219,712
E01011220,735
E01011221,713
E01011222,910
E01011223,735
E01011224,802
E01011225,714
E01011226,649
E01011227,785
E01011228,643
E01011229,820
E01011230,547
E01011231,730
E01011232,643
E01011233,657
E01011234,685
E01011235,824
E01011236,838
E01011237,637
E01011238,807
E01011239,672
E01011240,788
E01011241,643
E01011242,699
E01011243,739
E01011244,820
E01011245,602
E01011246,642
E01011247,672
E01011248,684
E01011249,716
E01011250,894
E01011251,710
E01011252,496
E01011253,512
E01011254,650
E01011255,615
E01011256,585
E01011257,490
E01011258,410
E01011259,627
E01011260,523
E01011261,428
E01011262,556
E01011263,663
E01011264,574
E01011265,910
E01011266,1140
E01011267,723
E01011268,630
E01011269,756
E01011270,679
E01011271,894
E01011272,566
E01011273,721
E01011274,668
E01011275,608
E01011276,792
E01011277,641
E01011278,738
E01011279,578
E01011280,842
E01011281,902
E01011282,616
E01011283,633
E01011284,1091
E01011286,586
E01011287,653
E01011292,960
E01011293,850
E01011294,490
E01011295,749
E01011296,776
E01011297,706
E01011298,701
E01011299,1167
E01011300,619
E01011301,553
E01011302,781
E01011303,495
E01011304,703
E01011305,653
E01011306,544
E01011307,651
E01011308,660
E01011309,662
E01011310,731
E01011311,482
E01011312,751
E01011313,651
E01011314,674
E01011315,657
E01011316,694
E01011317,883
E01011318,642
E01011319,617
E01011320,689
E01011321,664
E01011322,688
E01011323,612
E01011324,551
E01011325,750
E01011326,628
E01011327,655
E01011328,708
E01011329,695
E01011330,583
E01011331,633
E01011332,690
E01011333,635
E01011334,688
E01011335,820
E01011336,829
E01011337,569
E01011338,807
E01011339,861
E01011340,672
E01011341,873
E01011342,661
E01011343,931
E01011344,836
E01011345,673
E01011346,792
E01011347,787
E01011348,681
E01011349,925
E01011350,681
E01011351,906
E01011352,964
E01011353,847
E01011354,653
E01011355,609
E01011356,938
E01011357,909
E01011358,715
E01011359,833
E01011360,753
E01011361,1142
E01011362,1031
E01011363,861
E01011364,877
E01011366,787
E01011368,720
E01011369,743
E01011370,685
E01011371,754
E01011372,581
E01011373,590
E01011374,594
E01011375,689
E01011376,678
E01011377,604
E01011378,699
E01011379,760
E01011380,675
E01011381,565
E01011382,744
E01011383,754
E01011384,665
E01011385,533
E01011386,748
E01011388,731
E01011390,602
E01011391,719
E01011392,814
E01011393,906
E01011394,493
E01011395,465
E01011396,895
E01011397,609
E01011398,493
E01011399,622
E01011400,605
E01011401,712
E01011402,885
E01011403,669
E01011404,543
E01011405,660
E01011406,587
E01011407,662
E01011408,766
E01011409,663
E01011410,777
E01011411,733
E01011412,796
E01011413,594
E01011414,643
E01011415,731
E01011416,616
E01011417,739
E01011418,624
E01011419,497
E01011420,629
E01011421,600
E01011422,548
E01011423,607
E01011424,575
E01011425,606
E01011426,498
E01011427,581
E01011428,648
E01011429,738
E01011430,487
E01011431,832
E01011432,568
E01011433,690
E01011434,659
E01011435,606
E01011440,663
E01011441,688
E01011442,629
E01011443,717
E01011444,624
E01011445,474
E01011446,512
E01011447,430
E01011448,479
E01011449,614
E01011450,520
E01011451,524
E01011452,659
E01011453,707
E01011454,686
E01011455,477
E01011456,673
E01011457,617
E01011458,1020
E01011459,769
E01011460,656
E01011461,612
E01011462,726
E01011463,757
E01011464,900
E01011465,836
E01011466,638
E01011467,815
E01011468,918
E01011469,631
E01011470,599
E01011471,662
E01011472,714
E01011473,614
E01011474,657
E01011475,698
E01011476,491
E01011477,917
E01011478,806
E01011479,618
E01011480,649
E01011481,710
E01011482,872
E01011483,698
E01011484,669
E01011485,762
E01011488,702
E01011489,863
E01011491,608
E01011492,663
E01011493,665
E01011494,626
E01011496,608
E01011497,678
E01011500,686
E01011502,587
E01011504,750
E01011505,651
E01011506,525
E01011507,664
E01011508,473
E01011509,643
E01011510,835
E01011511,534
E01011512,716
E01011513,966
E01011514,647
E01011515,663
E01011516,660
E01011517,748
E01011518,1000
E01011519,679
E01011520,674
E01011521,997
E01011522,592
E01011523,815
E01011524,554
E01011525,697
E01011526,490
E01011527,773
E01011528,620
E01011529,585
E01011530,636
E01011531,770
E01011532,705
E01011533,749
E01011534,1018
E01011535,688
E01011536,704
E01011537,965
E01011538,693
E01011540,873
E01011541,1184
E01011545,665
E01011546,783
E01011547,937
E01011548,642
E01011549,517
E01011550,561
E01011551,731
E01011552,599
E01011553,610
E01011554,586
E01011555,564
E01011556,791
E01011557,610
E01011558,737
E01011559,589
E01011560,865
E01011561,526
E01011562,625
E01011563,611
E01011564,606
E01011565,596
E01011566,555
E01011567,560
E01011568,907
E01011569,898
E01011570,961
E01011571,758
E01011572,830
E01011573,543
E01011574,697
E01011576,581
E01011578,621
E01011579,520
E01011580,621
E01011581,731
E01011582,742
E01011583,647
E01011584,760
E01011585,669
E01011586,699
E01011587,793
E01011588,708
E01011589,702
E01011590,662
E01011591,832
E01011592,793
E01011593,853
E01011594,630
E01011595,804
E01011596,781
E01011597,561
E01011598,755
E01011599,706
E01011600,689
E01011601,666
E01011602,908
E01011603,709
E01011604,622
E01011605,716
E01011606,763
E01011607,711
E01011608,595
E01011609,659
E01011610,693
E01011611,622
E01011612,742
E01011613,695
E01011614,853
E01011615,651
E01011616,697
E01011617,686
E01011618,711
E01011620,495
E01011621,594
E01011622,704
E01011623,701
E01011624,726
E01011625,733
E01011626,1168
E01011627,586
E01011628,584
E01011629,624
E01011630,892
E01011632,597
E01011633,642
E01011634,678
E01011635,772
E01011636,839
E01011637,725
E01011638,624
E01011639,639
E01011641,616
E01011642,492
E01011643,634
E01011644,559
E01011645,617
E01011646,651
E01011647,540
E01011648,578
E01011649,657
E01011650,603
E01011651,638
E01011652,562
E01011653,633
E01011654,534
E01011655,724
E01011656,637
E01011657,606
E01011658,751
E01011659,663
E01011660,754
E01011661,877
E01011662,517
E01011663,590
E01011664,577
E01011665,646
E01011666,596
E01011667,543
E01011668,599
E01011669,524
E01011670,780
E01011671,641
E01011673,786
E01011677,782
E01011678,858
E01011681,642
E01011684,650
E01011685,849
E01011686,804
E01011687,588
E01011688,609
E01011689,802
E01011690,664
E01011691,689
E01011692,717
E01011693,761
E01011694,731
E01011695,727
E01011696,657
E01011697,688
E01011698,632
E01011699,577
E01011700,602
E01011701,596
E01011702,664
E01011703,565
E01011704,1144
E01011705,642
E01011706,619
E01011707,595
E01011708,628
E01011709,845
E01011710,627
E01011711,659
E01011712,611
E01011713,708
E01011714,773
E01011715,581
E01011716,623
E01011717,725
E01011718,824
E01011719,631
E01011720,694
E01011721,618
E01011722,910
E01011723,712
E01011724,842
E01011725,678
E01011726,660
E01011727,678
E01011728,616
E01011729,798
E01011730,676
E01011731,598
E01011732,803
E01011733,727
E01011734,1191
E01011735,709
E01011736,642
E01011737,766
E01011738,652
E01011739,739
E01011740,684
E01011741,632
E01011742,727
E01011743,595
E01011744,684
E01011745,689
E01011746,931
E01011747,734
E01011748,663
E01011750,609
E01011751,531
E01011752,821
E01011753,641
E01011754,649
E01011755,683
E01011756,721
E01011757,976
E01011758,1059
E01011759,883
E01011761,965
E01011762,742
E01011763,726
E01011764,809
E01011765,818
E01011766,673
E01011767,763
E01011768,595
E01011770,814
E01011771,607
E01011772,725
E01011773,614
E01011774,641
E01011776,654
E01011777,642
E01011778,702
E01011779,611
E01011780,843
E01011781,1088
E01011782,687
E01011783,773
E01011784,773
E01011785,918
E01011786,636
E01011787,764
E01011788,749
E01011789,562
E01011790,775
E01011791,635
E01011792,619
E01011793,747
E01011794,598
E01011795,599
E01011796,676
E01011797,768
E01011798,681
E01011799,749
E01011800,748
E01011801,647
E01011802,648
E01011803,854
E01011804,698
E01011805,646
E01011806,630
E01011807,655
E01011808,867
E01011809,743
E01011810,567
E01011811,678
E01011812,1005
E01011813,731
E01011814,814
E01011815,677
E01011816,636
E01011817,630
E01011818,613
E01011819,788
E01011820,659
E01011821,616
E01011822,650
E01011823,667
E01011824,689
E01011825,794
E01011826,629
E01011827,534
E01011828,671
E01011829,614
E01011830,726
E01011831,799
E01011832,661
E01011833,661
E01011834,785
E01011835,950
E01011836,604
E01011837,753
E01011838,1094
E01011839,1031
E01011840,808
E01011841,985
E01011842,672
E01011843,681
E01011844,803
E01011845,807
E01011846,596
E01011847,611
E01011848,610
E01011849,722
E01011850,636
E01011851,707
E01011852,683
E01011853,579
E01011854,662
E01011855,643
E01011856,602
E01011857,735
E01011858,729
E01011859,671
E01011860,648
E01011861,824
E01011862,934
E01011863,650
E01011864,668
E01011865,739
E01011866,700
E01011867,685
E01011868,875
E01011869,661
E01011870,635
E01011871,667
E01011872,633
E01011873,886
E01011874,669
E01011875,661
E01011876,1011
E01011877,546
E01011878,665
E01011879,653
E01011880,705
E01011881,674
E01011882,635
E01011883,692
E01011884,1126
E01011885,655
E01011886,882
E01011887,982
E01011888,624
E01011889,651
E01011890,572
E01011891,731
E01011892,784
E01011893,593
E01011894,550
E01011895,582
E01011896,667
E01011897,759
E01011898,732
E01011899,591
E01011900,755
E01011901,590
E01011902,658
E01011903,621
E01011904,563
E01011905,710
E01011906,689
E01011907,915
E01011908,1021
E01011909,594
E01011910,728
E01011911,628
E01011912,814
E01011913,600
E01011914,683
E01011915,630
E01011917,794
E01011918,939
E01011919,830
E01011920,1000
E01011921,627
E01011922,631
E01011923,771
E01011924,738
E01011925,694
E01011926,656
E01011927,594
E01011928,639
E01011929,969
E01011930,730
E01011931,630
E01011932,616
E01011933,686
E01011934,700
E01011935,821
E01011936,670
E01011937,611
E01011938,596
E01011939,631
E01011940,680
E01011941,700
E01011942,581
E01011943,950
E01011944,589
E01011945,664
E01011946,626
E01011947,679
E01011948,696
E01011949,757
E01011950,554
E01011951,638
E01011952,665
E01011953,825
E01011954,966
E01011955,582
E01011957,542
E01011959,1132
E01011960,613
E01011961,615
E01011962,612
E01011963,662
E01011964,494
E01011965,650
E01011966,608
E01011967,530
E01011968,949
E01011969,601
E01011970,485
E01011971,520
E01011974,905
E01011975,560
E01011977,739
E01011978,801
E01011979,624
E01011980,774
E01011981,697
E01011982,676
E01011983,652
E01011984,583
E01011985,573
E01011986,535
E01011987,606
E01011988,830
E01011989,820
E01011990,752
E01011991,754
E01011992,851
E01011993,853
E01011994,646
E01011995,572
E01011996,634
E01011997,819
E01011998,930
E01011999,858
E01012000,720
E01012001,951
E01012002,632
E01012003,754
E01012005,722
E01012007,648
E01012008,539
E01012009,821
E01012010,549
E01012011,859
E01012012,638
E01012013,614
E01012014,629
E01012015,729
E01012016,834
E01012017,728
E01012018,643
E01012019,559
E01012020,598
E01012021,530
E01012022,1160
E01012023,747
E01012024,687
E01012025,523
E01012026,819
E01012027,886
E01012030,633
E01012031,751
E01012032,620
E01012033,626
E01012034,555
E01012035,604
E01012036,624
E01012037,649
E01012038,602
E01012039,586
E01012040,573
E01012041,609
E01012042,719
E01012043,609
E01012044,653
E01012045,612
E01012046,946
E01012047,580
E01012048,753
E01012049,611
E01012050,613
E01012051,500
E01012052,529
E01012053,635
E01012054,637
E01012055,763
E01012056,994
E01012057,748
E01012058,773
E01012059,778
E01012060,691
E01012061,502
E01012062,765
E01012063,647
E01012065,837
E01012066,729
E01012067,740
E01012068,697
E01012071,571
E01012073,592
E01012074,623
E01012075,623
E01012076,513
E01012077,650
E01012078,630
E01012079,537
E01012080,503
E01012081,664
E01012082,644
E01012083,642
E01012084,724
E01012085,635
E01012088,655
E01012089,662
E01012090,688
E01012091,712
E01012092,631
E01012093,690
E01012095,529
E01012096,674
E01012097,508
E01012098,679
E01012099,663
E01012100,850
E01012101,691
E01012102,979
E01012105,594
E01012106,593
E01012107,653
E01012108,615
E01012109,615
E01012110,611
E01012111,624
E01012112,715
E01012113,543
E01012114,640
E01012117,1055
E01012118,657
E01012119,890
E01012120,595
E01012121,630
E01012124,686
E01012127,520
E01012128,634
E01012129,1010
E01012130,586
E01012131,644
E01012132,884
E01012134,698
E01012136,637
E01012137,590
E01012138,1168
E01012139,772
E01012140,601
E01012141,487
E01012142,709
E01012143,645
E01012144,616
E01012145,659
E01012146,526
E01012147,741
E01012148,652
E01012149,500
E01012150,722
E01012151,640
E01012152,760
E01012154,590
E01012155,874
E01012156,720
E01012157,742
E01012158,649
E01012159,819
E01012160,729
E01012161,670
E01012162,620
E01012163,962
E01012164,741
E01012165,1062
E01012167,826
E01012168,849
E01012170,552
E01012171,719
E01012172,613
E01012173,523
E01012174,481
E01012175,650
E01012176,674
E01012177,607
E01012178,602
E01012179,907
E01012180,607
E01012181,714
E01012182,598
E01012183,622
E01012184,614
E01012185,618
E01012186,750
E01012187,527
E01012188,487
E01012189,618
E01012190,627
E01012191,701
E01012192,751
E01012193,609
E01012194,657
E01012195,668
E01012196,671
E01012197,790
E01012198,591
E01012199,599
E01012200,917
E01012201,888
E01012202,646
E01012203,748
E01012204,647
E01012205,634
E01012206,700
E01012207,780
E01012208,638
E01012209,676
E01012210,638
E01012211,753
E01012212,730
E01012213,708
E01012214,620
E01012215,506
E01012216,509
E01012217,663
E01012218,617
E01012219,694
E01012223,627
E01012224,747
E01012225,635
E01012226,602
E01012227,588
E01012228,532
E01012230,611
E01012231,680
E01012232,542
E01012233,691
E01012234,599
E01012235,921
E01012236,542
E01012237,504
E01012238,720
E01012239,934
E01012240,740
E01012241,609
E01012242,617
