year,model_run,new_ranking_quintile_deprivation,mean_emission,median_emission,p25,p75,sd,n,se,baseline_median,baseline_p25,baseline_p75,pct_median,pct_p25,pct_p75,deprivation
2038-01-01,Suitability-driven uptake,5,1.6499779980853402,1.3936400173756656,1.0665737527715178,2.0315895821550796,0.8387384204498648,122,0.07593580862995208,1.614733706660434,1.2414377278033233,2.325372585685377,-13.692269404720037,-14.085601807931248,-12.63380351771491,Q5 (least deprived)
2039-01-01,Current trends persist,1,3.42956411645197,2.7524639974746448,2.1907134164979447,3.712911530262505,2.4370801037298078,107,0.23560142630027958,3.089872732823157,2.5944309278885633,4.139741662142065,-10.919826301073195,-15.56092733288443,-10.310549950083137,Q1 (most deprived)
2039-01-01,Current trends persist,5,1.5665567671569842,1.3149576492675004,0.9734640699486912,1.9464763108741105,0.8444036740358056,122,0.0764487165898753,1.619146567609594,1.2397385014734232,2.3262527151154733,-18.786990901705643,-21.478273943115116,-16.32567269126265,Q5 (least deprived)
2039-01-01,Suitability-driven uptake,1,3.20095998862452,2.426368313240636,2.0731857634100357,3.3018617256345193,2.2769898348719675,107,0.2201249158556791,3.0887874844517933,2.5859651189090713,4.129026301460782,-21.445929010837244,-19.82932220351678,-20.032920970583927,Q1 (most deprived)
2039-01-01,Suitability-driven uptake,5,1.6130183544766366,1.360543241281146,1.0395878363310018,1.9837397844769318,0.8214959924231731,122,0.07437475254497113,1.614733706660434,1.2414377278033233,2.325372585685377,-15.74194335145208,-16.25936500491951,-14.691529577302243,Q5 (least deprived)
2040-01-01,Current trends persist,1,3.3492758114613026,2.698698281127957,2.1144563684504343,3.6271684192854647,2.406325139165511,107,0.23262823165391838,3.089872732823157,2.5944309278885633,4.139741662142065,-12.659888788940227,-18.500186467818157,-12.381768832197476,Q1 (most deprived)
2040-01-01,Current trends persist,5,1.528609592338285,1.2854836681423683,0.9509839711407939,1.8980526497973305,0.8209425174898913,122,0.07432464327897062,1.619146567609594,1.2397385014734232,2.3262527151154733,-20.607331426445512,-23.29156753536701,-18.407289222524874,Q5 (least deprived)
2040-01-01,Suitability-driven uptake,1,3.1215171021736356,2.3724571594046684,2.0030353523818114,3.2405982487312865,2.237483941745374,107,0.21630573701389746,3.0887874844517933,2.5859651189090713,4.129026301460782,-23.191311433789405,-22.54205836980422,-21.51664794228083,Q1 (most deprived)
2040-01-01,Suitability-driven uptake,5,1.5776791713223999,1.3279959969386694,1.016808777671735,1.938280215642362,0.8047368837260382,122,0.07285745413606835,1.614733706660434,1.2414377278033233,2.325372585685377,-17.757584952802574,-18.094258382904208,-16.646466567374787,Q5 (least deprived)
2041-01-01,Current trends persist,1,3.2612413844458223,2.6196496403612124,2.039740492239893,3.5341344945574047,2.370052681963453,107,0.22912164086146072,3.089872732823157,2.5944309278885633,4.139741662142065,-15.218202596723485,-21.380042524396533,-14.629105316472696,Q1 (most deprived)
2041-01-01,Current trends persist,5,1.4931572597737333,1.2459063012354783,0.9359328969118732,1.8488514675138243,0.7969825304796482,122,0.07215540797982921,1.619146567609594,1.2397385014734232,2.3262527151154733,-23.0516664668069,-24.505619870680675,-20.522329517322074,Q5 (least deprived)
2041-01-01,Suitability-driven uptake,1,3.0415409167287644,2.319298523464049,1.936971169098273,3.179947859848716,2.1960238940386825,107,0.21229764291833422,3.0887874844517933,2.5859651189090713,4.129026301460782,-24.91233096680057,-25.09677895750529,-22.985526667057016,Q1 (most deprived)
2041-01-01,Suitability-driven uptake,5,1.5425796864519483,1.295940138147519,0.9942903491175935,1.8890224946389207,0.787867609012039,122,0.07133018176464025,1.614733706660434,1.2414377278033233,2.325372585685377,-19.742795186473103,-19.908157545932458,-18.764738766275897,Q5 (least deprived)
2042-01-01,Current trends persist,1,3.166262309569242,2.554951294956518,1.958252899416617,3.436710251022669,2.3278942875337814,107,0.2250460350399864,3.089872732823157,2.5944309278885633,4.139741662142065,-17.312086422986482,-24.5209082898842,-16.982494766487907,Q1 (most deprived)
2042-01-01,Current trends persist,5,1.4613048511243019,1.2048095726019148,0.9200125471501537,1.801230484781506,0.7734896282781665,122,0.07002846055231414,1.619146567609594,1.2397385014734232,2.3262527151154733,-25.58983870245794,-25.789789858367456,-22.569440840304647,Q5 (least deprived)
2042-01-01,Suitability-driven uptake,1,2.9625685782635216,2.2582287595654496,1.874182673736271,3.1209551237547206,2.153574057728111,107,0.20819386234678972,3.0887874844517933,2.5859651189090713,4.129026301460782,-26.88947456136671,-27.52482777003104,-24.414259055444195,Q1 (most deprived)
2042-01-01,Suitability-driven uptake,5,1.508354780287318,1.2666100231878654,0.9766777720954243,1.838266746300548,0.7712729465534487,122,0.06982777161862799,1.614733706660434,1.2414377278033233,2.325372585685377,-21.559200878549333,-21.326881709675575,-20.94743192481819,Q5 (least deprived)
2043-01-01,Current trends persist,1,3.0658457147459215,2.459335190230804,1.8690212246715934,3.312095301141957,2.279710939637892,107,0.22038797498245263,3.089872732823157,2.5944309278885633,4.139741662142065,-20.406586196715075,-27.960262708066512,-19.9927055489702,Q1 (most deprived)
2043-01-01,Current trends persist,5,1.4334424122591425,1.1939959523277759,0.9097479823758184,1.7781928788911532,0.7516237337730977,122,0.06804881548041072,1.619146567609594,1.2397385014734232,2.3262527151154733,-26.25769796180241,-26.6177519457057,-23.559772017165162,Q5 (least deprived)
2043-01-01,Suitability-driven uptake,1,2.886172016970275,2.2017363256914777,1.8156174830028673,3.0645353504863753,2.1115908058969275,107,0.2041351881993899,3.0887874844517933,2.5859651189090713,4.129026301460782,-28.71842634773405,-29.78956020223455,-25.780677410502506,Q1 (most deprived)
2043-01-01,Suitability-driven uptake,5,1.4755417616989053,1.2393305445678047,0.9514141185547262,1.803511760873064,0.7553418377286656,122,0.06838543679589171,1.614733706660434,1.2414377278033233,2.325372585685377,-23.24861124432907,-23.36191359044507,-22.442030495448556,Q5 (least deprived)
2044-01-01,Current trends persist,1,2.9631847876874806,2.3545514356166928,1.8009186221090907,3.1850317387371687,2.225665974464173,107,0.215163250994189,3.089872732823157,2.5944309278885633,4.139741662142065,-23.79778588921413,-30.585216096897984,-23.062065252421853,Q1 (most deprived)
2044-01-01,Current trends persist,5,1.4096147618714745,1.1702266396720493,0.9039383191454542,1.7578457573755515,0.7323434102961441,122,0.06630325701048366,1.619146567609594,1.2397385014734232,2.3262527151154733,-27.725712848856034,-27.08637199932664,-24.434445752455854,Q5 (least deprived)
2044-01-01,Suitability-driven uptake,1,2.8141262856294174,2.159445479909418,1.76704069212086,3.0055716603341245,2.0718897004575605,107,0.20029713747102135,3.0887874844517933,2.5859651189090713,4.129026301460782,-30.08759939686552,-31.66803839696365,-27.20870634147324,Q1 (most deprived)
2044-01-01,Suitability-driven uptake,5,1.4447154392843617,1.207378554605643,0.9320153276543088,1.7793580621626999,0.7404727469675065,122,0.06703925257085626,1.614733706660434,1.2414377278033233,2.325372585685377,-25.227388910910655,-24.924520434587212,-23.480732803158315,Q5 (least deprived)
2045-01-01,Current trends persist,1,2.8616242437684662,2.2488532464570805,1.7465438334756143,3.0609345752122654,2.1654332961161167,107,0.20934033819498732,3.089872732823157,2.5944309278885633,4.139741662142065,-27.218580151605572,-32.68104327999931,-26.059768337611246,Q1 (most deprived)
2045-01-01,Current trends persist,5,1.3911697145823878,1.1570377473114895,0.8990257739232272,1.738588654585942,0.7178716862869438,122,0.06499304868078927,1.619146567609594,1.2397385014734232,2.3262527151154733,-28.54027112445619,-27.482628566045225,-25.262262208702467,Q5 (least deprived)
2045-01-01,Suitability-driven uptake,1,2.7485776084118894,2.1208796385104405,1.7240267673905234,2.9501146345970817,2.036260410882883,107,0.19685272403995982,3.0887874844517933,2.5859651189090713,4.129026301460782,-31.336174819846498,-33.331398989719155,-28.55180812112097,Q1 (most deprived)
2045-01-01,Suitability-driven uptake,5,1.4168085553171252,1.1823187146701808,0.911952023420458,1.757238224205087,0.7269474296869965,122,0.06581472788040352,1.614733706660434,1.2414377278033233,2.325372585685377,-26.77933768315067,-26.540655000543417,-24.431971245280625,Q5 (least deprived)
2046-01-01,Current trends persist,1,2.766393412055533,2.1651550592789732,1.7241702254366278,2.9533749035970036,2.099942072682591,107,0.20300906265444416,3.089872732823157,2.5944309278885633,4.139741662142065,-29.927370914700656,-33.54341382139564,-28.65799016867126,Q1 (most deprived)
2046-01-01,Current trends persist,5,1.3770185735310199,1.1465814086156814,0.883479436295024,1.7092829384869719,0.7079999968691685,122,0.06409930791465095,1.619146567609594,1.2397385014734232,2.3262527151154733,-29.18606434077046,-28.73662992276089,-26.522044342799422,Q5 (least deprived)
2046-01-01,Suitability-driven uptake,1,2.688209709313179,2.0906904238833697,1.6931817739891635,2.890242528214523,1.9938181447382366,107,0.19274967530397813,3.0887874844517933,2.5859651189090713,4.129026301460782,-32.31355558103631,-34.52418357818152,-30.001837789408064,Q1 (most deprived)
2046-01-01,Suitability-driven uptake,5,1.3935504611207437,1.1629865474479475,0.8983297681996111,1.7276335640825404,0.7137043314207365,122,0.06461575409895327,1.614733706660434,1.2414377278033233,2.325372585685377,-27.976573310455173,-27.637951700632513,-25.705085941170143,Q5 (least deprived)
2047-01-01,Current trends persist,1,2.6913914048553584,2.0660423849306357,1.686879087009304,2.8673689850077566,2.038504093534128,107,0.1970696290288396,3.089872732823157,2.5944309278885633,4.139741662142065,-33.13503294218423,-34.980767116350094,-30.735557456885665,Q1 (most deprived)
2047-01-01,Current trends persist,5,1.367252675204847,1.1388137969488845,0.8799628698910922,1.695680593018296,0.7019441334718544,122,0.06355103580404353,1.619146567609594,1.2397385014734232,2.3262527151154733,-29.665799271639905,-29.020283806201018,-27.106776404810173,Q5 (least deprived)
2047-01-01,Suitability-driven uptake,1,2.644858789789313,2.066035263864758,1.6653755884106105,2.8463710304412237,1.9645471452830519,107,0.18991994097956186,3.0887874844517933,2.5859651189090713,4.129026301460782,-33.111770419147376,-35.59945661165088,-31.064352158904292,Q1 (most deprived)
2047-01-01,Suitability-driven uptake,5,1.376278062715983,1.147771310740509,0.887788637931365,1.7054103146713604,0.7051146107594244,122,0.06383807733058455,1.614733706660434,1.2414377278033233,2.325372585685377,-28.918848599852975,-28.48705834788241,-26.66077147509201,Q5 (least deprived)
