PCON25CD,PCON25NM,total_population_PC,mean_imd_ranking,median_imd_lsoa_ranking,median_imd_decile,total_number_of_LSOAs,number_of_LSOAs_with_decile_equal_1,pct_decile_equal_1,number_of_LSOAs_with_decile_equal_10,pct_decile_equal_10,new_ranking
E14001338,Liverpool Riverside,115804,6688.138237884702,2066,1,61,41,67.21311475409836,0,0,1
E14001339,Liverpool Walton,100387,6000.633548168587,2159,1,67,41,61.19402985074627,0,0,2
E14001096,Birmingham Ladywood,147005,5274.225502533927,2399,1,75,53,70.66666666666667,0,0,3
E14001118,Bradford East,121212,7322.653685278685,2840,1,66,38,57.57575757575758,0,0,4
E14001323,Leeds South,125407,6648.027482516925,2895,1,73,46,63.013698630136986,0,0,5
E14001317,Knowsley,93751,7244.836513743853,2969,1,58,32,55.172413793103445,0,0,6
E14001095,Birmingham Hodge Hill and Solihull North,120572,6243.100711608002,3009,1,68,43,63.23529411764706,0,0,7
E14001466,Sheffield Brightside and Hillsborough,114251,6926.3995282317,3211,1,68,42,61.76470588235294,0,0,8
E14001367,Middlesbrough and Thornaby East,112647,9643.59898621357,3228,1,67,39,58.2089552238806,0,0,9
E14001105,Blackpool South,110156,6189.053047496278,3452,1,74,38,51.35135135135135,0,0,10
E14001562,Walsall and Bloxwich,112548,7478.114368980346,3661,1,64,35,54.6875,1,1.5625,11
E14001093,Birmingham Erdington,119427,6393.9645766870135,3866,1,70,36,51.42857142857142,0,0,12
E14001313,Kingston upon Hull East,108712,9778.437729965413,4283,1,69,35,50.72463768115942,0,0,13
E14001098,Birmingham Perry Barr,114311,7258.82384022535,4390,2,66,32,48.484848484848484,0,0,14
E14001103,Blackley and Middleton South,109459,7230.460711316566,4392,1,61,28,45.90163934426229,0,0,15
E14001341,Liverpool West Derby,98659,7312.632866743024,4612,2,64,30,46.875,0,0,16
E14001111,Bolton South and Walkden,122273,7294.713636698208,4719,2,69,26,37.68115942028986,0,0,17
E14001113,Bootle,101736,8665.723578674215,4848,2,69,33,47.82608695652174,0,0,18
E14001251,Gorton and Denton,111624,8003.5153416827925,4962,2,61,22,36.0655737704918,0,0,19
E14001100,Birmingham Yardley,117516,7151.537752306069,4967,2,64,27,42.1875,0,0,20
E14001120,Bradford West,121264,6605.122126105027,5001,2,63,27,42.857142857142854,0,0,21
E14001602,Wythenshawe and Sale East,112990,13078.050455792549,5477,2,63,26,41.269841269841265,5,7.936507936507936,22
E14001102,Blackburn,112216,9717.311599950097,5552,2,63,27,42.857142857142854,0,0,23
E14001595,Wolverhampton South East,120322,6935.922179651269,5712,2,65,19,29.230769230769234,0,0,24
E14001459,Salford,115859,9117.168126774786,5750,2,62,24,38.70967741935484,1,1.6129032258064515,25
E14001097,Birmingham Northfield,105546,8965.20227673242,5803,2,66,27,40.909090909090914,0,0,26
E14001142,Burnley,111108,10445.634378262592,5921,2,69,27,39.130434782608695,0,0,27
E14001416,"Oldham West, Chadderton and Royton",110917,11090.603122154404,5989,2,64,22,34.375,0,0,28
E14001411,Nottingham North and Kimberley,107121,10752.407333762754,6158,2,66,26,39.39393939393939,0,0,29
E14001320,Leeds East,113390,12578.380558250286,6280,2,67,31,46.26865671641791,2,2.9850746268656714,30
E14001194,Derby South,117884,11694.130306063587,6386,2,65,20,30.76923076923077,3,4.615384615384616,31
E14001352,Manchester Central,117589,8095.032966518977,6453,2,64,26,40.625,0,0,32
E14001091,Birkenhead,103417,11342.39245481884,6805,2,65,29,44.61538461538462,1,1.5384615384615385,33
W07000084,Blaenau Gwent and Rhymney,96885,8348.662243897405,6852,2,65,20,30.76923076923077,0,0,34
E14001547,Tipton and Wednesbury,112029,7971.617420489338,7149,2,64,21,32.8125,0,0,35
E14001446,Rochdale,102119,10927.854933949608,7156,2,58,22,37.93103448275862,0,0,36
E14001520,Stoke-on-Trent Central,113430,10049.298355814159,7174,2,71,23,32.3943661971831,0,0,37
E14001094,Birmingham Hall Green and Moseley,113251,9470.29581195751,7267,2,63,21,33.33333333333333,0,0,38
E14001340,Liverpool Wavertree,112252,11848.8054778534,7374,2,64,19,29.6875,1,1.5625,39
W07000081,Aberafan Maesteg,94416,10351.235786307405,7396,2,61,18,29.508196721311474,0,0,40
E14001478,Smethwick,112960,9672.072392882437,7425,2,62,8,12.903225806451612,0,0,41
W07000104,Newport East,106561,11883.776048460506,7445,2,67,22,32.83582089552239,0,0,42
E14001594,Wolverhampton North East,103632,11892.921689246565,7466,2,64,14,21.875,0,0,43
E14001119,Bradford South,108307,9431.043316683132,7637,2,62,22,35.483870967741936,0,0,44
E14001452,Rotherham,105440,11341.813315629743,7637,2,67,24,35.82089552238806,0,0,45
E14001107,Blyth and Ashington,97816,13358.782602028297,7640,2,62,20,32.25806451612903,1,1.6129032258064515,46
E14001272,Hartlepool,95810,13613.013036217513,7773,2,58,21,36.206896551724135,1,1.7241379310344827,47
E14001196,Dewsbury and Batley,102029,10221.011624146076,7790,2,61,14,22.950819672131146,0,0,48
E14001211,Easington,97981,10764.84262254927,7863,2,65,16,24.615384615384617,1,1.5384615384615385,49
E14001425,Peterborough,126724,12951.904220984186,7871,2,69,12,17.391304347826086,0,0,50
E14001553,Tottenham,133855,8756.04409995891,7876,2,71,15,21.12676056338028,0,0,51
E14001255,Great Grimsby and Cleethorpes,109610,11534.586748471855,7902,2,76,30,39.473684210526315,1,1.3157894736842104,52
E14001377,Newcastle upon Tyne Central and West,130671,11558.216781076138,7903,2,74,27,36.486486486486484,0,0,53
E14001260,Hackney South and Shoreditch,108260,8537.528426935156,8055,2,59,8,13.559322033898304,0,0,54
E14001433,Preston,119465,11707.926338258067,8119,2,70,16,22.857142857142858,2,2.857142857142857,55
E14001073,Barking,128629,9118.149705742873,8210,2,66,2,3.0303030303030303,0,0,56
E14001307,Jarrow and Gateshead East,91546,11632.692367771393,8306,2,62,14,22.58064516129032,0,0,57
E14001410,Nottingham East,126231,10411.721308553366,8358,2,66,17,25.757575757575758,0,0,58
E14001075,Barnsley South,104065,9983.990722144814,8384,2,63,19,30.158730158730158,0,0,59
E14001518,Stockton North,95306,13826.120191803244,8512,2,59,20,33.89830508474576,0,0,60
E14001353,Manchester Rusholme,115853,8582.73731366473,8619,2,50,19,38,0,0,61
E14001574,West Bromwich,109674,11730.037223954629,8717,3,59,7,11.864406779661017,0,0,62
E14001286,Heywood and Middleton North,101229,12604.878453802763,8940,3,61,17,27.86885245901639,0,0,63
E14001180,Coventry East,118485,11559.357209773389,8963,3,69,18,26.08695652173913,0,0,64
E14001110,Bolton North East,114800,14583.199076655052,9030,3,69,21,30.434782608695656,5,7.246376811594203,65
E14001328,Leicester West,120827,10365.045060292816,9080,3,66,20,30.303030303030305,0,0,66
E14001070,Ashton-under-Lyne,99263,11061.1581505697,9221,3,60,14,23.333333333333332,0,0,67
W07000107,Rhondda and Ogmore,104764,9191.219455156352,9352,3,69,19,27.536231884057973,0,0,68
E14001415,Oldham East and Saddleworth,110217,14987.36696244681,9481,3,63,20,31.746031746031743,0,0,69
E14001204,Dudley,98404,14132.480691841794,9572,3,60,13,21.666666666666668,4,6.666666666666667,70
E14001469,Sheffield Heeley,107309,13268.189839622026,9595,3,67,25,37.3134328358209,2,2.9850746268656714,71
E14001297,Huddersfield,115184,12945.60879549243,9652,3,67,14,20.8955223880597,1,1.4925373134328357,72
E14001576,West Ham and Beckton,123811,10686.079960585086,9695,3,66,4,6.0606060606060606,0,0,73
E14001421,Peckham,104234,10295.476240957845,9740,3,54,3,5.555555555555555,0,0,74
E14001299,Hyndburn,92987,12925.144977254884,9758,3,60,15,25,0,0,75
E14001259,Hackney North and Stoke Newington,115499,10621.852942449717,9915,3,67,4,5.970149253731343,0,0,76
E14001427,Plymouth Sutton and Devonport,106401,12570.65426546743,9974,3,63,14,22.22222222222222,0,0,77
E14001221,Edmonton and Winchmore Hill,125952,14201.81259527439,10011,3,73,5,6.8493150684931505,1,1.36986301369863,78
E14001244,Gateshead Central and Whickham,102590,15398.66515742275,10135,3,64,13,20.3125,5,7.8125,79
E14001086,Bethnal Green and Stepney,129608,10992.88910406765,10137,3,65,1,1.5384615384615385,0,0,80
E14001492,South Shields,89086,14488.627343241362,10168,3,63,17,26.984126984126984,1,1.5873015873015872,81
E14001262,Halifax,107676,13978.696097551916,10185,3,66,19,28.78787878787879,1,1.5151515151515151,82
E14001325,Leeds West and Pudsey,99520,14196.175517483924,10202,3,61,14,22.950819672131146,1,1.639344262295082,83
E14001200,Doncaster North,96655,13023.8640163468,10225,3,63,18,28.57142857142857,2,3.1746031746031744,84
E14001436,Rawmarsh and Conisbrough,93231,13055.456607780674,10253,3,59,10,16.94915254237288,0,0,85
E14001515,Stalybridge and Hyde,98400,14275.569014227642,10264,3,58,13,22.413793103448278,1,1.7241379310344827,86
E14001561,Wallasey,97035,12811.09447621992,10264,3,63,18,28.57142857142857,0,0,87
W07000099,Merthyr Tydfil and Aberdare,100485,11103.194909688013,10278,3,61,13,21.311475409836063,0,0,88
E14001295,Houghton and Sunderland South,101258,13016.650911532915,10416,3,65,16,24.615384615384617,0,0,89
E14001331,Lewisham East,114772,12544.271168054926,10462,3,67,4,5.970149253731343,0,0,90
E14001337,Liverpool Garston,95696,14191.829136014045,10467,3,60,19,31.666666666666664,0,0,91
E14001435,Queen's Park and Maida Vale,126101,13613.353684744769,10543,3,67,4,5.970149253731343,2,2.9850746268656714,92
E14001584,Widnes and Halewood,92477,15575.883106069617,10570,3,56,14,25,1,1.7857142857142856,93
E14001531,Sunderland Central,102918,14240.299772634524,10610,3,65,13,20,1,1.5384615384615385,94
E14001216,East Thanet,104123,13327.615882177808,10775,3,64,16,25,1,1.5625,95
E14001378,Newcastle upon Tyne East and Wallsend,118777,13747.064827365568,10795,3,71,19,26.76056338028169,2,2.8169014084507045,96
E14001225,Enfield North,130604,13890.61798643227,10991,3,69,5,7.246376811594203,0,0,97
E14001305,Islington North,107332,12915.56798997503,11034,3,63,5,7.936507936507936,0,0,98
E14001383,Normanton and Hemsworth,103242,13951.927045194785,11122,3,62,11,17.741935483870968,0,0,99
W07000089,Cardiff East,111204,14464.684363871804,11128,3,64,16,25,0,0,100
E14001114,Boston and Skegness,111465,13897.43610550397,11176,3,63,10,15.873015873015872,0,0,101
E14001428,"Pontefract, Castleford and Knottingley",95160,13794.42256725515,11245,3,57,13,22.807017543859647,1,1.7543859649122806,102
E14001188,Croydon West,109784,11464.714384609779,11249,3,62,3,4.838709677419355,0,0,103
E14001510,St Helens South and Whiston,94841,13760.325898082054,11310,3,62,18,29.03225806451613,0,0,104
E14001092,Birmingham Edgbaston,105713,12512.550145204468,11441,3,62,15,24.193548387096776,0,0,105
E14001382,Newton Aycliffe and Spennymoor,89680,15793.727453166815,11466,3,58,7,12.068965517241379,1,1.7241379310344827,106
E14001213,East Ham,130879,11508.08363832242,11485,3,65,0,0,0,0,107
E14001521,Stoke-on-Trent North,97813,13627.262613354053,11488,3,62,16,25.806451612903224,0,0,108
E14001355,Mansfield,104390,16101.887891560495,11570,3,65,10,15.384615384615385,2,3.076923076923077,109
E14001559,Vauxhall and Camberwell Green,101816,12689.954943230927,11610,3,59,0,0,0,0,110
E14001189,Dagenham and Rainham,119694,14768.770264173643,11635,3,65,2,3.076923076923077,0,0,111
E14001135,Bristol South,104311,13860.807910958576,11668,3,62,18,29.03225806451613,0,0,112
E14001174,Clacton,99108,11361.010422972919,11713,3,60,13,21.666666666666668,0,0,113
E14001412,Nottingham South,124269,14821.02129251865,11817,3,61,13,21.311475409836063,2,3.278688524590164,114
E14001525,Stratford and Bow,108048,11717.765817044277,11828,3,54,0,0,0,0,115
E14001274,Hastings and Rye,105472,12537.70452821602,11889,3,62,16,25.806451612903224,0,0,116
E14001314,Kingston upon Hull North and Cottingham,112419,13738.478758039122,11997,3,71,24,33.80281690140845,1,1.4084507042253522,117
E14001509,St Helens North,98527,14890.265033950085,12009,3,65,14,21.53846153846154,0,0,118
E14001329,Leigh and Atherton,109386,16088.391156089445,12157,3,63,16,25.396825396825395,5,7.936507936507936,119
E14001256,Great Yarmouth,102034,13580.211272713017,12168,3,61,15,24.59016393442623,0,0,120
E14001426,Plymouth Moor View,101472,14536.558508751183,12208,3,63,14,22.22222222222222,1,1.5873015873015872,121
E14001551,Torbay,102634,14342.877550324454,12219,3,66,13,19.696969696969695,1,1.5151515151515151,122
W07000108,Swansea West,110016,14148.621091477604,12230,3,67,18,26.865671641791046,0,0,123
E14001306,Islington South and Finsbury,118969,13488.931003034404,12263,3,66,1,1.5151515151515151,0,0,124
E14001074,Barnsley North,104390,13898.44625922023,12306,3,62,13,20.967741935483872,0,0,125
E14001122,Brent East,127605,12522.615375573057,12359,3,71,9,12.676056338028168,0,0,126
E14001327,Leicester South,120775,14852.803183605878,12364,3,64,13,20.3125,1,1.5625,127
E14001132,Bristol East,111117,13430.260077215908,12366,3,61,12,19.672131147540984,0,0,128
E14001406,Northampton North,132125,14951.80694796594,12369,3,73,7,9.58904109589041,0,0,129
E14001500,Southampton Test,111421,14984.557592374866,12479,3,66,11,16.666666666666664,0,0,130
E14001470,Sheffield South East,102867,15441.276410316234,12489,3,64,10,15.625,0,0,131
E14001567,Washington and Gateshead South,93595,14511.351717506277,12574,3,65,14,21.53846153846154,0,0,132
E14001346,Luton South and South Bedfordshire,119583,15090.96895879849,12638,3,64,3,4.6875,1,1.5625,133
E14001101,Bishop Auckland,92613,14523.962920972217,12716,3,58,8,13.793103448275861,0,0,134
E14001563,Walthamstow,119383,13582.758298920282,12893,4,59,2,3.389830508474576,0,0,135
W07000106,Pontypridd,102369,16658.809869198685,13045,4,65,8,12.307692307692308,1,1.5384615384615385,136
E14001332,Lewisham North,109624,13710.038723272275,13057,4,62,1,1.6129032258064515,0,0,137
E14001517,Stockport,102534,15035.330046618683,13158,4,64,11,17.1875,0,0,138
E14001541,Telford,94981,14996.829829123719,13165,4,60,15,25,3,5,139
E14001085,Bermondsey and Old Southwark,105370,15710.037539147765,13239,4,59,2,3.389830508474576,1,1.694915254237288,140
E14001326,Leicester East,118714,13636.612274036761,13253,4,62,6,9.67741935483871,0,0,141
E14001077,Basildon and Billericay,106912,19069.811045532773,13290,4,62,5,8.064516129032258,13,20.967741935483872,142
W07000103,Neath and Swansea East,98510,15465.142929651813,13399,4,60,8,13.333333333333334,0,0,143
E14001099,Birmingham Selly Oak,106176,12736.942256253767,13450,4,61,13,21.311475409836063,0,0,144
E14001501,Southend East and Rochford,97807,17037.81950678377,13468,4,57,8,14.035087719298245,5,8.771929824561402,145
E14001389,North Durham,95527,17216.614606341664,13499,4,59,3,5.084745762711865,2,3.389830508474576,146
E14001209,Ealing Southall,125669,16525.22813104266,13613,4,65,1,1.5384615384615385,0,0,147
E14001198,Doncaster Central,108804,15075.171560788207,13642,4,70,17,24.285714285714285,0,0,148
E14001302,Ipswich,114393,16592.73348893726,13685,4,70,10,14.285714285714285,0,0,149
E14001229,Erith and Thamesmead,136195,14866.684999449319,13875,4,74,1,1.3513513513513513,0,0,150
E14001175,Clapham and Brixton Hill,103740,14989.245257374205,14194,4,60,0,0,0,0,151
W07000109,Torfaen,92863,15563.403169184712,14238,4,60,6,10,0,0,152
E14001303,Isle of Wight East,69504,16497.04410537523,14271,4,45,1,2.2222222222222223,0,0,153
E14001390,North East Cambridgeshire,101699,15656.690016617666,14309,4,55,4,7.2727272727272725,0,0,154
W07000095,Clwyd North,99846,15741.165324599884,14311,4,62,13,20.967741935483872,0,0,155
E14001257,Greenwich and Woolwich,105835,16139.618354041668,14337,4,57,0,0,0,0,156
E14001450,Rossendale and Darwen,102945,18077.41250182136,14406,4,63,11,17.46031746031746,3,4.761904761904762,157
E14001585,Wigan,105641,17481.954615158887,14429,4,66,11,16.666666666666664,3,4.545454545454546,158
E14001190,Darlington,96759,17347.594301305304,14577,4,59,12,20.33898305084746,5,8.47457627118644,159
E14001499,Southampton Itchen,107148,15026.595610744018,14702,4,65,8,12.307692307692308,0,0,160
E14001430,Poplar and Limehouse,116847,17036.66493363116,14815,4,58,1,1.7241379310344827,1,1.7241379310344827,161
E14001222,Ellesmere Port and Bromborough,93009,18981.198142115278,14837,4,60,10,16.666666666666664,4,6.666666666666667,162
E14001276,Hayes and Harlington,121761,15511.001864307947,14844,4,63,0,0,0,0,163
E14001068,Ashfield,95273,15403.910315619325,15001,4,56,10,17.857142857142858,1,1.7857142857142856,164
E14001508,St Austell and Newquay,95624,16652.56989354137,15122,4,56,5,8.928571428571429,0,0,165
E14001148,Camborne and Redruth,96085,15249.45849508248,15176,4,55,6,10.909090909090908,0,0,166
E14001598,Worsley and Eccles,111262,18356.855175172117,15208,4,68,12,17.647058823529413,5,7.352941176470589,167
E14001343,Louth and Horncastle,98162,16862.851602453087,15276,4,54,4,7.4074074074074066,0,0,168
E14001560,Wakefield and Rothwell,105895,17419.461754568205,15277,4,63,8,12.698412698412698,2,3.1746031746031744,169
E14001236,Feltham and Heston,132641,16054.43373466726,15284,4,65,0,0,0,0,170
E14001413,Nuneaton,94854,19308.881918527422,15325,4,59,5,8.47457627118644,7,11.864406779661017,171
E14001368,Middlesbrough South and East Cleveland,88894,18216.380295633,15382,4,56,11,19.642857142857142,5,8.928571428571429,172
E14001432,Portsmouth South,107966,14092.991552896283,15389,4,62,10,16.129032258064516,0,0,173
E14001129,Brighton Kemptown and Peacehaven,96078,16936.70202856013,15405,4,57,11,19.298245614035086,0,0,174
E14001165,Chesterfield,93871,18213.785711242024,15464,4,62,5,8.064516129032258,4,6.451612903225806,175
E14001109,Bolsover,98691,16454.245154066735,15473,4,60,3,5,0,0,176
E14001239,Folkestone and Hythe,91767,16410.770467597285,15610,4,57,4,7.017543859649122,1,1.7543859649122806,177
E14001477,Slough,131772,17412.493025832497,15739,4,68,0,0,0,0,178
